"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Bridged Race"	"Bridged Race Code"	Births
	"2007"	"2007"	"Shelby County, TN"	"47157"	"White"	"2106-3"	269
	"2007"	"2007"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	313
	"2007"	"2007"	"Richmond city, VA"	"51760"	"White"	"2106-3"	67
	"2008"	"2008"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	718
	"2008"	"2008"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	380
	"2008"	"2008"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	593
	"2008"	"2008"	"Duval County, FL"	"12031"	"White"	"2106-3"	516
	"2008"	"2008"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	616
	"2008"	"2008"	"Marion County, IN"	"18097"	"White"	"2106-3"	651
	"2008"	"2008"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	423
	"2008"	"2008"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	505
	"2008"	"2008"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	155
	"2008"	"2008"	"Kent County, MI"	"26081"	"White"	"2106-3"	400
	"2008"	"2008"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	365
	"2008"	"2008"	"Jackson County, MO"	"29095"	"White"	"2106-3"	385
	"2008"	"2008"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	462
	"2008"	"2008"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	489
	"2008"	"2008"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	507
	"2008"	"2008"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	136
	"2008"	"2008"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	168
	"2008"	"2008"	"Douglas County, NE"	"31055"	"White"	"2106-3"	339
	"2008"	"2008"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	308
	"2008"	"2008"	"Guilford County, NC"	"37081"	"White"	"2106-3"	185
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	683
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	395
	"2008"	"2008"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	367
	"2008"	"2008"	"Wake County, NC"	"37183"	"White"	"2106-3"	475
	"2008"	"2008"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	700
	"2008"	"2008"	"Franklin County, OH"	"39049"	"White"	"2106-3"	821
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	583
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	500
	"2008"	"2008"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	290
	"2008"	"2008"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	311
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	334
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	523
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	202
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	433
	"2008"	"2008"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	209
	"2008"	"2008"	"Greenville County, SC"	"45045"	"White"	"2106-3"	302
	"2008"	"2008"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	379
	"2008"	"2008"	"Davidson County, TN"	"47037"	"White"	"2106-3"	355
	"2008"	"2008"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	74
	"2008"	"2008"	"Knox County, TN"	"47093"	"White"	"2106-3"	381
	"2008"	"2008"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1237
	"2008"	"2008"	"Shelby County, TN"	"47157"	"White"	"2106-3"	291
	"2008"	"2008"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	288
	"2008"	"2008"	"Richmond city, VA"	"51760"	"White"	"2106-3"	79
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	704
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	374
	"2009"	"2009"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	625
	"2009"	"2009"	"Duval County, FL"	"12031"	"White"	"2106-3"	497
	"2009"	"2009"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	591
	"2009"	"2009"	"Marion County, IN"	"18097"	"White"	"2106-3"	674
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	371
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	481
	"2009"	"2009"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	155
	"2009"	"2009"	"Kent County, MI"	"26081"	"White"	"2106-3"	389
	"2009"	"2009"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	409
	"2009"	"2009"	"Jackson County, MO"	"29095"	"White"	"2106-3"	374
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	525
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	385
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	445
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	165
	"2009"	"2009"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	179
	"2009"	"2009"	"Douglas County, NE"	"31055"	"White"	"2106-3"	354
	"2009"	"2009"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	307
	"2009"	"2009"	"Guilford County, NC"	"37081"	"White"	"2106-3"	205
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	643
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	406
	"2009"	"2009"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	385
	"2009"	"2009"	"Wake County, NC"	"37183"	"White"	"2106-3"	443
	"2009"	"2009"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	643
	"2009"	"2009"	"Franklin County, OH"	"39049"	"White"	"2106-3"	787
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	559
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	510
	"2009"	"2009"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	280
	"2009"	"2009"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	387
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	343
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	557
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	184
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	451
	"2009"	"2009"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	244
	"2009"	"2009"	"Greenville County, SC"	"45045"	"White"	"2106-3"	413
	"2009"	"2009"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	382
	"2009"	"2009"	"Davidson County, TN"	"47037"	"White"	"2106-3"	357
	"2009"	"2009"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	94
	"2009"	"2009"	"Knox County, TN"	"47093"	"White"	"2106-3"	313
	"2009"	"2009"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1219
	"2009"	"2009"	"Shelby County, TN"	"47157"	"White"	"2106-3"	248
	"2009"	"2009"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	264
	"2009"	"2009"	"Richmond city, VA"	"51760"	"White"	"2106-3"	60
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	611
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	324
	"2010"	"2010"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	600
	"2010"	"2010"	"Duval County, FL"	"12031"	"White"	"2106-3"	435
	"2010"	"2010"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	580
	"2010"	"2010"	"Marion County, IN"	"18097"	"White"	"2106-3"	640
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	385
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	511
	"2010"	"2010"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	166
	"2010"	"2010"	"Kent County, MI"	"26081"	"White"	"2106-3"	378
	"2010"	"2010"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	325
	"2010"	"2010"	"Jackson County, MO"	"29095"	"White"	"2106-3"	369
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	483
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	433
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	438
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	119
	"2010"	"2010"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	176
	"2010"	"2010"	"Douglas County, NE"	"31055"	"White"	"2106-3"	385
	"2010"	"2010"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	293
	"2010"	"2010"	"Guilford County, NC"	"37081"	"White"	"2106-3"	165
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	643
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	439
	"2010"	"2010"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	345
	"2010"	"2010"	"Wake County, NC"	"37183"	"White"	"2106-3"	442
	"2010"	"2010"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	622
	"2010"	"2010"	"Franklin County, OH"	"39049"	"White"	"2106-3"	829
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	492
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	460
	"2010"	"2010"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	248
	"2010"	"2010"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	355
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	317
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	519
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	186
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	426
	"2010"	"2010"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	192
	"2010"	"2010"	"Greenville County, SC"	"45045"	"White"	"2106-3"	265
	"2010"	"2010"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	369
	"2010"	"2010"	"Davidson County, TN"	"47037"	"White"	"2106-3"	334
	"2010"	"2010"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	86
	"2010"	"2010"	"Knox County, TN"	"47093"	"White"	"2106-3"	337
	"2010"	"2010"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1162
	"2010"	"2010"	"Shelby County, TN"	"47157"	"White"	"2106-3"	262
	"2010"	"2010"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	252
	"2010"	"2010"	"Richmond city, VA"	"51760"	"White"	"2106-3"	62
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	583
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	304
	"2011"	"2011"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	575
	"2011"	"2011"	"Duval County, FL"	"12031"	"White"	"2106-3"	390
	"2011"	"2011"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	534
	"2011"	"2011"	"Marion County, IN"	"18097"	"White"	"2106-3"	598
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	350
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	484
	"2011"	"2011"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	188
	"2011"	"2011"	"Kent County, MI"	"26081"	"White"	"2106-3"	376
	"2011"	"2011"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	359
	"2011"	"2011"	"Jackson County, MO"	"29095"	"White"	"2106-3"	335
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	512
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	440
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	463
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	124
	"2011"	"2011"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	153
	"2011"	"2011"	"Douglas County, NE"	"31055"	"White"	"2106-3"	335
	"2011"	"2011"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	299
	"2011"	"2011"	"Guilford County, NC"	"37081"	"White"	"2106-3"	195
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	629
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	370
	"2011"	"2011"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	376
	"2011"	"2011"	"Wake County, NC"	"37183"	"White"	"2106-3"	427
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	625
	"2011"	"2011"	"Franklin County, OH"	"39049"	"White"	"2106-3"	825
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	552
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	508
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	233
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	338
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	320
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	509
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	209
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	450
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	183
	"2011"	"2011"	"Greenville County, SC"	"45045"	"White"	"2106-3"	289
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	349
	"2011"	"2011"	"Davidson County, TN"	"47037"	"White"	"2106-3"	345
	"2011"	"2011"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	68
	"2011"	"2011"	"Knox County, TN"	"47093"	"White"	"2106-3"	340
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1169
	"2011"	"2011"	"Shelby County, TN"	"47157"	"White"	"2106-3"	248
	"2011"	"2011"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	269
	"2011"	"2011"	"Richmond city, VA"	"51760"	"White"	"2106-3"	59
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	638
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	281
	"2012"	"2012"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	608
	"2012"	"2012"	"Duval County, FL"	"12031"	"White"	"2106-3"	445
	"2012"	"2012"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	553
	"2012"	"2012"	"Marion County, IN"	"18097"	"White"	"2106-3"	573
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	336
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	455
	"2012"	"2012"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	182
	"2012"	"2012"	"Kent County, MI"	"26081"	"White"	"2106-3"	400
	"2012"	"2012"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	339
	"2012"	"2012"	"Jackson County, MO"	"29095"	"White"	"2106-3"	352
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	484
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	409
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	381
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	122
	"2012"	"2012"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	163
	"2012"	"2012"	"Douglas County, NE"	"31055"	"White"	"2106-3"	329
	"2012"	"2012"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	323
	"2012"	"2012"	"Guilford County, NC"	"37081"	"White"	"2106-3"	159
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	595
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	425
	"2012"	"2012"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	317
	"2012"	"2012"	"Wake County, NC"	"37183"	"White"	"2106-3"	474
	"2012"	"2012"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	651
	"2012"	"2012"	"Franklin County, OH"	"39049"	"White"	"2106-3"	782
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	526
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	468
	"2012"	"2012"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	259
	"2012"	"2012"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	366
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	292
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	438
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	198
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	480
	"2012"	"2012"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	172
	"2012"	"2012"	"Greenville County, SC"	"45045"	"White"	"2106-3"	256
	"2012"	"2012"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	384
	"2012"	"2012"	"Davidson County, TN"	"47037"	"White"	"2106-3"	385
	"2012"	"2012"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	48
	"2012"	"2012"	"Knox County, TN"	"47093"	"White"	"2106-3"	340
	"2012"	"2012"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1221
	"2012"	"2012"	"Shelby County, TN"	"47157"	"White"	"2106-3"	306
	"2012"	"2012"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	245
	"2012"	"2012"	"Richmond city, VA"	"51760"	"White"	"2106-3"	57
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	566
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	321
	"2013"	"2013"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	565
	"2013"	"2013"	"Duval County, FL"	"12031"	"White"	"2106-3"	433
	"2013"	"2013"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	571
	"2013"	"2013"	"Marion County, IN"	"18097"	"White"	"2106-3"	552
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	346
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	492
	"2013"	"2013"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	164
	"2013"	"2013"	"Kent County, MI"	"26081"	"White"	"2106-3"	452
	"2013"	"2013"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	355
	"2013"	"2013"	"Jackson County, MO"	"29095"	"White"	"2106-3"	333
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	501
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	441
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	412
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	131
	"2013"	"2013"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	150
	"2013"	"2013"	"Douglas County, NE"	"31055"	"White"	"2106-3"	337
	"2013"	"2013"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	290
	"2013"	"2013"	"Guilford County, NC"	"37081"	"White"	"2106-3"	193
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	584
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	343
	"2013"	"2013"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	354
	"2013"	"2013"	"Wake County, NC"	"37183"	"White"	"2106-3"	431
	"2013"	"2013"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	677
	"2013"	"2013"	"Franklin County, OH"	"39049"	"White"	"2106-3"	831
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	454
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	446
	"2013"	"2013"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	255
	"2013"	"2013"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	340
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	283
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	489
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	170
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	438
	"2013"	"2013"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	153
	"2013"	"2013"	"Greenville County, SC"	"45045"	"White"	"2106-3"	256
	"2013"	"2013"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	376
	"2013"	"2013"	"Davidson County, TN"	"47037"	"White"	"2106-3"	349
	"2013"	"2013"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	74
	"2013"	"2013"	"Knox County, TN"	"47093"	"White"	"2106-3"	320
	"2013"	"2013"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1236
	"2013"	"2013"	"Shelby County, TN"	"47157"	"White"	"2106-3"	248
	"2013"	"2013"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	223
	"2013"	"2013"	"Richmond city, VA"	"51760"	"White"	"2106-3"	56
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	635
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	310
	"2014"	"2014"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	558
	"2014"	"2014"	"Duval County, FL"	"12031"	"White"	"2106-3"	450
	"2014"	"2014"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	612
	"2014"	"2014"	"Marion County, IN"	"18097"	"White"	"2106-3"	509
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	345
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	488
	"2014"	"2014"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	169
	"2014"	"2014"	"Kent County, MI"	"26081"	"White"	"2106-3"	436
	"2014"	"2014"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	386
	"2014"	"2014"	"Jackson County, MO"	"29095"	"White"	"2106-3"	387
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	531
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	447
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	397
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	136
	"2014"	"2014"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	147
	"2014"	"2014"	"Douglas County, NE"	"31055"	"White"	"2106-3"	324
	"2014"	"2014"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	335
	"2014"	"2014"	"Guilford County, NC"	"37081"	"White"	"2106-3"	160
