"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Bridged Race"	"Bridged Race Code"	Births
	"2004"	"2004"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	484
	"2004"	"2004"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	404
	"2004"	"2004"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	305
	"2004"	"2004"	"Wake County, NC"	"37183"	"White"	"2106-3"	458
	"2004"	"2004"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	588
	"2004"	"2004"	"Franklin County, OH"	"39049"	"White"	"2106-3"	798
	"2004"	"2004"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	516
	"2004"	"2004"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	539
	"2004"	"2004"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	265
	"2004"	"2004"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	363
	"2004"	"2004"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	269
	"2004"	"2004"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	528
	"2004"	"2004"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	163
	"2004"	"2004"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	431
	"2004"	"2004"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	162
	"2004"	"2004"	"Greenville County, SC"	"45045"	"White"	"2106-3"	249
	"2004"	"2004"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	317
	"2004"	"2004"	"Davidson County, TN"	"47037"	"White"	"2106-3"	389
	"2004"	"2004"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	73
	"2004"	"2004"	"Knox County, TN"	"47093"	"White"	"2106-3"	337
	"2004"	"2004"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1102
	"2004"	"2004"	"Shelby County, TN"	"47157"	"White"	"2106-3"	311
	"2004"	"2004"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	280
	"2004"	"2004"	"Richmond city, VA"	"51760"	"White"	"2106-3"	69
	"2005"	"2005"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	671
	"2005"	"2005"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	337
	"2005"	"2005"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	631
	"2005"	"2005"	"Duval County, FL"	"12031"	"White"	"2106-3"	476
	"2005"	"2005"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	520
	"2005"	"2005"	"Marion County, IN"	"18097"	"White"	"2106-3"	665
	"2005"	"2005"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	342
	"2005"	"2005"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	541
	"2005"	"2005"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	176
	"2005"	"2005"	"Kent County, MI"	"26081"	"White"	"2106-3"	406
	"2005"	"2005"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	425
	"2005"	"2005"	"Jackson County, MO"	"29095"	"White"	"2106-3"	380
	"2005"	"2005"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	514
	"2005"	"2005"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	443
	"2005"	"2005"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	451
	"2005"	"2005"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	129
	"2005"	"2005"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	158
	"2005"	"2005"	"Douglas County, NE"	"31055"	"White"	"2106-3"	363
	"2005"	"2005"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	308
	"2005"	"2005"	"Guilford County, NC"	"37081"	"White"	"2106-3"	191
	"2005"	"2005"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	543
	"2005"	"2005"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	402
	"2005"	"2005"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	351
	"2005"	"2005"	"Wake County, NC"	"37183"	"White"	"2106-3"	470
	"2005"	"2005"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	556
	"2005"	"2005"	"Franklin County, OH"	"39049"	"White"	"2106-3"	846
	"2005"	"2005"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	562
	"2005"	"2005"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	515
	"2005"	"2005"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	244
	"2005"	"2005"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	343
	"2005"	"2005"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	284
	"2005"	"2005"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	494
	"2005"	"2005"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	189
	"2005"	"2005"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	390
	"2005"	"2005"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	166
	"2005"	"2005"	"Greenville County, SC"	"45045"	"White"	"2106-3"	289
	"2005"	"2005"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	386
	"2005"	"2005"	"Davidson County, TN"	"47037"	"White"	"2106-3"	388
	"2005"	"2005"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	86
	"2005"	"2005"	"Knox County, TN"	"47093"	"White"	"2106-3"	364
	"2005"	"2005"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1196
	"2005"	"2005"	"Shelby County, TN"	"47157"	"White"	"2106-3"	326
	"2005"	"2005"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	279
	"2005"	"2005"	"Richmond city, VA"	"51760"	"White"	"2106-3"	76
	"2006"	"2006"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	716
	"2006"	"2006"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	416
	"2006"	"2006"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	653
	"2006"	"2006"	"Duval County, FL"	"12031"	"White"	"2106-3"	484
	"2006"	"2006"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	580
	"2006"	"2006"	"Marion County, IN"	"18097"	"White"	"2106-3"	648
	"2006"	"2006"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	423
	"2006"	"2006"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	548
	"2006"	"2006"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	164
	"2006"	"2006"	"Kent County, MI"	"26081"	"White"	"2106-3"	426
	"2006"	"2006"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	362
	"2006"	"2006"	"Jackson County, MO"	"29095"	"White"	"2106-3"	436
	"2006"	"2006"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	492
	"2006"	"2006"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	516
	"2006"	"2006"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	494
	"2006"	"2006"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	130
	"2006"	"2006"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	199
	"2006"	"2006"	"Douglas County, NE"	"31055"	"White"	"2106-3"	354
	"2006"	"2006"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	301
	"2006"	"2006"	"Guilford County, NC"	"37081"	"White"	"2106-3"	190
	"2006"	"2006"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	582
	"2006"	"2006"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	424
	"2006"	"2006"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	368
	"2006"	"2006"	"Wake County, NC"	"37183"	"White"	"2106-3"	421
	"2006"	"2006"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	639
	"2006"	"2006"	"Franklin County, OH"	"39049"	"White"	"2106-3"	864
	"2006"	"2006"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	570
	"2006"	"2006"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	516
	"2006"	"2006"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	250
	"2006"	"2006"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	366
	"2006"	"2006"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	349
	"2006"	"2006"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	512
	"2006"	"2006"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	213
	"2006"	"2006"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	428
	"2006"	"2006"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	174
	"2006"	"2006"	"Greenville County, SC"	"45045"	"White"	"2106-3"	256
	"2006"	"2006"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	433
	"2006"	"2006"	"Davidson County, TN"	"47037"	"White"	"2106-3"	383
	"2006"	"2006"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	98
	"2006"	"2006"	"Knox County, TN"	"47093"	"White"	"2106-3"	387
	"2006"	"2006"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1259
	"2006"	"2006"	"Shelby County, TN"	"47157"	"White"	"2106-3"	304
	"2006"	"2006"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	260
	"2006"	"2006"	"Richmond city, VA"	"51760"	"White"	"2106-3"	61
"---"
"Dataset: Natality, 2003-2006"
"Query Parameters:"
"Title:"
"Age of Mother 9: All"
"Anemia: All"
"Birthplace: All"
"Birth Weight 12: 499 grams or less, 500 - 999 grams, 1000 - 1499 grams, 1500 - 1999 grams, 2000 - 2499 grams"
"Bridged Race: Black or African American, White"
"Cardiac Disease: All"
"Chronic Hypertension: All"
"Delivery Method: All"
"Diabetes: All"
"Eclampsia: All"
"Education: All"
"Expanded Hispanic Origin: All"
"Gender: All"
"Hispanic Origin: Not Hispanic or Latino"
"Hydramnios / Oligohydramnios: All"
"Incompetent Cervix: All"
"Live Birth Order: All"
"LMP Gestational Age 11: All"
"Lung Disease: All"
"Marital Status: All"
"Medical Attendant: All"
"Month: All"
"Month Prenatal Care Began: All"
"Plurality or Multiple Birth: All"
"Pregnancy-associated Hypertension: All"
"States: Jefferson County, AL (01073), Duval County, FL (12031), Marion County, IN (18097), Jefferson County, KY (21111), Kent"
"County, MI (26081), Jackson County, MO (29095), St. Louis County, MO (29189), St. Louis city, MO (29510), Douglas County, NE"
"(31055), Guilford County, NC (37081), Mecklenburg County, NC (37119), Wake County, NC (37183), Franklin County, OH (39049),"
"Hamilton County, OH (39061), Montgomery County, OH (39113), Oklahoma County, OK (40109), Tulsa County, OK (40143), Greenville"
"County, SC (45045), Davidson County, TN (47037), Knox County, TN (47093), Shelby County, TN (47157), Richmond city, VA (51760)"
"Tobacco Use: All"
"Weekday: All"
"Year: All, 2003 to 2006"
"Group By: Year, County, Bridged Race"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Jan 4, 2019 4:39:16 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2003-2006, on CDC"
"WONDER Online Database, March 2009. Accessed at http://wonder.cdc.gov/natality-v2006.html on Jan 4, 2019 4:39:16 PM"
"---"
Caveats:
"1. Each birth record represents one living baby."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Data for all counties with fewer"
"than 100,000 persons within a state are combined together under the label ""Unidentified Counties."""
"3. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis county (FIPS code 29189)."
