"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Gender"	"Gender Code"	Births
	"2007"	"2007"	"Davidson County, TN"	"47037"	"Female"	"F"	4875
	"2007"	"2007"	"Davidson County, TN"	"47037"	"Male"	"M"	5117
	"2007"	"2007"	"Knox County, TN"	"47093"	"Female"	"F"	2559
	"2007"	"2007"	"Knox County, TN"	"47093"	"Male"	"M"	2778
	"2007"	"2007"	"Shelby County, TN"	"47157"	"Female"	"F"	7423
	"2007"	"2007"	"Shelby County, TN"	"47157"	"Male"	"M"	7820
	"2007"	"2007"	"Richmond city, VA"	"51760"	"Female"	"F"	1636
	"2007"	"2007"	"Richmond city, VA"	"51760"	"Male"	"M"	1666
	"2008"	"2008"	"Jefferson County, AL"	"01073"	"Female"	"F"	4666
	"2008"	"2008"	"Jefferson County, AL"	"01073"	"Male"	"M"	4900
	"2008"	"2008"	"Duval County, FL"	"12031"	"Female"	"F"	6615
	"2008"	"2008"	"Duval County, FL"	"12031"	"Male"	"M"	6845
	"2008"	"2008"	"Marion County, IN"	"18097"	"Female"	"F"	7565
	"2008"	"2008"	"Marion County, IN"	"18097"	"Male"	"M"	7769
	"2008"	"2008"	"Jefferson County, KY"	"21111"	"Female"	"F"	5153
	"2008"	"2008"	"Jefferson County, KY"	"21111"	"Male"	"M"	5400
	"2008"	"2008"	"Kent County, MI"	"26081"	"Female"	"F"	4340
	"2008"	"2008"	"Kent County, MI"	"26081"	"Male"	"M"	4690
	"2008"	"2008"	"Jackson County, MO"	"29095"	"Female"	"F"	5068
	"2008"	"2008"	"Jackson County, MO"	"29095"	"Male"	"M"	5449
	"2008"	"2008"	"St. Louis County, MO"	"29189"	"Female"	"F"	5694
	"2008"	"2008"	"St. Louis County, MO"	"29189"	"Male"	"M"	6000
	"2008"	"2008"	"St. Louis city, MO"	"29510"	"Female"	"F"	2809
	"2008"	"2008"	"St. Louis city, MO"	"29510"	"Male"	"M"	2934
	"2008"	"2008"	"Douglas County, NE"	"31055"	"Female"	"F"	4142
	"2008"	"2008"	"Douglas County, NE"	"31055"	"Male"	"M"	4393
	"2008"	"2008"	"Guilford County, NC"	"37081"	"Female"	"F"	3159
	"2008"	"2008"	"Guilford County, NC"	"37081"	"Male"	"M"	3214
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	7239
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	7670
	"2008"	"2008"	"Wake County, NC"	"37183"	"Female"	"F"	6634
	"2008"	"2008"	"Wake County, NC"	"37183"	"Male"	"M"	6904
	"2008"	"2008"	"Franklin County, OH"	"39049"	"Female"	"F"	8939
	"2008"	"2008"	"Franklin County, OH"	"39049"	"Male"	"M"	9395
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"Female"	"F"	5935
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"Male"	"M"	5866
	"2008"	"2008"	"Montgomery County, OH"	"39113"	"Female"	"F"	3497
	"2008"	"2008"	"Montgomery County, OH"	"39113"	"Male"	"M"	3661
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"Female"	"F"	6045
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"Male"	"M"	6329
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"Female"	"F"	4735
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"Male"	"M"	4787
	"2008"	"2008"	"Greenville County, SC"	"45045"	"Female"	"F"	3229
	"2008"	"2008"	"Greenville County, SC"	"45045"	"Male"	"M"	3485
	"2008"	"2008"	"Davidson County, TN"	"47037"	"Female"	"F"	4941
	"2008"	"2008"	"Davidson County, TN"	"47037"	"Male"	"M"	5162
	"2008"	"2008"	"Knox County, TN"	"47093"	"Female"	"F"	2672
	"2008"	"2008"	"Knox County, TN"	"47093"	"Male"	"M"	2822
	"2008"	"2008"	"Shelby County, TN"	"47157"	"Female"	"F"	7380
	"2008"	"2008"	"Shelby County, TN"	"47157"	"Male"	"M"	7670
	"2008"	"2008"	"Richmond city, VA"	"51760"	"Female"	"F"	1623
	"2008"	"2008"	"Richmond city, VA"	"51760"	"Male"	"M"	1680
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"Female"	"F"	5082
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"Male"	"M"	5353
	"2009"	"2009"	"Duval County, FL"	"12031"	"Female"	"F"	6424
	"2009"	"2009"	"Duval County, FL"	"12031"	"Male"	"M"	6747
	"2009"	"2009"	"Marion County, IN"	"18097"	"Female"	"F"	7606
	"2009"	"2009"	"Marion County, IN"	"18097"	"Male"	"M"	7749
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"Female"	"F"	5055
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"Male"	"M"	5374
	"2009"	"2009"	"Kent County, MI"	"26081"	"Female"	"F"	4400
	"2009"	"2009"	"Kent County, MI"	"26081"	"Male"	"M"	4493
	"2009"	"2009"	"Jackson County, MO"	"29095"	"Female"	"F"	4994
	"2009"	"2009"	"Jackson County, MO"	"29095"	"Male"	"M"	5361
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"Female"	"F"	5758
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"Male"	"M"	6015
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"Female"	"F"	2394
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"Male"	"M"	2737
	"2009"	"2009"	"Douglas County, NE"	"31055"	"Female"	"F"	4232
	"2009"	"2009"	"Douglas County, NE"	"31055"	"Male"	"M"	4384
	"2009"	"2009"	"Guilford County, NC"	"37081"	"Female"	"F"	3019
	"2009"	"2009"	"Guilford County, NC"	"37081"	"Male"	"M"	3127
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	7073
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	7572
	"2009"	"2009"	"Wake County, NC"	"37183"	"Female"	"F"	6332
	"2009"	"2009"	"Wake County, NC"	"37183"	"Male"	"M"	6674
	"2009"	"2009"	"Franklin County, OH"	"39049"	"Female"	"F"	8984
	"2009"	"2009"	"Franklin County, OH"	"39049"	"Male"	"M"	9313
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"Female"	"F"	5534
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"Male"	"M"	5816
	"2009"	"2009"	"Montgomery County, OH"	"39113"	"Female"	"F"	3456
	"2009"	"2009"	"Montgomery County, OH"	"39113"	"Male"	"M"	3595
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"Female"	"F"	6069
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"Male"	"M"	6422
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"Female"	"F"	4830
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"Male"	"M"	5048
	"2009"	"2009"	"Greenville County, SC"	"45045"	"Female"	"F"	3804
	"2009"	"2009"	"Greenville County, SC"	"45045"	"Male"	"M"	3919
	"2009"	"2009"	"Davidson County, TN"	"47037"	"Female"	"F"	4771
	"2009"	"2009"	"Davidson County, TN"	"47037"	"Male"	"M"	5007
	"2009"	"2009"	"Knox County, TN"	"47093"	"Female"	"F"	2602
	"2009"	"2009"	"Knox County, TN"	"47093"	"Male"	"M"	2718
	"2009"	"2009"	"Shelby County, TN"	"47157"	"Female"	"F"	7099
	"2009"	"2009"	"Shelby County, TN"	"47157"	"Male"	"M"	7364
	"2009"	"2009"	"Richmond city, VA"	"51760"	"Female"	"F"	1539
	"2009"	"2009"	"Richmond city, VA"	"51760"	"Male"	"M"	1651
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"Female"	"F"	4270
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"Male"	"M"	4616
	"2010"	"2010"	"Duval County, FL"	"12031"	"Female"	"F"	6146
	"2010"	"2010"	"Duval County, FL"	"12031"	"Male"	"M"	6467
	"2010"	"2010"	"Marion County, IN"	"18097"	"Female"	"F"	7091
	"2010"	"2010"	"Marion County, IN"	"18097"	"Male"	"M"	7499
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"Female"	"F"	4989
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"Male"	"M"	5215
	"2010"	"2010"	"Kent County, MI"	"26081"	"Female"	"F"	4189
	"2010"	"2010"	"Kent County, MI"	"26081"	"Male"	"M"	4402
	"2010"	"2010"	"Jackson County, MO"	"29095"	"Female"	"F"	4830
	"2010"	"2010"	"Jackson County, MO"	"29095"	"Male"	"M"	4932
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"Female"	"F"	5570
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"Male"	"M"	6010
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"Female"	"F"	2297
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"Male"	"M"	2496
	"2010"	"2010"	"Douglas County, NE"	"31055"	"Female"	"F"	4077
	"2010"	"2010"	"Douglas County, NE"	"31055"	"Male"	"M"	4127
	"2010"	"2010"	"Guilford County, NC"	"37081"	"Female"	"F"	2876
	"2010"	"2010"	"Guilford County, NC"	"37081"	"Male"	"M"	3121
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	6837
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	7055
	"2010"	"2010"	"Wake County, NC"	"37183"	"Female"	"F"	6307
	"2010"	"2010"	"Wake County, NC"	"37183"	"Male"	"M"	6391
	"2010"	"2010"	"Franklin County, OH"	"39049"	"Female"	"F"	8642
	"2010"	"2010"	"Franklin County, OH"	"39049"	"Male"	"M"	9154
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"Female"	"F"	5326
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"Male"	"M"	5512
	"2010"	"2010"	"Montgomery County, OH"	"39113"	"Female"	"F"	3211
	"2010"	"2010"	"Montgomery County, OH"	"39113"	"Male"	"M"	3512
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"Female"	"F"	5891
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"Male"	"M"	6287
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"Female"	"F"	4511
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"Male"	"M"	4766
	"2010"	"2010"	"Greenville County, SC"	"45045"	"Female"	"F"	3000
	"2010"	"2010"	"Greenville County, SC"	"45045"	"Male"	"M"	3107
	"2010"	"2010"	"Davidson County, TN"	"47037"	"Female"	"F"	4755
	"2010"	"2010"	"Davidson County, TN"	"47037"	"Male"	"M"	4805
	"2010"	"2010"	"Knox County, TN"	"47093"	"Female"	"F"	2498
	"2010"	"2010"	"Knox County, TN"	"47093"	"Male"	"M"	2600
	"2010"	"2010"	"Shelby County, TN"	"47157"	"Female"	"F"	6649
	"2010"	"2010"	"Shelby County, TN"	"47157"	"Male"	"M"	7142
	"2010"	"2010"	"Richmond city, VA"	"51760"	"Female"	"F"	1405
	"2010"	"2010"	"Richmond city, VA"	"51760"	"Male"	"M"	1556
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"Female"	"F"	4316
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"Male"	"M"	4597
	"2011"	"2011"	"Duval County, FL"	"12031"	"Female"	"F"	6061
	"2011"	"2011"	"Duval County, FL"	"12031"	"Male"	"M"	6351
	"2011"	"2011"	"Marion County, IN"	"18097"	"Female"	"F"	7146
	"2011"	"2011"	"Marion County, IN"	"18097"	"Male"	"M"	7413
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"Female"	"F"	4952
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"Male"	"M"	5131
	"2011"	"2011"	"Kent County, MI"	"26081"	"Female"	"F"	4192
	"2011"	"2011"	"Kent County, MI"	"26081"	"Male"	"M"	4606
	"2011"	"2011"	"Jackson County, MO"	"29095"	"Female"	"F"	4688
	"2011"	"2011"	"Jackson County, MO"	"29095"	"Male"	"M"	4908
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"Female"	"F"	5735
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"Male"	"M"	6076
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"Female"	"F"	2388
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"Male"	"M"	2557
	"2011"	"2011"	"Douglas County, NE"	"31055"	"Female"	"F"	4119
	"2011"	"2011"	"Douglas County, NE"	"31055"	"Male"	"M"	4155
	"2011"	"2011"	"Guilford County, NC"	"37081"	"Female"	"F"	2979
	"2011"	"2011"	"Guilford County, NC"	"37081"	"Male"	"M"	3056
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	6822
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	6912
	"2011"	"2011"	"Wake County, NC"	"37183"	"Female"	"F"	6073
	"2011"	"2011"	"Wake County, NC"	"37183"	"Male"	"M"	6372
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Female"	"F"	8770
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Male"	"M"	9235
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Female"	"F"	5360
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Male"	"M"	5705
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Female"	"F"	3256
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Male"	"M"	3327
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Female"	"F"	5865
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Male"	"M"	5985
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Female"	"F"	4423
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Male"	"M"	4772
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Female"	"F"	2835
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Male"	"M"	3248
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Female"	"F"	4730
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Male"	"M"	4871
	"2011"	"2011"	"Knox County, TN"	"47093"	"Female"	"F"	2549
	"2011"	"2011"	"Knox County, TN"	"47093"	"Male"	"M"	2596
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Female"	"F"	6832
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Male"	"M"	7175
	"2011"	"2011"	"Richmond city, VA"	"51760"	"Female"	"F"	1439
	"2011"	"2011"	"Richmond city, VA"	"51760"	"Male"	"M"	1541
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Female"	"F"	4448
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Male"	"M"	4570
	"2012"	"2012"	"Duval County, FL"	"12031"	"Female"	"F"	6108
	"2012"	"2012"	"Duval County, FL"	"12031"	"Male"	"M"	6360
	"2012"	"2012"	"Marion County, IN"	"18097"	"Female"	"F"	7144
	"2012"	"2012"	"Marion County, IN"	"18097"	"Male"	"M"	7422
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"Female"	"F"	4824
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"Male"	"M"	5114
	"2012"	"2012"	"Kent County, MI"	"26081"	"Female"	"F"	4457
	"2012"	"2012"	"Kent County, MI"	"26081"	"Male"	"M"	4508
	"2012"	"2012"	"Jackson County, MO"	"29095"	"Female"	"F"	4800
	"2012"	"2012"	"Jackson County, MO"	"29095"	"Male"	"M"	4842
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"Female"	"F"	5571
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"Male"	"M"	5855
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"Female"	"F"	2207
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"Male"	"M"	2459
	"2012"	"2012"	"Douglas County, NE"	"31055"	"Female"	"F"	4080
	"2012"	"2012"	"Douglas County, NE"	"31055"	"Male"	"M"	4340
	"2012"	"2012"	"Guilford County, NC"	"37081"	"Female"	"F"	2992
	"2012"	"2012"	"Guilford County, NC"	"37081"	"Male"	"M"	3171
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	6896
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	6955
	"2012"	"2012"	"Wake County, NC"	"37183"	"Female"	"F"	6001
	"2012"	"2012"	"Wake County, NC"	"37183"	"Male"	"M"	6307
	"2012"	"2012"	"Franklin County, OH"	"39049"	"Female"	"F"	8932
	"2012"	"2012"	"Franklin County, OH"	"39049"	"Male"	"M"	9383
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"Female"	"F"	5413
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"Male"	"M"	5602
	"2012"	"2012"	"Montgomery County, OH"	"39113"	"Female"	"F"	3312
	"2012"	"2012"	"Montgomery County, OH"	"39113"	"Male"	"M"	3442
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"Female"	"F"	5876
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"Male"	"M"	6219
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"Female"	"F"	4608
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"Male"	"M"	4699
	"2012"	"2012"	"Greenville County, SC"	"45045"	"Female"	"F"	2975
	"2012"	"2012"	"Greenville County, SC"	"45045"	"Male"	"M"	3189
	"2012"	"2012"	"Davidson County, TN"	"47037"	"Female"	"F"	4814
	"2012"	"2012"	"Davidson County, TN"	"47037"	"Male"	"M"	4921
	"2012"	"2012"	"Knox County, TN"	"47093"	"Female"	"F"	2560
	"2012"	"2012"	"Knox County, TN"	"47093"	"Male"	"M"	2726
	"2012"	"2012"	"Shelby County, TN"	"47157"	"Female"	"F"	6748
	"2012"	"2012"	"Shelby County, TN"	"47157"	"Male"	"M"	7149
	"2012"	"2012"	"Richmond city, VA"	"51760"	"Female"	"F"	1406
	"2012"	"2012"	"Richmond city, VA"	"51760"	"Male"	"M"	1531
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"Female"	"F"	4208
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"Male"	"M"	4422
	"2013"	"2013"	"Duval County, FL"	"12031"	"Female"	"F"	6096
	"2013"	"2013"	"Duval County, FL"	"12031"	"Male"	"M"	6474
	"2013"	"2013"	"Marion County, IN"	"18097"	"Female"	"F"	6960
	"2013"	"2013"	"Marion County, IN"	"18097"	"Male"	"M"	7374
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"Female"	"F"	4807
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"Male"	"M"	5151
	"2013"	"2013"	"Kent County, MI"	"26081"	"Female"	"F"	4267
	"2013"	"2013"	"Kent County, MI"	"26081"	"Male"	"M"	4583
	"2013"	"2013"	"Jackson County, MO"	"29095"	"Female"	"F"	4669
	"2013"	"2013"	"Jackson County, MO"	"29095"	"Male"	"M"	4805
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"Female"	"F"	5648
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"Male"	"M"	5851
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"Female"	"F"	2345
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"Male"	"M"	2347
	"2013"	"2013"	"Douglas County, NE"	"31055"	"Female"	"F"	4066
	"2013"	"2013"	"Douglas County, NE"	"31055"	"Male"	"M"	4299
	"2013"	"2013"	"Guilford County, NC"	"37081"	"Female"	"F"	3064
	"2013"	"2013"	"Guilford County, NC"	"37081"	"Male"	"M"	3099
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	6815
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	7008
	"2013"	"2013"	"Wake County, NC"	"37183"	"Female"	"F"	6148
	"2013"	"2013"	"Wake County, NC"	"37183"	"Male"	"M"	6283
	"2013"	"2013"	"Franklin County, OH"	"39049"	"Female"	"F"	9178
	"2013"	"2013"	"Franklin County, OH"	"39049"	"Male"	"M"	9544
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"Female"	"F"	5301
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"Male"	"M"	5466
	"2013"	"2013"	"Montgomery County, OH"	"39113"	"Female"	"F"	3339
	"2013"	"2013"	"Montgomery County, OH"	"39113"	"Male"	"M"	3405
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"Female"	"F"	5974
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"Male"	"M"	6497
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"Female"	"F"	4509
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"Male"	"M"	4746
	"2013"	"2013"	"Greenville County, SC"	"45045"	"Female"	"F"	2936
	"2013"	"2013"	"Greenville County, SC"	"45045"	"Male"	"M"	3117
	"2013"	"2013"	"Davidson County, TN"	"47037"	"Female"	"F"	4904
	"2013"	"2013"	"Davidson County, TN"	"47037"	"Male"	"M"	5010
	"2013"	"2013"	"Knox County, TN"	"47093"	"Female"	"F"	2508
	"2013"	"2013"	"Knox County, TN"	"47093"	"Male"	"M"	2604
	"2013"	"2013"	"Shelby County, TN"	"47157"	"Female"	"F"	6678
	"2013"	"2013"	"Shelby County, TN"	"47157"	"Male"	"M"	7089
	"2013"	"2013"	"Richmond city, VA"	"51760"	"Female"	"F"	1385
	"2013"	"2013"	"Richmond city, VA"	"51760"	"Male"	"M"	1450
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"Female"	"F"	4412
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"Male"	"M"	4497
	"2014"	"2014"	"Duval County, FL"	"12031"	"Female"	"F"	6142
	"2014"	"2014"	"Duval County, FL"	"12031"	"Male"	"M"	6373
	"2014"	"2014"	"Marion County, IN"	"18097"	"Female"	"F"	7138
	"2014"	"2014"	"Marion County, IN"	"18097"	"Male"	"M"	7499
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"Female"	"F"	4834
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"Male"	"M"	5177
	"2014"	"2014"	"Kent County, MI"	"26081"	"Female"	"F"	4359
	"2014"	"2014"	"Kent County, MI"	"26081"	"Male"	"M"	4563
	"2014"	"2014"	"Jackson County, MO"	"29095"	"Female"	"F"	4704
	"2014"	"2014"	"Jackson County, MO"	"29095"	"Male"	"M"	4909
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"Female"	"F"	5740
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"Male"	"M"	5966
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"Female"	"F"	2240
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"Male"	"M"	2438
	"2014"	"2014"	"Douglas County, NE"	"31055"	"Female"	"F"	4231
	"2014"	"2014"	"Douglas County, NE"	"31055"	"Male"	"M"	4488
	"2014"	"2014"	"Guilford County, NC"	"37081"	"Female"	"F"	2998
	"2014"	"2014"	"Guilford County, NC"	"37081"	"Male"	"M"	3083
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"Female"	"F"	7037
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"Male"	"M"	7380
	"2014"	"2014"	"Wake County, NC"	"37183"	"Female"	"F"	6235
	"2014"	"2014"	"Wake County, NC"	"37183"	"Male"	"M"	6399
	"2014"	"2014"	"Franklin County, OH"	"39049"	"Female"	"F"	9313
	"2014"	"2014"	"Franklin County, OH"	"39049"	"Male"	"M"	9529
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"Female"	"F"	5415
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"Male"	"M"	5619
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"Female"	"F"	3212
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"Male"	"M"	3377
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"Female"	"F"	6069
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"Male"	"M"	6223
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"Female"	"F"	4527
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"Male"	"M"	4856
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Female"	"F"	3091
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Male"	"M"	3254
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Female"	"F"	4982
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Male"	"M"	5282
	"2014"	"2014"	"Knox County, TN"	"47093"	"Female"	"F"	2567
	"2014"	"2014"	"Knox County, TN"	"47093"	"Male"	"M"	2669
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Female"	"F"	6801
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Male"	"M"	6996
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Female"	"F"	1413
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Male"	"M"	1503
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Female"	"F"	4332
