year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,Asian/Pacific islander,All,"1,000-4,999",39
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,Asian/Pacific islander,All,"11-499",32
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,Asian/Pacific islander,All,"11-499",29
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,Asian/Pacific islander,All,"11-499",22
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,Asian/Pacific islander,All,"11-499",24
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,Asian/Pacific islander,All,"11-499",30
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,Asian/Pacific islander,All,"11-499",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,Asian/Pacific islander,All,"11-499",32
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,Asian/Pacific islander,All,"11-499",38
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,Asian/Pacific islander,All,"11-499",29
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,Asian/Pacific islander,All,"11-499",0
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,Asian/Pacific islander,All,"5,000-9,999",42
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,Asian/Pacific islander,All,"11-499",33
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,Asian/Pacific islander,All,"11-499",32
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,Asian/Pacific islander,All,"1,000-4,999",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,Asian/Pacific islander,All,"11-499",38
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,Asian/Pacific islander,All,"11-499",28
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,Asian/Pacific islander,All,"11-499",36
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,Asian/Pacific islander,All,"11-499",37
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",55
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",38
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",50
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",28
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",43
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",56
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",38
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",42
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5063,Independence County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",77
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5069,Jefferson County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",47
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5083,Logan County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",27
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5085,Lonoke County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",30
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5091,Miller County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",21
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5093,Mississippi County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",38
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5115,Pope County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",19
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5119,Pulaski County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",46
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5125,Saline County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",50
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5127,Scott County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",33
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5131,Sebastian County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5139,Union County,ARKANSAS,Rural,Asian/Pacific islander,All,"11-499",39
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5143,Washington County,ARKANSAS,Urban,Asian/Pacific islander,All,"11-499",46
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6001,Alameda County,CALIFORNIA,Urban,Asian/Pacific islander,All,"10,000+",48
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6005,Amador County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",52
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6007,Butte County,CALIFORNIA,Urban,Asian/Pacific islander,All,"500-999",32
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6009,Calaveras County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",32
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6011,Colusa County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",51
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6013,Contra Costa County,CALIFORNIA,Urban,Asian/Pacific islander,All,"5,000-9,999",43
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6015,Del Norte County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",20
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6017,El Dorado County,CALIFORNIA,Urban,Asian/Pacific islander,All,"500-999",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6019,Fresno County,CALIFORNIA,Urban,Asian/Pacific islander,All,"5,000-9,999",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6021,Glenn County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",18
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6023,Humboldt County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",34
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6025,Imperial County,CALIFORNIA,Urban,Asian/Pacific islander,All,"11-499",36
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6027,Inyo County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",62
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6029,Kern County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",35
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6031,Kings County,CALIFORNIA,Urban,Asian/Pacific islander,All,"11-499",35
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6033,Lake County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",34
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6035,Lassen County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",21
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6037,Los Angeles County,CALIFORNIA,Urban,Asian/Pacific islander,All,"10,000+",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6039,Madera County,CALIFORNIA,Urban,Asian/Pacific islander,All,"11-499",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6041,Marin County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",46
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6043,Mariposa County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",35
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6045,Mendocino County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",19
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6047,Merced County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",43
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6051,Mono County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",40
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6053,Monterey County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",45
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6055,Napa County,CALIFORNIA,Urban,Asian/Pacific islander,All,"500-999",34
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6057,Nevada County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",45
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6059,Orange County,CALIFORNIA,Urban,Asian/Pacific islander,All,"10,000+",52
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6061,Placer County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",47
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6063,Plumas County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",38
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6065,Riverside County,CALIFORNIA,Urban,Asian/Pacific islander,All,"5,000-9,999",36
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6067,Sacramento County,CALIFORNIA,Urban,Asian/Pacific islander,All,"10,000+",49
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6069,San Benito County,CALIFORNIA,Urban,Asian/Pacific islander,All,"11-499",49
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6071,San Bernardino County,CALIFORNIA,Urban,Asian/Pacific islander,All,"5,000-9,999",36
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6073,San Diego County,CALIFORNIA,Urban,Asian/Pacific islander,All,"10,000+",39
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6075,San Francisco County,CALIFORNIA,Urban,Asian/Pacific islander,All,"10,000+",39
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6077,San Joaquin County,CALIFORNIA,Urban,Asian/Pacific islander,All,"5,000-9,999",46
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6079,San Luis Obispo County,CALIFORNIA,Urban,Asian/Pacific islander,All,"500-999",49
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6081,San Mateo County,CALIFORNIA,Urban,Asian/Pacific islander,All,"5,000-9,999",43
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6083,Santa Barbara County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",46
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6085,Santa Clara County,CALIFORNIA,Urban,Asian/Pacific islander,All,"10,000+",49
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6087,Santa Cruz County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",49
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6089,Shasta County,CALIFORNIA,Urban,Asian/Pacific islander,All,"500-999",41
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6093,Siskiyou County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",23
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6095,Solano County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",31
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6097,Sonoma County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",41
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6099,Stanislaus County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",48
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6101,Sutter County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",53
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6103,Tehama County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",16
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6105,Trinity County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",41
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6107,Tulare County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",38
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6109,Tuolumne County,CALIFORNIA,Rural,Asian/Pacific islander,All,"11-499",45
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6111,Ventura County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6113,Yolo County,CALIFORNIA,Urban,Asian/Pacific islander,All,"1,000-4,999",50
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6115,Yuba County,CALIFORNIA,Urban,Asian/Pacific islander,All,"11-499",34
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8001,Adams County,COLORADO,Urban,Asian/Pacific islander,All,"500-999",42
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8005,Arapahoe County,COLORADO,Urban,Asian/Pacific islander,All,"1,000-4,999",47
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8013,Boulder County,COLORADO,Urban,Asian/Pacific islander,All,"500-999",47
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8014,Broomfield County,COLORADO,Urban,Asian/Pacific islander,All,"11-499",45
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8031,Denver County,COLORADO,Urban,Asian/Pacific islander,All,"1,000-4,999",41
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8035,Douglas County,COLORADO,Urban,Asian/Pacific islander,All,"11-499",46
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8037,Eagle County,COLORADO,Rural,Asian/Pacific islander,All,"11-499",55
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8041,El Paso County,COLORADO,Urban,Asian/Pacific islander,All,"1,000-4,999",40
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8045,Garfield County,COLORADO,Rural,Asian/Pacific islander,All,"11-499",32
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8059,Jefferson County,COLORADO,Urban,Asian/Pacific islander,All,"500-999",44
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8067,La Plata County,COLORADO,Rural,Asian/Pacific islander,All,"11-499",36
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8069,Larimer County,COLORADO,Urban,Asian/Pacific islander,All,"11-499",48
2015,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,8077,Mesa County,COLORADO,Urban,Asian/Pacific islander,All,"11-499",40
