"GEO_ID","NAME","B20017I_001E","B20017I_001M","B20017I_002E","B20017I_002M","B20017I_003E","B20017I_003M","B20017I_004E","B20017I_004M","B20017I_005E","B20017I_005M","B20017I_006E","B20017I_006M","B20017I_007E","B20017I_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US34023","Middlesex County, New Jersey","30520","1797","33778","4209","40841","5478","16174","2639","26047","1611","37964","3438","12573","2224"
"0500000US34025","Monmouth County, New Jersey","31947","3974","36403","9828","49684","12690","14556","5483","25478","8276","49818","7915","10589","1978"
"0500000US34027","Morris County, New Jersey","38425","4418","45076","9888","54032","7093","15256","4035","29519","4885","46104","12176","6655","2175"
"0500000US34029","Ocean County, New Jersey","29974","5258","31976","5873","43179","13926","11402","2394","26126","2819","36946","6151","12887","4526"
"0500000US34031","Passaic County, New Jersey","30239","1492","34221","2163","40537","2663","16286","2291","24150","1908","32813","3208","12545","1721"
"0500000US34035","Somerset County, New Jersey","36730","5293","39639","4602","47654","7213","13956","8275","31199","4858","42893","3812","15523","4002"
"0500000US34037","Sussex County, New Jersey","31241","5834","39103","27292","61640","13464","15132","14816","26078","2991","37298","16060","11618","6065"
"0500000US34039","Union County, New Jersey","30887","975","32497","2658","38174","3639","15537","5262","24046","1933","35425","3781","11727","1559"
"0500000US34041","Warren County, New Jersey","34400","10118","40442","12732","58772","20227","11262","4626","27930","15359","40617","13073","15663","8653"
"0500000US35001","Bernalillo County, New Mexico","26771","1359","29915","1877","39391","3206","11760","1097","23817","2149","32786","2234","11347","909"
"0500000US35005","Chaves County, New Mexico","25698","2706","30784","3791","39451","5021","7290","6729","21756","3511","27462","6166","10649","2607"
"0500000US35013","Doña Ana County, New Mexico","20494","1306","23593","2601","31464","4087","10234","1584","15573","2077","26329","4190","7224","1365"
"0500000US35025","Lea County, New Mexico","34007","3046","50410","2384","52005","3564","6604","9267","19601","3578","27252","4709","10160","3493"
"0500000US35031","McKinley County, New Mexico","25869","15287","28821","21703","41541","33688","15540","17345","14588","13612","25525","18893","4156","1531"
"0500000US35035","Otero County, New Mexico","24495","5251","22857","13419","60330","50251","3135","2008","30321","12334","35381","4481","7095","6808"
"0500000US35043","Sandoval County, New Mexico","30468","3215","35452","1983","39920","3821","8705","3597","26671","4616","35730","3892","11693","3649"
"0500000US35045","San Juan County, New Mexico","32559","6419","41055","9156","48417","16894","8901","10603","16783","3850","37469","10153","7079","2020"
"0500000US35049","Santa Fe County, New Mexico","27887","5077","31084","3432","35238","3928","11245","1749","22374","3929","36318","3799","9946","2085"
"0500000US35061","Valencia County, New Mexico","28583","4761","30703","6954","37477","5995","11658","7474","22073","13002","41671","6607","7592","7755"
"0500000US36001","Albany County, New York","21265","2709","22887","9979","41176","10973","7445","5482","20480","6189","45201","18417","6572","2404"
"0500000US36005","Bronx County, New York","25426","583","29435","1520","36205","1660","13578","1562","21620","660","32155","1044","11814","534"
"0500000US36009","Cattaraugus County, New York","30736","11312","24091","16110","30904","8195","11811","20065","34139","27260","43387","61479","2,500-","***"
"0500000US36011","Cayuga County, New York","17743","12557","18000","16293","30163","4889","4874","14003","16761","18128","19432","35153","11627","4064"
"0500000US36013","Chautauqua County, New York","22561","2235","10367","25034","23710","20355","4168","25280","22857","2054","24603","9979","12200","13064"
"0500000US36015","Chemung County, New York","35552","34912","42607","32679","-","**","-","**","35455","39962","100174","109015","25227","11340"
"0500000US36027","Dutchess County, New York","30982","4947","37194","7041","47652","8102","18382","5030","24940","5009","36687","6937","8256","1915"
"0500000US36029","Erie County, New York","24411","3110","25831","4741","35749","2769","7129","3022","21922","7885","42288","7707","7325","3974"
"0500000US36045","Jefferson County, New York","33371","5131","37422","16701","48115","16119","14891","24074","12465","10349","27134","7056","9957","2239"
"0500000US36047","Kings County, New York","30918","701","32483","2833","40646","915","18373","2613","26111","1260","40457","1284","11965","826"
"0500000US36055","Monroe County, New York","25294","1753","27295","3595","36893","6647","11750","1357","21106","1540","32579","3707","11336","2030"
"0500000US36059","Nassau County, New York","33131","2698","36922","3203","45444","5130","16275","3602","29360","4343","42311","2847","12248","1467"
"0500000US36061","New York County, New York","31222","1340","32561","2360","42594","4100","15453","2613","28261","2855","43432","2382","11074","1033"
"0500000US36063","Niagara County, New York","29014","8824","28083","16668","50809","26396","6286","6915","30523","13243","31016","11277","6680","73666"
"0500000US36065","Oneida County, New York","22071","9462","28799","10743","37922","6878","9826","4232","19765","6102","33345","1615","10397","5831"
"0500000US36067","Onondaga County, New York","25061","6157","28429","8448","41833","12983","8517","5515","20687","8838","41297","20693","9543","5807"
"0500000US36069","Ontario County, New York","18185","9896","25588","12883","40425","11518","14203","4929","15873","4087","58958","82134","11745","8264"
"0500000US36071","Orange County, New York","29644","5205","31431","5524","47068","9361","12617","5363","26133","3199","41308","2783","15921","1316"
"0500000US36079","Putnam County, New York","39851","8558","40586","4615","61822","34704","10424","1567","27806","24805","51350","44421","7372","9700"
"0500000US36081","Queens County, New York","31603","467","35493","1152","40499","928","14579","1902","26904","778","36983","1727","13535","1146"
"0500000US36083","Rensselaer County, New York","20025","3457","18362","16934","31917","32283","4219","11198","20555","2247","23995","7049","16197","1397"
"0500000US36085","Richmond County, New York","34622","3335","42810","11058","51695","6352","11999","6189","31538","2927","42339","4387","11412","2222"
"0500000US36087","Rockland County, New York","26836","4345","27190","8289","50416","11088","15283","4554","26187","7345","56161","10945","12898","2386"
"0500000US36089","St. Lawrence County, New York","9538","19677","8863","50711","55788","2314","6294","2525","16786","19484","21964","11027","5313","1670"
"0500000US36093","Schenectady County, New York","11988","8698","25515","21488","27071","13459","5128","2510","8603","7074","36993","21079","5889","1514"
"0500000US36103","Suffolk County, New York","35345","2195","39639","4547","46753","4186","16780","3014","29580","3283","42057","1984","12275","1935"
"0500000US36105","Sullivan County, New York","26654","7986","30142","9871","50115","34145","21098","17470","17332","20901","57636","23992","6949","10784"
"0500000US36111","Ulster County, New York","21974","6876","35317","13263","41839","12541","10584","5492","16688","7977","35041","9199","6353","4004"
"0500000US36117","Wayne County, New York","30043","15765","35174","12452","36253","9096","21240","16401","22971","13457","30640","28203","11759","11600"
"0500000US36119","Westchester County, New York","31139","1303","35662","2353","42411","6743","15203","2563","26213","3000","41108","3488","13308","2136"
"0500000US37001","Alamance County, North Carolina","20982","1584","22637","3481","24738","5560","13372","4879","18412","2360","21653","3686","11517","538"
"0500000US37019","Brunswick County, North Carolina","27768","6704","38313","11310","38970","15935","18631","6040","14929","15774","28886","8789","13736","687"
"0500000US37021","Buncombe County, North Carolina","23295","4292","25727","2698","27798","22227","15735","9807","16950","5626","21522","9850","12766","4219"
"0500000US37023","Burke County, North Carolina","21586","5048","25258","7312","25418","6985","-","**","19659","8619","23542","6298","11727","3251"
"0500000US37025","Cabarrus County, North Carolina","25850","8393","27430","3497","32001","14215","8535","5591","18721","19732","33039","26126","4229","4029"
"0500000US37027","Caldwell County, North Carolina","31323","6512","36104","7081","36548","6214","21862","47147","14399","32130","30696","15045","-","**"
"0500000US37035","Catawba County, North Carolina","19627","3628","25648","5284","25792","5116","12207","37317","11422","7820","20946","3639","9467","4960"
"0500000US37037","Chatham County, North Carolina","23249","2218","24733","7173","28568","3102","9306","6083","22918","7929","32464","8534","11638","11032"
"0500000US37045","Cleveland County, North Carolina","30298","21532","32471","32290","50314","32089","-","**","20622","12846","21753","49106","-","**"
"0500000US37049","Craven County, North Carolina","25245","2701","27424","2823","27736","2823","25357","48374","21147","5243","23550","4187","3681","6771"
"0500000US37051","Cumberland County, North Carolina","24531","2076","28781","3768","30521","2282","11068","3710","18085","2774","25348","3947","9292","3268"
"0500000US37057","Davidson County, North Carolina","27669","3543","29948","3996","30456","3331","25829","30766","23484","5170","25135","4527","18849","11608"
"0500000US37063","Durham County, North Carolina","23768","3890","25645","3925","28842","3826","18980","5368","18079","8572","26473","2937","12336","3711"
"0500000US37067","Forsyth County, North Carolina","22062","1669","24290","3400","27418","2729","10047","4785","19890","3188","27329","7688","7092","2637"
"0500000US37069","Franklin County, North Carolina","37623","10688","44506","11796","44833","13524","-","**","16263","9674","37528","21768","9572","3997"
"0500000US37071","Gaston County, North Carolina","20128","3789","22156","3706","31289","9959","11626","2651","15567","3450","13764","8227","16549","4740"
"0500000US37081","Guilford County, North Carolina","25274","1719","26951","4190","36169","6317","17267","4906","22782","4100","29013","2452","7107","3573"
"0500000US37085","Harnett County, North Carolina","21674","3052","23155","8678","31911","12196","2,500-","***","20345","6789","26001","7131","6908","5047"
"0500000US37089","Henderson County, North Carolina","23301","3094","20865","5300","20989","4427","14407","33878","25713","4060","27300","2306","11833","15157"
"0500000US37097","Iredell County, North Carolina","24383","4177","24426","8060","32602","18542","4926","13683","24326","6729","28717","3232","10011","9967"
"0500000US37101","Johnston County, North Carolina","25985","4021","27206","3527","28338","4047","14779","14672","20571","5064","27475","9956","6832","4800"
"0500000US37109","Lincoln County, North Carolina","24747","3923","23367","8368","25456","5254","7411","18697","25618","4101","29223","14460","10869","2544"
"0500000US37119","Mecklenburg County, North Carolina","25409","1163","28931","2489","31956","1877","11447","2067","19548","2048","27324","3741","10193","1383"
"0500000US37125","Moore County, North Carolina","18624","6995","25709","11600","34120","10056","18393","4535","16386","1136","25107","17388","16157","698"
"0500000US37127","Nash County, North Carolina","15395","13707","20780","10235","25030","11734","4176","2809","4738","16234","20781","30588","3519","1757"
"0500000US37129","New Hanover County, North Carolina","19260","11342","25562","9516","46222","10990","8465","8684","11329","8973","23981","9761","8310","2690"
"0500000US37133","Onslow County, North Carolina","24438","1629","24645","2424","26883","5524","10498","5842","23338","10679","29135","4524","11247","13694"
"0500000US37135","Orange County, North Carolina","14937","8020","13406","6285","13827","12288","8956","11481","18727","7289","40314","8854","10270","7538"
"0500000US37147","Pitt County, North Carolina","21252","6347","35665","17003","36384","18121","14244","33118","16075","5108","20878","8911","5108","11484"
"0500000US37151","Randolph County, North Carolina","20669","2706","21220","4355","30073","7037","14020","3331","18262","6659","30027","13243","12655","8906"
"0500000US37155","Robeson County, North Carolina","27416","3345","31042","2662","32181","3496","12417","12960","18918","11365","24036","6438","11754","1449"
"0500000US37157","Rockingham County, North Carolina","16055","15093","28860","15280","30326","4918","4900","14589","5257","17827","18965","3823","2,500-","***"
"0500000US37159","Rowan County, North Carolina","22228","9889","25987","17517","27408","24893","11025","3113","13270","7180","32174","12582","11071","8058"
"0500000US37171","Surry County, North Carolina","22387","6706","23459","9438","25478","8638","6590","39009","19196","9306","24397","18919","7088","9066"
"0500000US37179","Union County, North Carolina","27165","2321","30593","2857","35802","5290","22706","17817","14463","5399","37364","14260","9634","4050"
"0500000US37183","Wake County, North Carolina","26223","2552","30583","1603","32340","3634","12875","6228","21099","1203","34136","10672","11982","2098"
"0500000US37191","Wayne County, North Carolina","22045","2811","24754","4739","27460","9315","9372","10518","20655","5428","28144","4935","6801","3170"
"0500000US37193","Wilkes County, North Carolina","21519","3779","21006","2152","21522","1798","-","**","27969","23023","46347","10454","2,500-","***"
"0500000US37195","Wilson County, North Carolina","19775","2223","20885","3968","25267","7978","11636","14571","16123","6116","33043","21890","10592","7512"
"0500000US38015","Burleigh County, North Dakota","17269","10666","22717","13520","24689","11329","12130","6596","16893","9479","23015","9248","7516","7036"
"0500000US38017","Cass County, North Dakota","24942","5158","28000","9870","39755","25705","16617","4796","11643","9341","31951","16670","8024","2918"
"0500000US38035","Grand Forks County, North Dakota","25090","14480","19020","13234","35363","23026","6720","6895","26046","22270","31709","2649","4659","24096"
"0500000US38101","Ward County, North Dakota","26609","17548","33984","17524","41558","15731","-","**","18982","22448","56808","32991","11216","3986"
"0500000US39003","Allen County, Ohio","30632","43228","52828","42035","54008","38509","6943","2209","8121","7744","-","**","8455","4083"
"0500000US39007","Ashtabula County, Ohio","26726","5150","32346","18387","38023","6805","9038","5695","26533","2542","-","**","26439","2301"
"0500000US39009","Athens County, Ohio","3596","2859","2,500-","***","-","**","2,500-","***","3618","2214","-","**","3385","1792"
"0500000US39013","Belmont County, Ohio","15750","30793","15483","23574","-","**","3996","917","-","**","-","**","-","**"
"0500000US39017","Butler County, Ohio","21098","2590","19771","7884","30634","6794","7796","5070","21556","2216","33438","9921","12318","12767"
"0500000US39023","Clark County, Ohio","30701","12256","32011","30061","55517","25628","5916","14249","25517","10169","30201","25024","2,500-","***"
"0500000US39025","Clermont County, Ohio","36275","10653","41250","6061","41296","6819","27292","89866","31250","19547","32549","25341","17841","30383"
"0500000US39029","Columbiana County, Ohio","26835","20559","27820","26669","28997","59142","-","**","9899","7440","-","**","-","**"
"0500000US39035","Cuyahoga County, Ohio","25919","1943","29461","4301","39647","3796","11918","1979","21060","2633","30565","3613","9464","2560"
"0500000US39041","Delaware County, Ohio","43784","18056","44905","44225","62290","45288","2798","1565","21428","41539","37169","136726","16070","12551"
"0500000US39043","Erie County, Ohio","55644","22959","56000","9402","56283","6986","-","**","2,500-","***","-","**","2,500-","***"
"0500000US39049","Franklin County, Ohio","25263","2243","27003","3674","34732","4405","11580","2545","21854","2086","31521","3922","9593","3847"
"0500000US39057","Greene County, Ohio","22407","28047","43011","21179","79651","41967","6881","1437","21073","16660","59820","45591","11044","21535"
"0500000US39061","Hamilton County, Ohio","24469","6077","30017","11601","36011","8578","11516","5291","16751","9335","46738","18917","6932","4615"
"0500000US39063","Hancock County, Ohio","36005","16202","40421","25193","48019","21702","27506","25497","35385","29884","46261","16966","10259","4906"
"0500000US39085","Lake County, Ohio","30496","5863","30109","7679","31918","9178","14821","16454","31415","16077","35135","8927","2,500-","***"
"0500000US39089","Licking County, Ohio","25458","16688","25682","20442","39940","55026","7921","2689","25126","25413","39758","19375","4912","7787"
"0500000US39093","Lorain County, Ohio","25388","3493","30723","9842","46250","14169","9024","5626","19996","2435","27348","8082","10618","4958"
"0500000US39095","Lucas County, Ohio","25990","2085","28331","4638","37125","8743","6906","7428","22411","5090","36344","7803","12568","7138"
"0500000US39099","Mahoning County, Ohio","18467","2992","19103","6156","25634","12048","10601","15568","16740","5294","32358","6907","15665","9226"
"0500000US39103","Medina County, Ohio","37850","24223","41502","10301","41862","12198","21557","36002","16390","16971","17292","40975","3619","1793"
"0500000US39109","Miami County, Ohio","71538","4210","-","**","-","**","-","**","71300","7891","-","**","-","**"
"0500000US39113","Montgomery County, Ohio","25645","7465","33177","4751","39781","5065","13179","6985","16573","4254","25068","7749","7256","4349"
"0500000US39119","Muskingum County, Ohio","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US39139","Richland County, Ohio","23580","8560","-","**","-","**","-","**","23430","9138","-","**","16577","14089"
"0500000US39145","Scioto County, Ohio","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US39151","Stark County, Ohio","20794","6390","20417","12705","30007","20101","10729","23644","21129","6234","25630","8261","16225","279"
"0500000US39153","Summit County, Ohio","30075","7480","30262","6740","38259","14857","13513","10588","27292","19656","59918","20406","10868","7670"
"0500000US39155","Trumbull County, Ohio","41260","15556","41473","78960","75134","66635","2,500-","***","41197","14807","47941","14204","21774","27737"
"0500000US39157","Tuscarawas County, Ohio","26156","343","26156","343","-","**","-","**","-","**","-","**","-","**"
"0500000US39165","Warren County, Ohio","16562","23893","15566","6344","51979","45409","8448","17330","30760","19452","42557","18464","5763","4904"
"0500000US39169","Wayne County, Ohio","35486","24398","46268","19067","55738","9734","9344","15471","27873","30945","36858","46967","10139","8042"
"0500000US39173","Wood County, Ohio","26748","10574","27191","8547","70115","34182","12220","7881","21429","27566","41339","6539","12228","9173"
"0500000US40017","Canadian County, Oklahoma","26676","6919","31323","6308","38277","5784","15164","13329","16363","10861","31609","14923","7132","2401"
"0500000US40027","Cleveland County, Oklahoma","22297","7928","31675","2900","42049","7387","5217","1574","17037","3248","22102","17033","10809","3727"
"0500000US40031","Comanche County, Oklahoma","30487","9899","34760","10072","38828","4242","4593","2996","22612","12656","31271","3625","10964","11365"
"0500000US40037","Creek County, Oklahoma","24530","7199","25902","22001","41782","14177","16414","11255","17974","13693","29053","2849","10833","6216"
"0500000US40101","Muskogee County, Oklahoma","20663","7366","31948","12820","31834","12724","-","**","9632","7142","16623","3042","5978","5065"
"0500000US40109","Oklahoma County, Oklahoma","22456","1018","26336","2716","30421","2175","10926","1283","19119","2244","23698","1462","9932","1870"
"0500000US40125","Pottawatomie County, Oklahoma","18880","9944","21726","16364","31052","6628","2,500-","***","11431","10286","30474","19499","6600","3136"
"0500000US40131","Rogers County, Oklahoma","25675","5490","35759","7414","37267","22175","3258","2440","10863","7505","20504","14717","6079","3030"
"0500000US40143","Tulsa County, Oklahoma","25945","1435","29899","1932","35328","3075","10650","2128","20482","1612","28825","3423","8109","1708"
"0500000US40145","Wagoner County, Oklahoma","26601","6475","35539","14254","40818","13637","18016","23364","22222","6879","30700","6063","16275","3690"
"0500000US41003","Benton County, Oregon","19381","4578","20851","4495","31779","19911","6194","3123","16256","6789","44449","19083","6356","1719"
"0500000US41005","Clackamas County, Oregon","26200","5510","28122","5158","32159","13095","8398","2012","20035","8573","41262","8929","9825","3311"
"0500000US41017","Deschutes County, Oregon","26577","6572","35098","16075","35328","18400","34091","15053","22006","1678","33234","20572","20619","4500"
"0500000US41019","Douglas County, Oregon","31325","9604","34385","13410","34261","31017","40632","47876","21842","3054","23571","10539","17619","11640"
"0500000US41029","Jackson County, Oregon","25012","3150","30581","12307","41844","12496","15149","4540","22886","5962","26407","6712","11527","9627"
"0500000US41033","Josephine County, Oregon","22703","12195","6519","21315","42144","39488","4701","3986","24319","9121","24913","9222","18810","123081"
"0500000US41035","Klamath County, Oregon","30485","10246","39681","10965","48025","15145","11812","8831","21478","3244","31807","21277","11060","3495"
"0500000US41039","Lane County, Oregon","22090","1657","25394","3779","33554","7974","16772","7560","20627","3186","41813","20119","7195","5893"
"0500000US41043","Linn County, Oregon","26874","8424","40113","15220","42436","20123","7075","2757","16276","10054","24083","6108","11711","5578"
"0500000US41047","Marion County, Oregon","27161","1878","30212","2041","31796","2047","10869","3088","23084","2982","28664","3198","6752","1217"
"0500000US41051","Multnomah County, Oregon","25914","1351","29382","2289","35524","5293","17394","3881","20816","1771","28605","3827","10759","2365"
"0500000US41053","Polk County, Oregon","27411","6001","27106","6375","31205","3441","10972","6577","28122","15041","39571","11615","12461","9251"
"0500000US41059","Umatilla County, Oregon","25527","3566","29176","4161","36717","8594","11424","14021","16158","6529","31086","12511","8753","2515"
"0500000US41067","Washington County, Oregon","29012","1952","35561","2252","40142","4454","16218","9344","21866","1757","31477","3502","9068","3972"
"0500000US41071","Yamhill County, Oregon","25845","4698","27687","3210","29707","2824","7043","4398","21241","6911","40133","16332","10603","5586"
"0500000US42001","Adams County, Pennsylvania","30479","6904","35391","5846","38968","13355","2,500-","***","26245","5622","31752","8921","9386","10617"
"0500000US42003","Allegheny County, Pennsylvania","30923","2283","36676","5120","46741","3488","14130","3655","23655","6905","38443","5817","4592","2012"
"0500000US42005","Armstrong County, Pennsylvania","26555","34383","2,500-","***","-","**","-","**","-","**","-","**","-","**"
"0500000US42011","Berks County, Pennsylvania","25955","1802","28476","3019","34644","5813","8569","3290","21968","2641","30638","1964","7427","2044"
"0500000US42017","Bucks County, Pennsylvania","27365","3893","32854","8120","40057","12111","11090","6743","24732","4918","33231","6359","6839","1917"
"0500000US42019","Butler County, Pennsylvania","35484","10089","31865","4360","32460","22219","30810","31836","56304","47028","61838","79380","10489","3521"
"0500000US42025","Carbon County, Pennsylvania","26997","14362","30949","28343","38836","23513","2,500-","***","26149","6801","26342","6249","19425","22534"
"0500000US42029","Chester County, Pennsylvania","29228","2564","31384","3660","39367","6564","10406","4316","24397","6264","32223","15825","7531","2979"
"0500000US42033","Clearfield County, Pennsylvania","123125","83209","123307","46495","123736","1283","-","**","-","**","-","**","-","**"
"0500000US42037","Columbia County, Pennsylvania","27415","7136","58443","20648","58586","11510","-","**","14010","8789","-","**","13954","7228"
"0500000US42039","Crawford County, Pennsylvania","21369","13175","34000","28964","34750","38212","-","**","16186","1969","34265","31974","15566","4121"
"0500000US42041","Cumberland County, Pennsylvania","18905","8339","21045","13641","42902","21935","8661","2591","16126","10836","39850","6710","9504","6492"
"0500000US42043","Dauphin County, Pennsylvania","25782","5081","27064","16989","41133","7440","10013","6201","25461","8033","30504","6062","8947","7609"
"0500000US42045","Delaware County, Pennsylvania","29858","6054","37625","7702","43230","5872","16376","2339","22414","5425","45999","9836","9480","4077"
"0500000US42049","Erie County, Pennsylvania","15940","2909","20611","6144","27514","12045","15699","2051","12894","3947","15705","9919","4868","2947"
"0500000US42051","Fayette County, Pennsylvania","22321","19870","31731","22453","33111","16775","3793","35354","7500","33484","29089","3417","6110","4342"
"0500000US42055","Franklin County, Pennsylvania","18422","4298","22492","3144","23882","5365","15415","8402","12687","8363","20104","6616","2,500-","***"
"0500000US42063","Indiana County, Pennsylvania","9265","11197","2,500-","***","33194","31231","2,500-","***","10492","11315","-","**","9537","7988"
"0500000US42069","Lackawanna County, Pennsylvania","21936","4347","25871","7266","31765","3748","3566","2502","17935","4757","27128","8888","7081","5971"
"0500000US42071","Lancaster County, Pennsylvania","24302","2970","26962","3566","37670","8251","8006","6575","21586","3155","31583","1812","6029","1132"
"0500000US42073","Lawrence County, Pennsylvania","16376","5305","-","**","-","**","-","**","30449","8422","17008","28398","-","**"
"0500000US42075","Lebanon County, Pennsylvania","20957","3194","22549","10114","32393","5726","6460","5971","19034","6804","25254","7161","7273","3790"
"0500000US42077","Lehigh County, Pennsylvania","25398","2595","29856","3190","39717","4790","12410","4583","21039","1715","27550","5856","11208","1130"
"0500000US42079","Luzerne County, Pennsylvania","24884","4401","28978","2287","31377","6304","15536","7456","18249","2138","26487","2123","9822","2991"
"0500000US42089","Monroe County, Pennsylvania","32450","3354","38644","19013","60423","7627","20465","15813","29507","7666","36172","18367","11250","8108"
"0500000US42091","Montgomery County, Pennsylvania","35250","5099","38943","7370","54549","11908","11973","4966","30079","8842","40536","7629","15365","10416"
"0500000US42095","Northampton County, Pennsylvania","23193","5431","30226","7393","36545","8558","15054","16491","16663","5615","38120","7831","7468","2884"
"0500000US42097","Northumberland County, Pennsylvania","13864","23445","25424","9538","35525","19224","4104","17333","4856","3556","-","**","4614","1528"
"0500000US42101","Philadelphia County, Pennsylvania","25054","1878","27474","2416","36768","4639","11337","1376","22021","2274","35328","3818","9556","1363"
"0500000US42107","Schuylkill County, Pennsylvania","16103","8705","18069","10215","31201","7318","11692","7596","12351","10806","30172","22426","2,500-","***"
"0500000US42125","Washington County, Pennsylvania","21512","16855","35551","21183","50888","14988","9832","2819","13972","11144","49813","23975","11878","8137"
"0500000US42129","Westmoreland County, Pennsylvania","35906","30809","72009","30554","73167","12880","13458","5122","26793","20072","29313","22965","6409","5110"
"0500000US42133","York County, Pennsylvania","23247","3028","26969","5454","36960","3964","11011","3366","21447","1402","26265","3822","9284","8956"
"0500000US44003","Kent County, Rhode Island","37149","9631","43266","8704","45449","19803","10529","15880","30532","8842","40838","6941","5317","9277"
"0500000US44005","Newport County, Rhode Island","41605","22584","42415","33184","55308","22518","-","**","32365","26166","45978","37292","27096","30899"
"0500000US44007","Providence County, Rhode Island","25992","2259","29572","3229","35623","3302","10462","2487","22663","3320","34639","4335","11732","1615"
"0500000US44009","Washington County, Rhode Island","25797","5846","26269","4133","30376","22792","4338","3700","17660","35433","37196","12620","2,500-","***"
"0500000US45003","Aiken County, South Carolina","24768","5983","36569","12922","43339","10567","11493","7328","20145","17490","22470","36115","7044","3650"
"0500000US45007","Anderson County, South Carolina","20038","3094","20565","1907","21776","10547","8360","1733","16565","11105","31003","11595","10841","5836"
"0500000US45013","Beaufort County, South Carolina","22317","3103","26880","8280","36907","10193","10355","6558","21247","1390","23077","4788","11032","1969"
"0500000US45015","Berkeley County, South Carolina","25293","2763","31277","10850","40604","10205","18559","13256","21375","5569","22947","3532","17398","11002"
"0500000US45019","Charleston County, South Carolina","21581","1234","20802","1632","22371","2354","3801","2357","24230","13501","43934","25923","6546","4471"
"0500000US45035","Dorchester County, South Carolina","22263","19566","34411","30274","72330","52971","9980","8312","21171","4315","31772","38047","4639","3241"
"0500000US45045","Greenville County, South Carolina","22075","4572","27723","5352","35964","3070","11217","638","19042","2407","20645","12445","15469","9758"
"0500000US45047","Greenwood County, South Carolina","24500","10234","31059","8576","31359","6887","-","**","21034","3382","21299","3071","20239","38851"
"0500000US45051","Horry County, South Carolina","22282","3588","24670","2783","26725","3803","17080","9446","15972","6143","25514","10565","9433","2053"
"0500000US45055","Kershaw County, South Carolina","22065","15506","21740","10130","22081","23800","-","**","35820","35037","-","**","-","**"
"0500000US45057","Lancaster County, South Carolina","50945","16482","51427","7881","52003","30697","-","**","42022","37664","62743","46721","-","**"
"0500000US45059","Laurens County, South Carolina","20475","8748","20862","7181","40587","27481","4210","14982","20017","14547","30419","14286","11578","3114"
"0500000US45063","Lexington County, South Carolina","26774","10208","27001","11397","34453","8413","11260","5440","25927","21778","47214","21503","9588","3455"
"0500000US45073","Oconee County, South Carolina","13417","15510","20207","10382","41250","31248","5523","18206","5638","6481","-","**","-","**"
"0500000US45077","Pickens County, South Carolina","20028","6335","21309","2378","22742","21227","7606","8463","15264","11158","25748","15630","2,500-","***"
"0500000US45079","Richland County, South Carolina","21837","2358","22809","2270","26980","7212","8663","2041","19286","7907","26233","7438","6082","4751"
"0500000US45083","Spartanburg County, South Carolina","26991","5985","32279","7669","39865","5517","20551","6781","16783","6324","25361","10928","6094","3351"
"0500000US45091","York County, South Carolina","30109","6331","35035","8651","40820","6713","6627","6987","23361","7100","35855","18936","8681","1760"
"0500000US46099","Minnehaha County, South Dakota","26972","6230","31522","2682","34085","7030","14688","20739","18647","3138","27276","11954","9132","8787"
"0500000US46103","Pennington County, South Dakota","26535","6606","45893","13616","46124","10878","-","**","21797","6160","26277","3379","7340","26875"
"0500000US47001","Anderson County, Tennessee","18292","11187","25562","24660","26522","39666","-","**","16440","8396","-","**","-","**"
"0500000US47009","Blount County, Tennessee","22542","7412","28717","27702","68103","13385","2,500-","***","20465","14747","23588","13801","5491","5500"
"0500000US47011","Bradley County, Tennessee","22306","20815","35959","4530","38581","2514","13721","7138","12253","4043","30945","9482","7007","3571"
"0500000US47037","Davidson County, Tennessee","23581","3243","26746","1527","28765","2120","10947","3195","19398","1955","22470","5977","10325","2293"
