"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"75-84 years"	"75-84"	79	2916168	2.7
	"2001"	"2001"	"85+ years"	"85+"	19	996710	Unreliable
	"2001"	"2001"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"2002"	"2002"	"< 1 year"	"1"	81	1125946	7.2
	"2002"	"2002"	"1-4 years"	"1-4"	101	4302496	2.3
	"2002"	"2002"	"5-14 years"	"5-14"	97	11365566	0.9
	"2002"	"2002"	"15-24 years"	"15-24"	1546	11069236	14.0
	"2002"	"2002"	"25-34 years"	"25-34"	1301	11155863	11.7
	"2002"	"2002"	"35-44 years"	"35-44"	889	11902030	7.5
	"2002"	"2002"	"45-54 years"	"45-54"	485	10127837	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	219	6526186	3.4
	"2002"	"2002"	"65-74 years"	"65-74"	86	4347466	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	71	2964630	2.4
	"2002"	"2002"	"85+ years"	"85+"	21	1010225	2.1
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	91	1136683	8.0
	"2003"	"2003"	"1-4 years"	"1-4"	108	4351496	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	98	11337101	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1686	11235429	15.0
	"2003"	"2003"	"25-34 years"	"25-34"	1308	11133071	11.7
	"2003"	"2003"	"35-44 years"	"35-44"	853	11838347	7.2
	"2003"	"2003"	"45-54 years"	"45-54"	491	10359533	4.7
	"2003"	"2003"	"55-64 years"	"55-64"	202	6845533	3.0
	"2003"	"2003"	"65-74 years"	"65-74"	120	4384078	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	70	3000818	2.3
	"2003"	"2003"	"85+ years"	"85+"	26	1035246	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	72	1136763	6.3
	"2004"	"2004"	"1-4 years"	"1-4"	81	4410668	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	87	11262246	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1605	11393421	14.1
	"2004"	"2004"	"25-34 years"	"25-34"	1276	11119133	11.5
	"2004"	"2004"	"35-44 years"	"35-44"	767	11786428	6.5
	"2004"	"2004"	"45-54 years"	"45-54"	521	10569894	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	232	7154436	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	97	4423122	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3028434	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1052499	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	62	1133223	5.5
	"2005"	"2005"	"1-4 years"	"1-4"	107	4443666	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	85	11140736	0.8
	"2005"	"2005"	"15-24 years"	"15-24"	1640	11540190	14.2
	"2005"	"2005"	"25-34 years"	"25-34"	1338	11082557	12.1
	"2005"	"2005"	"35-44 years"	"35-44"	852	11720240	7.3
	"2005"	"2005"	"45-54 years"	"45-54"	541	10789567	5.0
	"2005"	"2005"	"55-64 years"	"55-64"	204	7471840	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	101	4464875	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	66	3054173	2.2
	"2005"	"2005"	"85+ years"	"85+"	21	1095074	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1137916	6.9
	"2006"	"2006"	"1-4 years"	"1-4"	104	4438618	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	112	11126439	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1721	11679265	14.7
	"2006"	"2006"	"25-34 years"	"25-34"	1296	11123657	11.7
	"2006"	"2006"	"35-44 years"	"35-44"	769	11671646	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	587	11005566	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	260	7783659	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	93	4524763	2.1
	"2006"	"2006"	"75-84 years"	"75-84"	61	3057046	2.0
	"2006"	"2006"	"85+ years"	"85+"	27	1135456	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	73	1157207	6.3
	"2007"	"2007"	"1-4 years"	"1-4"	93	4450676	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	79	11089313	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1568	11807202	13.3
	"2007"	"2007"	"25-34 years"	"25-34"	1258	11203263	11.2
	"2007"	"2007"	"35-44 years"	"35-44"	808	11566499	7.0
	"2007"	"2007"	"45-54 years"	"45-54"	499	11192701	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	230	8072529	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	98	4637640	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3057395	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1180405	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1163577	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	110	4487450	2.5
	"2008"	"2008"	"5-14 years"	"5-14"	100	11125792	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1446	11928356	12.1
	"2008"	"2008"	"25-34 years"	"25-34"	1225	11354662	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	754	11455391	6.6
	"2008"	"2008"	"45-54 years"	"45-54"	511	11362306	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	272	8347838	3.3
	"2008"	"2008"	"65-74 years"	"65-74"	113	4823727	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	52	3055852	1.7
	"2008"	"2008"	"85+ years"	"85+"	25	1223115	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	79	1124316	7.0
	"2009"	"2009"	"1-4 years"	"1-4"	97	4519832	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11215712	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1425	12044484	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1107	11515781	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	702	11334494	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	518	11517456	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	269	8679520	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	119	4999305	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3054126	1.8
	"2009"	"2009"	"85+ years"	"85+"	33	1268708	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1108552	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	87	4519874	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	67	11301733	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1329	12109976	11.0
	"2010"	"2010"	"25-34 years"	"25-34"	1111	11625913	9.6
	"2010"	"2010"	"35-44 years"	"35-44"	629	11274654	5.6
	"2010"	"2010"	"45-54 years"	"45-54"	492	11592154	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	255	8960015	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	111	5119594	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3068508	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1300860	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	73	1149255	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	94	4526343	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	76	11336784	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1177	12170645	9.7
	"2011"	"2011"	"25-34 years"	"25-34"	1051	11858729	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	613	11240494	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	504	11596158	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	255	9367092	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	118	5324306	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3102589	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1364928	2.1
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	64	1136435	5.6
	"2012"	"2012"	"1-4 years"	"1-4"	70	4528062	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	62	11362242	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1188	12237375	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1094	12043885	9.1
	"2012"	"2012"	"35-44 years"	"35-44"	669	11260512	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	489	11548702	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	277	9543329	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	104	5676543	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	58	3135708	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1408410	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	76	1125794	6.8
	"2013"	"2013"	"1-4 years"	"1-4"	73	4509834	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11399263	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1091	12198349	8.9
	"2013"	"2013"	"25-34 years"	"25-34"	1000	12269704	8.2
	"2013"	"2013"	"35-44 years"	"35-44"	652	11268424	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	497	11498481	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	294	9761431	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	5984068	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	73	3185916	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1444691	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	47	1133326	4.1
	"2014"	"2014"	"1-4 years"	"1-4"	78	4536939	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	54	11416474	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1035	12198891	8.5
	"2014"	"2014"	"25-34 years"	"25-34"	1013	12541674	8.1
	"2014"	"2014"	"35-44 years"	"35-44"	671	11343028	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	483	11530320	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	300	10007789	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	121	6283758	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	65	3247995	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1483344	2.0
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	50	1141651	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	76	4548703	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	59	11423713	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1128	12148039	9.3
	"2015"	"2015"	"25-34 years"	"25-34"	1166	12774546	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	694	11402769	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	530	11534332	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	312	10252516	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	128	6575471	1.9
	"2015"	"2015"	"75-84 years"	"75-84"	66	3308651	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1519621	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1141365	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	80	4538542	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	55	11446955	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1163	12031997	9.7
	"2016"	"2016"	"25-34 years"	"25-34"	1236	12942564	9.5
	"2016"	"2016"	"35-44 years"	"35-44"	822	11374441	7.2
	"2016"	"2016"	"45-54 years"	"45-54"	509	11446448	4.4
	"2016"	"2016"	"55-64 years"	"55-64"	358	10400054	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	127	6826140	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3380165	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1552401	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	41	1129636	3.6
	"2017"	"2017"	"1-4 years"	"1-4"	55	4551449	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	75	11461145	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1033	11946556	8.6
	"2017"	"2017"	"25-34 years"	"25-34"	1180	13172620	9.0
	"2017"	"2017"	"35-44 years"	"35-44"	762	11520197	6.6
	"2017"	"2017"	"45-54 years"	"45-54"	565	11391212	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	383	10575603	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	141	7087393	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3493184	1.3
	"2017"	"2017"	"85+ years"	"85+"	21	1588685	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Texas (48), Richmond city, VA (51760)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 2:00:37 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 2:00:37 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
