"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"45-54 years"	"45-54"	828	10043186	8.2
	"2001"	"2001"	"55-64 years"	"55-64"	337	6196040	5.4
	"2001"	"2001"	"65-74 years"	"65-74"	132	4377553	3.0
	"2001"	"2001"	"75-84 years"	"75-84"	81	2947441	2.7
	"2001"	"2001"	"85+ years"	"85+"	18	1008238	Unreliable
	"2001"	"2001"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"2002"	"2002"	"< 1 year"	"1"	81	1133883	7.1
	"2002"	"2002"	"1-4 years"	"1-4"	102	4336222	2.4
	"2002"	"2002"	"5-14 years"	"5-14"	97	11460706	0.8
	"2002"	"2002"	"15-24 years"	"15-24"	1547	11155686	13.9
	"2002"	"2002"	"25-34 years"	"25-34"	1292	11235450	11.5
	"2002"	"2002"	"35-44 years"	"35-44"	882	11998569	7.4
	"2002"	"2002"	"45-54 years"	"45-54"	490	10219395	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	222	6583949	3.4
	"2002"	"2002"	"65-74 years"	"65-74"	89	4390591	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	71	2996355	2.4
	"2002"	"2002"	"85+ years"	"85+"	21	1021552	2.1
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	92	1144785	8.0
	"2003"	"2003"	"1-4 years"	"1-4"	109	4384446	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	97	11429811	0.8
	"2003"	"2003"	"15-24 years"	"15-24"	1674	11320470	14.8
	"2003"	"2003"	"25-34 years"	"25-34"	1315	11211260	11.7
	"2003"	"2003"	"35-44 years"	"35-44"	850	11931398	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	489	10452341	4.7
	"2003"	"2003"	"55-64 years"	"55-64"	203	6904462	2.9
	"2003"	"2003"	"65-74 years"	"65-74"	123	4426667	2.8
	"2003"	"2003"	"75-84 years"	"75-84"	72	3032783	2.4
	"2003"	"2003"	"85+ years"	"85+"	26	1046745	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	72	1144860	6.3
	"2004"	"2004"	"1-4 years"	"1-4"	80	4443086	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	86	11352351	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1611	11476842	14.0
	"2004"	"2004"	"25-34 years"	"25-34"	1272	11196222	11.4
	"2004"	"2004"	"35-44 years"	"35-44"	770	11876230	6.5
	"2004"	"2004"	"45-54 years"	"45-54"	522	10663363	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	233	7215119	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	96	4465217	2.1
	"2004"	"2004"	"75-84 years"	"75-84"	64	3060146	2.1
	"2004"	"2004"	"85+ years"	"85+"	32	1064036	3.0
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	64	1140815	5.6
	"2005"	"2005"	"1-4 years"	"1-4"	111	4475607	2.5
	"2005"	"2005"	"5-14 years"	"5-14"	85	11228521	0.8
	"2005"	"2005"	"15-24 years"	"15-24"	1645	11621711	14.2
	"2005"	"2005"	"25-34 years"	"25-34"	1343	11158313	12.0
	"2005"	"2005"	"35-44 years"	"35-44"	851	11807179	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	539	10884017	5.0
	"2005"	"2005"	"55-64 years"	"55-64"	206	7534175	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	102	4506045	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	65	3085858	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1106787	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1145463	6.8
	"2006"	"2006"	"1-4 years"	"1-4"	106	4470222	2.4
	"2006"	"2006"	"5-14 years"	"5-14"	117	11212411	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1728	11759555	14.7
	"2006"	"2006"	"25-34 years"	"25-34"	1305	11197739	11.7
	"2006"	"2006"	"35-44 years"	"35-44"	772	11755860	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	590	11100704	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	259	7847766	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	92	4564866	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3088405	1.9
	"2006"	"2006"	"85+ years"	"85+"	28	1147335	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	74	1165025	6.4
	"2007"	"2007"	"1-4 years"	"1-4"	93	4482448	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	82	11173607	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1574	11885367	13.2
	"2007"	"2007"	"25-34 years"	"25-34"	1263	11276813	11.2
	"2007"	"2007"	"35-44 years"	"35-44"	812	11647447	7.0
	"2007"	"2007"	"45-54 years"	"45-54"	503	11288028	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	232	8138607	2.9
	"2007"	"2007"	"65-74 years"	"65-74"	96	4678078	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3088533	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1192491	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	74	1171190	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	109	4519395	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	98	11209264	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1469	12005119	12.2
	"2008"	"2008"	"25-34 years"	"25-34"	1241	11427377	10.9
	"2008"	"2008"	"35-44 years"	"35-44"	763	11533602	6.6
	"2008"	"2008"	"45-54 years"	"45-54"	509	11457539	4.4
	"2008"	"2008"	"55-64 years"	"55-64"	272	8415649	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	114	4864746	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	54	3086512	1.7
	"2008"	"2008"	"85+ years"	"85+"	25	1235259	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	81	1132104	7.2
	"2009"	"2009"	"1-4 years"	"1-4"	98	4551893	2.2
	"2009"	"2009"	"5-14 years"	"5-14"	86	11299781	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1435	12120281	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1118	11588995	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	702	11410151	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	521	11612264	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	270	8750529	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	120	5040888	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	57	3084167	1.8
	"2009"	"2009"	"85+ years"	"85+"	35	1281152	2.7
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	91	1116321	8.2
	"2010"	"2010"	"1-4 years"	"1-4"	91	4552576	2.0
	"2010"	"2010"	"5-14 years"	"5-14"	68	11385421	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1332	12184625	10.9
	"2010"	"2010"	"25-34 years"	"25-34"	1135	11698802	9.7
	"2010"	"2010"	"35-44 years"	"35-44"	631	11348955	5.6
	"2010"	"2010"	"45-54 years"	"45-54"	496	11686296	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	255	9033791	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	111	5161524	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3098275	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1313407	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	75	1157143	6.5
	"2011"	"2011"	"1-4 years"	"1-4"	95	4558427	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	76	11418735	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1195	12245333	9.8
	"2011"	"2011"	"25-34 years"	"25-34"	1066	11931876	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	616	11312491	5.4
	"2011"	"2011"	"45-54 years"	"45-54"	506	11687638	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	257	9444386	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	119	5366515	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	54	3131791	1.7
	"2011"	"2011"	"85+ years"	"85+"	29	1377817	2.1
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1144044	5.5
	"2012"	"2012"	"1-4 years"	"1-4"	73	4559528	1.6
	"2012"	"2012"	"5-14 years"	"5-14"	63	11444090	0.6
	"2012"	"2012"	"15-24 years"	"15-24"	1197	12312291	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1100	12116533	9.1
	"2012"	"2012"	"35-44 years"	"35-44"	674	11331289	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	492	11637157	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	277	9621381	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	105	5720847	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	59	3164372	1.9
	"2012"	"2012"	"85+ years"	"85+"	23	1421400	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	77	1133746	6.8
	"2013"	"2013"	"1-4 years"	"1-4"	73	4541734	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	64	11481819	0.6
	"2013"	"2013"	"15-24 years"	"15-24"	1114	12272996	9.1
	"2013"	"2013"	"25-34 years"	"25-34"	1010	12341946	8.2
	"2013"	"2013"	"35-44 years"	"35-44"	661	11337917	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	499	11583446	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	297	9840413	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	6029978	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	74	3214327	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1458039	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	48	1141327	4.2
	"2014"	"2014"	"1-4 years"	"1-4"	77	4568819	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	58	11499026	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1048	12271716	8.5
	"2014"	"2014"	"25-34 years"	"25-34"	1029	12614242	8.2
	"2014"	"2014"	"35-44 years"	"35-44"	680	11412328	6.0
	"2014"	"2014"	"45-54 years"	"45-54"	488	11612633	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	300	10087724	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	125	6331277	2.0
	"2014"	"2014"	"75-84 years"	"75-84"	64	3276299	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1496925	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	53	1149660	4.6
	"2015"	"2015"	"1-4 years"	"1-4"	76	4580782	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	60	11506021	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1148	12220306	9.4
	"2015"	"2015"	"25-34 years"	"25-34"	1171	12847046	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	698	11471672	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	533	11614424	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	318	10333099	3.1
	"2015"	"2015"	"65-74 years"	"65-74"	130	6624595	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	67	3336397	2.0
	"2015"	"2015"	"85+ years"	"85+"	25	1533319	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	47	1149398	4.1
	"2016"	"2016"	"1-4 years"	"1-4"	80	4571303	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	58	11528812	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1174	12103449	9.7
	"2016"	"2016"	"25-34 years"	"25-34"	1245	13016105	9.6
	"2016"	"2016"	"35-44 years"	"35-44"	817	11442831	7.1
	"2016"	"2016"	"45-54 years"	"45-54"	509	11523589	4.4
	"2016"	"2016"	"55-64 years"	"55-64"	361	10480508	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	129	6876862	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3407904	1.8
	"2016"	"2016"	"85+ years"	"85+"	29	1566240	1.9
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	43	1137226	3.8
	"2017"	"2017"	"1-4 years"	"1-4"	55	4583667	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	76	11543488	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1041	12019736	8.7
	"2017"	"2017"	"25-34 years"	"25-34"	1189	13246125	9.0
	"2017"	"2017"	"35-44 years"	"35-44"	772	11588688	6.7
	"2017"	"2017"	"45-54 years"	"45-54"	568	11466651	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	387	10656314	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	142	7139782	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3520735	1.3
	"2017"	"2017"	"85+ years"	"85+"	21	1602058	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Hamilton County, OH (39061), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:55:44 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:55:44 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
