"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"65-74 years"	"65-74"	87	4364983	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	71	2977927	2.4
	"2002"	"2002"	"85+ years"	"85+"	20	1014956	2.0
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	90	1142748	7.9
	"2003"	"2003"	"1-4 years"	"1-4"	108	4377759	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	98	11404355	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1648	11290496	14.6
	"2003"	"2003"	"25-34 years"	"25-34"	1299	11186959	11.6
	"2003"	"2003"	"35-44 years"	"35-44"	841	11899273	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	484	10413710	4.6
	"2003"	"2003"	"55-64 years"	"55-64"	200	6875825	2.9
	"2003"	"2003"	"65-74 years"	"65-74"	120	4401882	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	70	3014556	2.3
	"2003"	"2003"	"85+ years"	"85+"	27	1040256	2.6
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	73	1143164	6.4
	"2004"	"2004"	"1-4 years"	"1-4"	80	4436632	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	86	11329845	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1584	11447025	13.8
	"2004"	"2004"	"25-34 years"	"25-34"	1257	11173225	11.3
	"2004"	"2004"	"35-44 years"	"35-44"	763	11846781	6.4
	"2004"	"2004"	"45-54 years"	"45-54"	518	10625500	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	229	7186001	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	96	4441289	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3042480	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1057778	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	62	1139509	5.4
	"2005"	"2005"	"1-4 years"	"1-4"	109	4469417	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	84	11208009	0.7
	"2005"	"2005"	"15-24 years"	"15-24"	1620	11593233	14.0
	"2005"	"2005"	"25-34 years"	"25-34"	1323	11135996	11.9
	"2005"	"2005"	"35-44 years"	"35-44"	841	11780105	7.1
	"2005"	"2005"	"45-54 years"	"45-54"	529	10846861	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	203	7505475	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	100	4483292	2.2
	"2005"	"2005"	"75-84 years"	"75-84"	66	3068487	2.2
	"2005"	"2005"	"85+ years"	"85+"	21	1100502	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1144027	6.8
	"2006"	"2006"	"1-4 years"	"1-4"	103	4464236	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	111	11193691	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1703	11731538	14.5
	"2006"	"2006"	"25-34 years"	"25-34"	1286	11176284	11.5
	"2006"	"2006"	"35-44 years"	"35-44"	766	11730888	6.5
	"2006"	"2006"	"45-54 years"	"45-54"	582	11064359	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	255	7819204	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	92	4543620	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3071659	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1141098	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	73	1163540	6.3
	"2007"	"2007"	"1-4 years"	"1-4"	92	4476213	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	79	11156758	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1553	11858053	13.1
	"2007"	"2007"	"25-34 years"	"25-34"	1247	11255307	11.1
	"2007"	"2007"	"35-44 years"	"35-44"	801	11624311	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	497	11252409	4.4
	"2007"	"2007"	"55-64 years"	"55-64"	230	8110078	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	96	4657403	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3072286	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1186348	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1169487	6.2
	"2008"	"2008"	"1-4 years"	"1-4"	109	4513001	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	98	11193354	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1451	11977685	12.1
	"2008"	"2008"	"25-34 years"	"25-34"	1219	11405196	10.7
	"2008"	"2008"	"35-44 years"	"35-44"	750	11511428	6.5
	"2008"	"2008"	"45-54 years"	"45-54"	506	11423035	4.4
	"2008"	"2008"	"55-64 years"	"55-64"	270	8387189	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	113	4844488	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	51	3070844	1.7
	"2008"	"2008"	"85+ years"	"85+"	25	1229339	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	80	1130006	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	96	4545267	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11283555	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1423	12092648	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1105	11565611	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	697	11388877	6.1
	"2009"	"2009"	"45-54 years"	"45-54"	515	11578701	4.4
	"2009"	"2009"	"55-64 years"	"55-64"	269	8721342	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	120	5021080	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3069066	1.8
	"2009"	"2009"	"85+ years"	"85+"	33	1275340	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1114350	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	87	4545231	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	68	11369716	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1318	12157613	10.8
	"2010"	"2010"	"25-34 years"	"25-34"	1105	11674796	9.5
	"2010"	"2010"	"35-44 years"	"35-44"	623	11328215	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	489	11653280	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	255	9003593	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	110	5142272	2.1
	"2010"	"2010"	"75-84 years"	"75-84"	52	3083490	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1307685	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	73	1154781	6.3
	"2011"	"2011"	"1-4 years"	"1-4"	95	4551207	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	78	11403937	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1171	12220335	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1050	11908385	8.8
	"2011"	"2011"	"35-44 years"	"35-44"	608	11293397	5.4
	"2011"	"2011"	"45-54 years"	"45-54"	503	11657074	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	252	9412998	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	119	5348208	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3117773	1.7
	"2011"	"2011"	"85+ years"	"85+"	29	1372148	2.1
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1142024	5.5
	"2012"	"2012"	"1-4 years"	"1-4"	70	4552261	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	62	11429184	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1183	12288746	9.6
	"2012"	"2012"	"25-34 years"	"25-34"	1089	12092681	9.0
	"2012"	"2012"	"35-44 years"	"35-44"	666	11313343	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	489	11608235	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	276	9590544	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	105	5702018	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	57	3150702	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1415618	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	75	1131698	6.6
	"2013"	"2013"	"1-4 years"	"1-4"	73	4534038	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11466525	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1087	12250358	8.9
	"2013"	"2013"	"25-34 years"	"25-34"	993	12319127	8.1
	"2013"	"2013"	"35-44 years"	"35-44"	652	11320734	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	496	11556482	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	295	9810017	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	6011146	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	75	3201218	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1452198	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1139469	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	77	4561211	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	54	11483326	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1029	12251005	8.4
	"2014"	"2014"	"25-34 years"	"25-34"	1007	12591627	8.0
	"2014"	"2014"	"35-44 years"	"35-44"	671	11395520	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	482	11587738	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	299	10057819	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	122	6312294	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	65	3263841	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1491072	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1147842	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	75	4573412	1.6
	"2015"	"2015"	"5-14 years"	"5-14"	60	11490375	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1122	12201145	9.2
	"2015"	"2015"	"25-34 years"	"25-34"	1154	12824957	9.0
	"2015"	"2015"	"35-44 years"	"35-44"	691	11455492	6.0
	"2015"	"2015"	"45-54 years"	"45-54"	529	11591412	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	309	10303639	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	128	6605599	1.9
	"2015"	"2015"	"75-84 years"	"75-84"	66	3324556	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1527663	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1147474	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	79	4563564	1.7
	"2016"	"2016"	"5-14 years"	"5-14"	55	11513316	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1152	12085310	9.5
	"2016"	"2016"	"25-34 years"	"25-34"	1229	12994454	9.5
	"2016"	"2016"	"35-44 years"	"35-44"	816	11427358	7.1
	"2016"	"2016"	"45-54 years"	"45-54"	505	11502230	4.4
	"2016"	"2016"	"55-64 years"	"55-64"	358	10451667	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	128	6857760	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3396412	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1560530	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	42	1135334	3.7
	"2017"	"2017"	"1-4 years"	"1-4"	55	4576462	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	75	11527344	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1027	12001411	8.6
	"2017"	"2017"	"25-34 years"	"25-34"	1158	13224290	8.8
	"2017"	"2017"	"35-44 years"	"35-44"	758	11574010	6.5
	"2017"	"2017"	"45-54 years"	"45-54"	567	11445969	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	383	10628277	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	141	7120057	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3509610	1.3
	"2017"	"2017"	"85+ years"	"85+"	22	1596478	1.4
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), Kent County, MI (26081), New York (36), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:41:39 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:41:39 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
