"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"2002"	"2002"	"< 1 year"	"1"	81	1128325	7.2
	"2002"	"2002"	"1-4 years"	"1-4"	102	4313685	2.4
	"2002"	"2002"	"5-14 years"	"5-14"	98	11395367	0.9
	"2002"	"2002"	"15-24 years"	"15-24"	1528	11088203	13.8
	"2002"	"2002"	"25-34 years"	"25-34"	1279	11181299	11.4
	"2002"	"2002"	"35-44 years"	"35-44"	877	11934575	7.3
	"2002"	"2002"	"45-54 years"	"45-54"	485	10156547	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	222	6548293	3.4
	"2002"	"2002"	"65-74 years"	"65-74"	88	4359901	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	72	2971907	2.4
	"2002"	"2002"	"85+ years"	"85+"	21	1012063	2.1
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	90	1138999	7.9
	"2003"	"2003"	"1-4 years"	"1-4"	108	4362863	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	98	11368284	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1648	11253135	14.6
	"2003"	"2003"	"25-34 years"	"25-34"	1299	11159191	11.6
	"2003"	"2003"	"35-44 years"	"35-44"	843	11871388	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	485	10388987	4.7
	"2003"	"2003"	"55-64 years"	"55-64"	203	6868477	3.0
	"2003"	"2003"	"65-74 years"	"65-74"	120	4397251	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	70	3008461	2.3
	"2003"	"2003"	"85+ years"	"85+"	26	1037235	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	73	1139365	6.4
	"2004"	"2004"	"1-4 years"	"1-4"	80	4422226	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	86	11294541	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1584	11410772	13.9
	"2004"	"2004"	"25-34 years"	"25-34"	1259	11145284	11.3
	"2004"	"2004"	"35-44 years"	"35-44"	763	11820491	6.5
	"2004"	"2004"	"45-54 years"	"45-54"	520	10600067	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	231	7178294	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	96	4437215	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3036486	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1054744	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	62	1135860	5.5
	"2005"	"2005"	"1-4 years"	"1-4"	107	4454984	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	83	11174090	0.7
	"2005"	"2005"	"15-24 years"	"15-24"	1620	11557842	14.0
	"2005"	"2005"	"25-34 years"	"25-34"	1325	11108012	11.9
	"2005"	"2005"	"35-44 years"	"35-44"	841	11755447	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	534	10821259	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	202	7496787	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	103	4479894	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	65	3062488	2.1
	"2005"	"2005"	"85+ years"	"85+"	22	1097621	2.0
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1140815	6.8
	"2006"	"2006"	"1-4 years"	"1-4"	104	4450644	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	112	11161163	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1700	11697103	14.5
	"2006"	"2006"	"25-34 years"	"25-34"	1287	11149249	11.5
	"2006"	"2006"	"35-44 years"	"35-44"	759	11708157	6.5
	"2006"	"2006"	"45-54 years"	"45-54"	587	11039258	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	257	7809711	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	93	4541306	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3065722	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1138242	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	72	1160565	6.2
	"2007"	"2007"	"1-4 years"	"1-4"	93	4463549	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	80	11126120	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1554	11825258	13.1
	"2007"	"2007"	"25-34 years"	"25-34"	1247	11229326	11.1
	"2007"	"2007"	"35-44 years"	"35-44"	800	11604374	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	502	11227895	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	229	8100020	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	96	4655502	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	47	3066656	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1183334	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1166998	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	109	4501249	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	99	11164196	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1444	11946580	12.1
	"2008"	"2008"	"25-34 years"	"25-34"	1225	11380724	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	752	11494339	6.5
	"2008"	"2008"	"45-54 years"	"45-54"	511	11399242	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	272	8376650	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	114	4842892	2.4
	"2008"	"2008"	"75-84 years"	"75-84"	50	3065580	1.6
	"2008"	"2008"	"85+ years"	"85+"	25	1226104	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	79	1127634	7.0
	"2009"	"2009"	"1-4 years"	"1-4"	98	4534622	2.2
	"2009"	"2009"	"5-14 years"	"5-14"	85	11255551	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1419	12062539	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1101	11541286	9.5
	"2009"	"2009"	"35-44 years"	"35-44"	700	11373893	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	519	11555908	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	270	8709547	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	122	5019680	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3064239	1.8
	"2009"	"2009"	"85+ years"	"85+"	33	1271812	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1111696	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	88	4535096	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	67	11342261	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1320	12127994	10.9
	"2010"	"2010"	"25-34 years"	"25-34"	1107	11651271	9.5
	"2010"	"2010"	"35-44 years"	"35-44"	624	11314099	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	492	11631546	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	254	8990957	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	112	5140821	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3078932	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1304171	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	74	1153845	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	94	4540873	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	76	11377414	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1166	12191990	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1053	11883694	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	615	11280050	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	508	11636501	4.4
	"2011"	"2011"	"55-64 years"	"55-64"	255	9399425	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	119	5347120	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3113674	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1368503	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1140443	5.5
	"2012"	"2012"	"1-4 years"	"1-4"	70	4542031	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	62	11403086	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1176	12261522	9.6
	"2012"	"2012"	"25-34 years"	"25-34"	1090	12066999	9.0
	"2012"	"2012"	"35-44 years"	"35-44"	667	11299998	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	492	11588688	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	280	9575707	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	106	5700945	1.9
	"2012"	"2012"	"75-84 years"	"75-84"	59	3147141	1.9
	"2012"	"2012"	"85+ years"	"85+"	23	1411939	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	77	1129034	6.8
	"2013"	"2013"	"1-4 years"	"1-4"	72	4524041	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11441474	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1085	12225564	8.9
	"2013"	"2013"	"25-34 years"	"25-34"	996	12290426	8.1
	"2013"	"2013"	"35-44 years"	"35-44"	654	11307573	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	496	11538108	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	296	9793511	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	6009798	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	73	3197998	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1448580	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	47	1136639	4.1
	"2014"	"2014"	"1-4 years"	"1-4"	76	4550951	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	53	11459228	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1031	12227055	8.4
	"2014"	"2014"	"25-34 years"	"25-34"	1012	12561911	8.1
	"2014"	"2014"	"35-44 years"	"35-44"	673	11382102	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	484	11570565	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	299	10040932	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	123	6310908	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	65	3260829	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1487317	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1145124	4.5
	"2015"	"2015"	"1-4 years"	"1-4"	75	4563180	1.6
	"2015"	"2015"	"5-14 years"	"5-14"	58	11467292	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1127	12177652	9.3
	"2015"	"2015"	"25-34 years"	"25-34"	1156	12794472	9.0
	"2015"	"2015"	"35-44 years"	"35-44"	696	11441812	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	533	11575348	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	312	10286745	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	129	6603709	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	68	3322294	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1523958	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1144914	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	80	4553577	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	55	11490771	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1154	12060628	9.6
	"2016"	"2016"	"25-34 years"	"25-34"	1233	12962960	9.5
	"2016"	"2016"	"35-44 years"	"35-44"	815	11413172	7.1
	"2016"	"2016"	"45-54 years"	"45-54"	512	11488135	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	358	10435288	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	129	6855594	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	64	3394751	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1556878	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	42	1132887	3.7
	"2017"	"2017"	"1-4 years"	"1-4"	54	4566751	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	76	11506022	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1025	11977064	8.6
	"2017"	"2017"	"25-34 years"	"25-34"	1166	13193400	8.8
	"2017"	"2017"	"35-44 years"	"35-44"	764	11558446	6.6
	"2017"	"2017"	"45-54 years"	"45-54"	566	11433353	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	384	10611314	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	143	7117152	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	48	3508100	1.4
	"2017"	"2017"	"85+ years"	"85+"	22	1592996	1.4
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Greenville County, SC (45045), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:45:43 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:45:43 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
