"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"35-44 years"	"35-44"	876	11958442	7.3
	"2002"	"2002"	"45-54 years"	"45-54"	487	10181095	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	220	6560838	3.4
	"2002"	"2002"	"65-74 years"	"65-74"	88	4369389	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	72	2979775	2.4
	"2002"	"2002"	"85+ years"	"85+"	20	1014722	2.0
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	90	1142533	7.9
	"2003"	"2003"	"1-4 years"	"1-4"	109	4375394	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	98	11394280	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1667	11281791	14.8
	"2003"	"2003"	"25-34 years"	"25-34"	1316	11183490	11.8
	"2003"	"2003"	"35-44 years"	"35-44"	848	11893477	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	485	10413355	4.7
	"2003"	"2003"	"55-64 years"	"55-64"	202	6881619	2.9
	"2003"	"2003"	"65-74 years"	"65-74"	120	4406193	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	71	3016459	2.4
	"2003"	"2003"	"85+ years"	"85+"	26	1039844	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	73	1142747	6.4
	"2004"	"2004"	"1-4 years"	"1-4"	79	4434167	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	86	11319052	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1594	11438085	13.9
	"2004"	"2004"	"25-34 years"	"25-34"	1267	11168554	11.3
	"2004"	"2004"	"35-44 years"	"35-44"	767	11840393	6.5
	"2004"	"2004"	"45-54 years"	"45-54"	523	10624211	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	233	7191642	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	97	4445751	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3044409	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1057295	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	62	1139090	5.4
	"2005"	"2005"	"1-4 years"	"1-4"	109	4467176	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	85	11197610	0.8
	"2005"	"2005"	"15-24 years"	"15-24"	1627	11583797	14.0
	"2005"	"2005"	"25-34 years"	"25-34"	1339	11131535	12.0
	"2005"	"2005"	"35-44 years"	"35-44"	846	11773902	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	531	10845008	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	203	7510368	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	101	4487835	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	66	3070392	2.1
	"2005"	"2005"	"85+ years"	"85+"	22	1100162	2.0
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1143858	6.8
	"2006"	"2006"	"1-4 years"	"1-4"	103	4462550	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	112	11184983	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1717	11721802	14.6
	"2006"	"2006"	"25-34 years"	"25-34"	1291	11173109	11.6
	"2006"	"2006"	"35-44 years"	"35-44"	769	11725603	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	583	11062415	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	258	7823512	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	93	4548253	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	60	3073576	2.0
	"2006"	"2006"	"85+ years"	"85+"	28	1140766	2.5
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	76	1163415	6.5
	"2007"	"2007"	"1-4 years"	"1-4"	92	4474752	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	80	11149296	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1562	11849050	13.2
	"2007"	"2007"	"25-34 years"	"25-34"	1255	11253635	11.2
	"2007"	"2007"	"35-44 years"	"35-44"	804	11620582	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	502	11249948	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	232	8114056	2.9
	"2007"	"2007"	"65-74 years"	"65-74"	97	4661768	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3074180	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1186041	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1169512	6.2
	"2008"	"2008"	"1-4 years"	"1-4"	113	4511996	2.5
	"2008"	"2008"	"5-14 years"	"5-14"	99	11187197	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1455	11969686	12.2
	"2008"	"2008"	"25-34 years"	"25-34"	1230	11404927	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	755	11509414	6.6
	"2008"	"2008"	"45-54 years"	"45-54"	514	11420486	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	272	8390746	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	114	4848763	2.4
	"2008"	"2008"	"75-84 years"	"75-84"	50	3072692	1.6
	"2008"	"2008"	"85+ years"	"85+"	26	1228903	2.1
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	80	1130364	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	97	4545240	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11279254	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1434	12085356	11.9
	"2009"	"2009"	"25-34 years"	"25-34"	1111	11567643	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	710	11388767	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	523	11575658	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	270	8724279	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	119	5025415	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3071012	1.8
	"2009"	"2009"	"85+ years"	"85+"	33	1274816	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1114582	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	88	4545757	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	68	11366855	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1336	12151132	11.0
	"2010"	"2010"	"25-34 years"	"25-34"	1114	11677855	9.5
	"2010"	"2010"	"35-44 years"	"35-44"	627	11329582	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	497	11650040	4.3
	"2010"	"2010"	"55-64 years"	"55-64"	255	9006020	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	111	5146524	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	54	3085568	1.8
	"2010"	"2010"	"85+ years"	"85+"	25	1307107	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	73	1155942	6.3
	"2011"	"2011"	"1-4 years"	"1-4"	93	4551691	2.0
	"2011"	"2011"	"5-14 years"	"5-14"	77	11402222	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1175	12213703	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1065	11910446	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	612	11295700	5.4
	"2011"	"2011"	"45-54 years"	"45-54"	507	11653183	4.4
	"2011"	"2011"	"55-64 years"	"55-64"	256	9415237	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	119	5352531	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3119919	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1371815	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1142741	5.5
	"2012"	"2012"	"1-4 years"	"1-4"	70	4553170	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	63	11427549	0.6
	"2012"	"2012"	"15-24 years"	"15-24"	1190	12282267	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1097	12093293	9.1
	"2012"	"2012"	"35-44 years"	"35-44"	672	11315882	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	491	11604155	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	277	9591772	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	105	5706241	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	58	3152438	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1415202	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	75	1132009	6.6
	"2013"	"2013"	"1-4 years"	"1-4"	73	4535938	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11466421	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1100	12245756	9.0
	"2013"	"2013"	"25-34 years"	"25-34"	1009	12317271	8.2
	"2013"	"2013"	"35-44 years"	"35-44"	655	11323947	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	501	11552751	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	299	9810288	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	6015243	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	75	3202881	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1451745	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	47	1139780	4.1
	"2014"	"2014"	"1-4 years"	"1-4"	79	4563203	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	56	11484450	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1040	12247112	8.5
	"2014"	"2014"	"25-34 years"	"25-34"	1019	12588587	8.1
	"2014"	"2014"	"35-44 years"	"35-44"	678	11398748	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	485	11584108	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	302	10057282	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	122	6315993	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	64	3265338	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1490682	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1148214	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	78	4575377	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	64	11492817	0.6
	"2015"	"2015"	"15-24 years"	"15-24"	1132	12197997	9.3
	"2015"	"2015"	"25-34 years"	"25-34"	1168	12821545	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	702	11459232	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	533	11588254	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	311	10302986	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	131	6608996	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	66	3326324	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1527223	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	49	1147768	4.3
	"2016"	"2016"	"1-4 years"	"1-4"	80	4565667	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	55	11516385	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1161	12081354	9.6
	"2016"	"2016"	"25-34 years"	"25-34"	1247	12989687	9.6
	"2016"	"2016"	"35-44 years"	"35-44"	831	11430795	7.3
	"2016"	"2016"	"45-54 years"	"45-54"	513	11499625	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	361	10450266	3.5
	"2016"	"2016"	"65-74 years"	"65-74"	132	6860981	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3398106	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1560208	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	43	1136016	3.8
	"2017"	"2017"	"1-4 years"	"1-4"	56	4578155	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	75	11530764	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1038	11996966	8.7
	"2017"	"2017"	"25-34 years"	"25-34"	1174	13218381	8.9
	"2017"	"2017"	"35-44 years"	"35-44"	773	11576276	6.7
	"2017"	"2017"	"45-54 years"	"45-54"	575	11444074	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	386	10625593	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	141	7123104	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3511344	1.3
	"2017"	"2017"	"85+ years"	"85+"	21	1596241	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Tulsa County, OK (40143), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:44:32 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:44:32 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
