"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"15-24 years"	"15-24"	1552	11124357	14.0
	"2002"	"2002"	"25-34 years"	"25-34"	1298	11219845	11.6
	"2002"	"2002"	"35-44 years"	"35-44"	883	11975982	7.4
	"2002"	"2002"	"45-54 years"	"45-54"	490	10192849	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	219	6569390	3.3
	"2002"	"2002"	"65-74 years"	"65-74"	86	4376593	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	72	2985041	2.4
	"2002"	"2002"	"85+ years"	"85+"	20	1017182	2.0
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	91	1143648	8.0
	"2003"	"2003"	"1-4 years"	"1-4"	108	4379005	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	99	11405856	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1677	11289722	14.9
	"2003"	"2003"	"25-34 years"	"25-34"	1313	11197059	11.7
	"2003"	"2003"	"35-44 years"	"35-44"	854	11910694	7.2
	"2003"	"2003"	"45-54 years"	"45-54"	492	10425754	4.7
	"2003"	"2003"	"55-64 years"	"55-64"	206	6890201	3.0
	"2003"	"2003"	"65-74 years"	"65-74"	121	4413001	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	71	3021687	2.3
	"2003"	"2003"	"85+ years"	"85+"	26	1042316	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	72	1143783	6.3
	"2004"	"2004"	"1-4 years"	"1-4"	84	4438556	1.9
	"2004"	"2004"	"5-14 years"	"5-14"	88	11330202	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1603	11447035	14.0
	"2004"	"2004"	"25-34 years"	"25-34"	1276	11183014	11.4
	"2004"	"2004"	"35-44 years"	"35-44"	769	11857229	6.5
	"2004"	"2004"	"45-54 years"	"45-54"	525	10637352	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	233	7200373	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	95	4452084	2.1
	"2004"	"2004"	"75-84 years"	"75-84"	67	3049189	2.2
	"2004"	"2004"	"85+ years"	"85+"	31	1059656	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	62	1140054	5.4
	"2005"	"2005"	"1-4 years"	"1-4"	108	4471827	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	85	11207774	0.8
	"2005"	"2005"	"15-24 years"	"15-24"	1659	11593202	14.3
	"2005"	"2005"	"25-34 years"	"25-34"	1339	11145385	12.0
	"2005"	"2005"	"35-44 years"	"35-44"	860	11789676	7.3
	"2005"	"2005"	"45-54 years"	"45-54"	544	10858492	5.0
	"2005"	"2005"	"55-64 years"	"55-64"	205	7519438	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	102	4493971	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	66	3075004	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1102445	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	80	1144957	7.0
	"2006"	"2006"	"1-4 years"	"1-4"	107	4466773	2.4
	"2006"	"2006"	"5-14 years"	"5-14"	117	11193835	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1738	11730747	14.8
	"2006"	"2006"	"25-34 years"	"25-34"	1304	11186105	11.7
	"2006"	"2006"	"35-44 years"	"35-44"	778	11740092	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	594	11075898	5.4
	"2006"	"2006"	"55-64 years"	"55-64"	258	7832720	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	95	4553950	2.1
	"2006"	"2006"	"75-84 years"	"75-84"	59	3077917	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1142958	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	74	1164329	6.4
	"2007"	"2007"	"1-4 years"	"1-4"	94	4478819	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	81	11157173	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1569	11856991	13.2
	"2007"	"2007"	"25-34 years"	"25-34"	1267	11266456	11.2
	"2007"	"2007"	"35-44 years"	"35-44"	811	11633343	7.0
	"2007"	"2007"	"45-54 years"	"45-54"	506	11263665	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	233	8123176	2.9
	"2007"	"2007"	"65-74 years"	"65-74"	99	4667313	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	48	3078202	1.6
	"2007"	"2007"	"85+ years"	"85+"	16	1188157	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	75	1170356	6.4
	"2008"	"2008"	"1-4 years"	"1-4"	111	4515276	2.5
	"2008"	"2008"	"5-14 years"	"5-14"	98	11194323	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1486	11977233	12.4
	"2008"	"2008"	"25-34 years"	"25-34"	1250	11417314	10.9
	"2008"	"2008"	"35-44 years"	"35-44"	771	11520573	6.7
	"2008"	"2008"	"45-54 years"	"45-54"	521	11434483	4.6
	"2008"	"2008"	"55-64 years"	"55-64"	277	8399701	3.3
	"2008"	"2008"	"65-74 years"	"65-74"	114	4854377	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	52	3076721	1.7
	"2008"	"2008"	"85+ years"	"85+"	26	1230882	2.1
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	80	1131050	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	98	4547763	2.2
	"2009"	"2009"	"5-14 years"	"5-14"	88	11285803	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1466	12092409	12.1
	"2009"	"2009"	"25-34 years"	"25-34"	1119	11579233	9.7
	"2009"	"2009"	"35-44 years"	"35-44"	711	11398256	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	529	11590578	4.6
	"2009"	"2009"	"55-64 years"	"55-64"	269	8733032	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	120	5030906	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	57	3075146	1.9
	"2009"	"2009"	"85+ years"	"85+"	33	1276643	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1115360	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	90	4548151	2.0
	"2010"	"2010"	"5-14 years"	"5-14"	69	11372886	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1362	12157681	11.2
	"2010"	"2010"	"25-34 years"	"25-34"	1139	11688900	9.7
	"2010"	"2010"	"35-44 years"	"35-44"	632	11337826	5.6
	"2010"	"2010"	"45-54 years"	"45-54"	494	11665242	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	261	9015398	2.9
	"2010"	"2010"	"65-74 years"	"65-74"	114	5151961	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	53	3089473	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1308899	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	73	1155970	6.3
	"2011"	"2011"	"1-4 years"	"1-4"	93	4553753	2.0
	"2011"	"2011"	"5-14 years"	"5-14"	77	11407850	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1201	12218859	9.8
	"2011"	"2011"	"25-34 years"	"25-34"	1071	11921653	9.0
	"2011"	"2011"	"35-44 years"	"35-44"	621	11302434	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	520	11668118	4.5
	"2011"	"2011"	"55-64 years"	"55-64"	261	9424666	2.8
	"2011"	"2011"	"65-74 years"	"65-74"	119	5357840	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3123549	1.7
	"2011"	"2011"	"85+ years"	"85+"	29	1373458	2.1
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	64	1142934	5.6
	"2012"	"2012"	"1-4 years"	"1-4"	73	4554795	1.6
	"2012"	"2012"	"5-14 years"	"5-14"	62	11432547	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1216	12286591	9.9
	"2012"	"2012"	"25-34 years"	"25-34"	1118	12105197	9.2
	"2012"	"2012"	"35-44 years"	"35-44"	673	11321468	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	497	11618584	4.3
	"2012"	"2012"	"55-64 years"	"55-64"	284	9601419	3.0
	"2012"	"2012"	"65-74 years"	"65-74"	104	5711569	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	58	3156141	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1417026	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	76	1132263	6.7
	"2013"	"2013"	"1-4 years"	"1-4"	73	4536582	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	62	11469472	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1105	12248889	9.0
	"2013"	"2013"	"25-34 years"	"25-34"	1030	12328867	8.4
	"2013"	"2013"	"35-44 years"	"35-44"	668	11328930	5.9
	"2013"	"2013"	"45-54 years"	"45-54"	505	11565831	4.4
	"2013"	"2013"	"55-64 years"	"55-64"	298	9820327	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	127	6020617	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	74	3206408	2.3
	"2013"	"2013"	"85+ years"	"85+"	20	1453651	1.4
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1139859	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	77	4563368	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	54	11486671	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1049	12249357	8.6
	"2014"	"2014"	"25-34 years"	"25-34"	1023	12599743	8.1
	"2014"	"2014"	"35-44 years"	"35-44"	684	11403485	6.0
	"2014"	"2014"	"45-54 years"	"45-54"	489	11595890	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	303	10067752	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	125	6321618	2.0
	"2014"	"2014"	"75-84 years"	"75-84"	66	3268649	2.0
	"2014"	"2014"	"85+ years"	"85+"	32	1492484	2.1
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1148267	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	80	4575242	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	60	11494678	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1165	12198751	9.6
	"2015"	"2015"	"25-34 years"	"25-34"	1170	12831918	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	713	11462941	6.2
	"2015"	"2015"	"45-54 years"	"45-54"	542	11598543	4.7
	"2015"	"2015"	"55-64 years"	"55-64"	314	10313755	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	130	6614793	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	67	3329524	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1528934	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1147851	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	82	4565559	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	57	11517811	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1180	12082448	9.8
	"2016"	"2016"	"25-34 years"	"25-34"	1266	13000482	9.7
	"2016"	"2016"	"35-44 years"	"35-44"	831	11434529	7.3
	"2016"	"2016"	"45-54 years"	"45-54"	523	11509151	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	367	10461883	3.5
	"2016"	"2016"	"65-74 years"	"65-74"	129	6866630	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	64	3401443	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1561916	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	42	1135812	3.7
	"2017"	"2017"	"1-4 years"	"1-4"	55	4578519	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	75	11532092	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1060	11997940	8.8
	"2017"	"2017"	"25-34 years"	"25-34"	1211	13231329	9.2
	"2017"	"2017"	"35-44 years"	"35-44"	787	11580589	6.8
	"2017"	"2017"	"45-54 years"	"45-54"	579	11452803	5.1
	"2017"	"2017"	"55-64 years"	"55-64"	393	10638404	3.7
	"2017"	"2017"	"65-74 years"	"65-74"	148	7129059	2.1
	"2017"	"2017"	"75-84 years"	"75-84"	48	3514830	1.4
	"2017"	"2017"	"85+ years"	"85+"	21	1598166	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), Jackson County, MO (29095), New York (36), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:51:34 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:51:34 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
