"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2005"	"2005"	"25-34 years"	"25-34"	1352	11174138	12.1
	"2005"	"2005"	"35-44 years"	"35-44"	852	11819646	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	539	10882211	5.0
	"2005"	"2005"	"55-64 years"	"55-64"	206	7534063	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	103	4498373	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	66	3075967	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1102434	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1147444	6.8
	"2006"	"2006"	"1-4 years"	"1-4"	104	4475633	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	115	11217874	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1724	11765609	14.7
	"2006"	"2006"	"25-34 years"	"25-34"	1317	11216689	11.7
	"2006"	"2006"	"35-44 years"	"35-44"	777	11771199	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	603	11101371	5.4
	"2006"	"2006"	"55-64 years"	"55-64"	260	7849451	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	95	4559773	2.1
	"2006"	"2006"	"75-84 years"	"75-84"	61	3079318	2.0
	"2006"	"2006"	"85+ years"	"85+"	27	1143150	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	74	1166732	6.3
	"2007"	"2007"	"1-4 years"	"1-4"	92	4488192	2.0
	"2007"	"2007"	"5-14 years"	"5-14"	80	11180528	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1599	11893222	13.4
	"2007"	"2007"	"25-34 years"	"25-34"	1274	11297004	11.3
	"2007"	"2007"	"35-44 years"	"35-44"	821	11665178	7.0
	"2007"	"2007"	"45-54 years"	"45-54"	512	11290988	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	232	8141521	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	98	4673923	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	49	3079848	1.6
	"2007"	"2007"	"85+ years"	"85+"	16	1188526	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	74	1172746	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	112	4524714	2.5
	"2008"	"2008"	"5-14 years"	"5-14"	98	11216584	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1485	12013223	12.4
	"2008"	"2008"	"25-34 years"	"25-34"	1251	11447883	10.9
	"2008"	"2008"	"35-44 years"	"35-44"	762	11551761	6.6
	"2008"	"2008"	"45-54 years"	"45-54"	519	11462980	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	274	8419503	3.3
	"2008"	"2008"	"65-74 years"	"65-74"	116	4861837	2.4
	"2008"	"2008"	"75-84 years"	"75-84"	53	3078359	1.7
	"2008"	"2008"	"85+ years"	"85+"	25	1231659	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	81	1133457	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	100	4557362	2.2
	"2009"	"2009"	"5-14 years"	"5-14"	85	11306373	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1459	12127199	12.0
	"2009"	"2009"	"25-34 years"	"25-34"	1130	11609224	9.7
	"2009"	"2009"	"35-44 years"	"35-44"	720	11428854	6.3
	"2009"	"2009"	"45-54 years"	"45-54"	523	11619324	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	271	8754348	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	120	5039568	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	57	3076670	1.9
	"2009"	"2009"	"85+ years"	"85+"	33	1277472	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	91	1117627	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	92	4557502	2.0
	"2010"	"2010"	"5-14 years"	"5-14"	68	11392724	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1346	12191535	11.0
	"2010"	"2010"	"25-34 years"	"25-34"	1130	11719542	9.6
	"2010"	"2010"	"35-44 years"	"35-44"	633	11368057	5.6
	"2010"	"2010"	"45-54 years"	"45-54"	495	11694766	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	259	9037617	2.9
	"2010"	"2010"	"65-74 years"	"65-74"	114	5161457	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	55	3091264	1.8
	"2010"	"2010"	"85+ years"	"85+"	25	1309791	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	75	1158688	6.5
	"2011"	"2011"	"1-4 years"	"1-4"	96	4563422	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	76	11426955	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1191	12253455	9.7
	"2011"	"2011"	"25-34 years"	"25-34"	1066	11953534	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	626	11332030	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	509	11697452	4.4
	"2011"	"2011"	"55-64 years"	"55-64"	256	9448180	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	119	5368278	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	56	3125784	1.8
	"2011"	"2011"	"85+ years"	"85+"	28	1374721	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	65	1145750	5.7
	"2012"	"2012"	"1-4 years"	"1-4"	71	4564973	1.6
	"2012"	"2012"	"5-14 years"	"5-14"	62	11452165	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1198	12321783	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1119	12138728	9.2
	"2012"	"2012"	"35-44 years"	"35-44"	683	11351249	6.0
	"2012"	"2012"	"45-54 years"	"45-54"	503	11648162	4.3
	"2012"	"2012"	"55-64 years"	"55-64"	285	9625840	3.0
	"2012"	"2012"	"65-74 years"	"65-74"	105	5723984	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	58	3159420	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1418442	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	77	1135122	6.8
	"2013"	"2013"	"1-4 years"	"1-4"	74	4546877	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	65	11489772	0.6
	"2013"	"2013"	"15-24 years"	"15-24"	1113	12282650	9.1
	"2013"	"2013"	"25-34 years"	"25-34"	1011	12365284	8.2
	"2013"	"2013"	"35-44 years"	"35-44"	664	11357861	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	506	11595860	4.4
	"2013"	"2013"	"55-64 years"	"55-64"	303	9844418	3.1
	"2013"	"2013"	"65-74 years"	"65-74"	127	6034698	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	75	3210053	2.3
	"2013"	"2013"	"85+ years"	"85+"	20	1455101	1.4
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	48	1142828	4.2
	"2014"	"2014"	"1-4 years"	"1-4"	78	4574393	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	55	11507697	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1057	12283284	8.6
	"2014"	"2014"	"25-34 years"	"25-34"	1036	12639012	8.2
	"2014"	"2014"	"35-44 years"	"35-44"	686	11432316	6.0
	"2014"	"2014"	"45-54 years"	"45-54"	492	11626427	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	307	10092543	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	123	6337538	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	65	3273319	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1494026	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	52	1151413	4.5
	"2015"	"2015"	"1-4 years"	"1-4"	78	4586836	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	58	11516017	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1152	12232079	9.4
	"2015"	"2015"	"25-34 years"	"25-34"	1182	12875464	9.2
	"2015"	"2015"	"35-44 years"	"35-44"	707	11492762	6.2
	"2015"	"2015"	"45-54 years"	"45-54"	540	11630615	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	318	10339525	3.1
	"2015"	"2015"	"65-74 years"	"65-74"	128	6632578	1.9
	"2015"	"2015"	"75-84 years"	"75-84"	67	3334855	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1530589	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	47	1151185	4.1
	"2016"	"2016"	"1-4 years"	"1-4"	82	4577838	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	57	11540243	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1175	12114934	9.7
	"2016"	"2016"	"25-34 years"	"25-34"	1251	13046518	9.6
	"2016"	"2016"	"35-44 years"	"35-44"	831	11464776	7.2
	"2016"	"2016"	"45-54 years"	"45-54"	516	11541787	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	367	10489495	3.5
	"2016"	"2016"	"65-74 years"	"65-74"	130	6886292	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	65	3407374	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1563715	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	44	1139580	3.9
	"2017"	"2017"	"1-4 years"	"1-4"	56	4591324	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	79	11555623	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1067	12030204	8.9
	"2017"	"2017"	"25-34 years"	"25-34"	1190	13278282	9.0
	"2017"	"2017"	"35-44 years"	"35-44"	776	11611498	6.7
	"2017"	"2017"	"45-54 years"	"45-54"	572	11486283	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	392	10667289	3.7
	"2017"	"2017"	"65-74 years"	"65-74"	146	7148558	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	49	3520874	1.4
	"2017"	"2017"	"85+ years"	"85+"	23	1599067	1.4
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), Duval County, FL (12031), New York (36), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:58:39 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:58:39 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
