"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2005"	"2005"	"65-74 years"	"65-74"	102	4495822	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	68	3077712	2.2
	"2005"	"2005"	"85+ years"	"85+"	21	1103004	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	79	1144057	6.9
	"2006"	"2006"	"1-4 years"	"1-4"	106	4462327	2.4
	"2006"	"2006"	"5-14 years"	"5-14"	112	11191533	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1739	11732675	14.8
	"2006"	"2006"	"25-34 years"	"25-34"	1311	11184250	11.7
	"2006"	"2006"	"35-44 years"	"35-44"	784	11735445	6.7
	"2006"	"2006"	"45-54 years"	"45-54"	597	11077393	5.4
	"2006"	"2006"	"55-64 years"	"55-64"	261	7834174	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	97	4555582	2.1
	"2006"	"2006"	"75-84 years"	"75-84"	63	3080351	2.0
	"2006"	"2006"	"85+ years"	"85+"	29	1143519	2.5
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	74	1163616	6.4
	"2007"	"2007"	"1-4 years"	"1-4"	93	4474277	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	80	11154205	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1594	11858742	13.4
	"2007"	"2007"	"25-34 years"	"25-34"	1269	11263205	11.3
	"2007"	"2007"	"35-44 years"	"35-44"	819	11629056	7.0
	"2007"	"2007"	"45-54 years"	"45-54"	512	11263970	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	231	8125115	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	98	4668574	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3080411	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1188621	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	75	1169982	6.4
	"2008"	"2008"	"1-4 years"	"1-4"	110	4511641	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	100	11190349	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1479	11979058	12.3
	"2008"	"2008"	"25-34 years"	"25-34"	1252	11413694	11.0
	"2008"	"2008"	"35-44 years"	"35-44"	765	11516616	6.6
	"2008"	"2008"	"45-54 years"	"45-54"	519	11433369	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	276	8402103	3.3
	"2008"	"2008"	"65-74 years"	"65-74"	115	4855288	2.4
	"2008"	"2008"	"75-84 years"	"75-84"	51	3078751	1.7
	"2008"	"2008"	"85+ years"	"85+"	26	1231471	2.1
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	80	1130587	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	99	4544122	2.2
	"2009"	"2009"	"5-14 years"	"5-14"	85	11280589	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1448	12093878	12.0
	"2009"	"2009"	"25-34 years"	"25-34"	1130	11574662	9.8
	"2009"	"2009"	"35-44 years"	"35-44"	714	11395223	6.3
	"2009"	"2009"	"45-54 years"	"45-54"	525	11587654	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	272	8736175	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	120	5031689	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	57	3076591	1.9
	"2009"	"2009"	"85+ years"	"85+"	34	1277327	2.7
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	92	1114700	8.3
	"2010"	"2010"	"1-4 years"	"1-4"	90	4544825	2.0
	"2010"	"2010"	"5-14 years"	"5-14"	69	11366572	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1342	12158372	11.0
	"2010"	"2010"	"25-34 years"	"25-34"	1132	11683984	9.7
	"2010"	"2010"	"35-44 years"	"35-44"	630	11334702	5.6
	"2010"	"2010"	"45-54 years"	"45-54"	498	11661631	4.3
	"2010"	"2010"	"55-64 years"	"55-64"	262	9018513	2.9
	"2010"	"2010"	"65-74 years"	"65-74"	113	5152467	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3090755	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1309564	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	74	1155576	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	94	4550987	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	76	11400852	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1192	12219783	9.8
	"2011"	"2011"	"25-34 years"	"25-34"	1074	11916057	9.0
	"2011"	"2011"	"35-44 years"	"35-44"	620	11299212	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	509	11663717	4.4
	"2011"	"2011"	"55-64 years"	"55-64"	256	9427849	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	120	5358111	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	55	3124665	1.8
	"2011"	"2011"	"85+ years"	"85+"	28	1373912	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1143194	5.5
	"2012"	"2012"	"1-4 years"	"1-4"	71	4552994	1.6
	"2012"	"2012"	"5-14 years"	"5-14"	64	11425555	0.6
	"2012"	"2012"	"15-24 years"	"15-24"	1205	12286436	9.8
	"2012"	"2012"	"25-34 years"	"25-34"	1113	12098763	9.2
	"2012"	"2012"	"35-44 years"	"35-44"	680	11319362	6.0
	"2012"	"2012"	"45-54 years"	"45-54"	494	11613421	4.3
	"2012"	"2012"	"55-64 years"	"55-64"	279	9604627	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	107	5711928	1.9
	"2012"	"2012"	"75-84 years"	"75-84"	59	3157135	1.9
	"2012"	"2012"	"85+ years"	"85+"	24	1417488	1.7
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	75	1131590	6.6
	"2013"	"2013"	"1-4 years"	"1-4"	74	4534057	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11463150	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1107	12248667	9.0
	"2013"	"2013"	"25-34 years"	"25-34"	1016	12321202	8.2
	"2013"	"2013"	"35-44 years"	"35-44"	667	11327590	5.9
	"2013"	"2013"	"45-54 years"	"45-54"	503	11560570	4.4
	"2013"	"2013"	"55-64 years"	"55-64"	300	9822424	3.1
	"2013"	"2013"	"65-74 years"	"65-74"	125	6020773	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	75	3207171	2.3
	"2013"	"2013"	"85+ years"	"85+"	20	1454126	1.4
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1139183	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	77	4560846	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	53	11480005	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1047	12248710	8.5
	"2014"	"2014"	"25-34 years"	"25-34"	1021	12591485	8.1
	"2014"	"2014"	"35-44 years"	"35-44"	689	11402102	6.0
	"2014"	"2014"	"45-54 years"	"45-54"	493	11590717	4.3
	"2014"	"2014"	"55-64 years"	"55-64"	302	10068833	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	124	6322340	2.0
	"2014"	"2014"	"75-84 years"	"75-84"	64	3269242	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1493015	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	50	1147394	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	78	4572265	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	62	11486969	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1146	12197638	9.4
	"2015"	"2015"	"25-34 years"	"25-34"	1196	12822667	9.3
	"2015"	"2015"	"35-44 years"	"35-44"	706	11461529	6.2
	"2015"	"2015"	"45-54 years"	"45-54"	549	11593316	4.7
	"2015"	"2015"	"55-64 years"	"55-64"	317	10313442	3.1
	"2015"	"2015"	"65-74 years"	"65-74"	130	6615568	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	67	3329763	2.0
	"2015"	"2015"	"85+ years"	"85+"	25	1529539	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1147181	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	80	4562399	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	56	11509424	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1190	12080966	9.9
	"2016"	"2016"	"25-34 years"	"25-34"	1269	12989509	9.8
	"2016"	"2016"	"35-44 years"	"35-44"	838	11431972	7.3
	"2016"	"2016"	"45-54 years"	"45-54"	514	11504010	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	362	10460236	3.5
	"2016"	"2016"	"65-74 years"	"65-74"	132	6867691	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3401719	1.9
	"2016"	"2016"	"85+ years"	"85+"	29	1562316	1.9
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	42	1134954	3.7
	"2017"	"2017"	"1-4 years"	"1-4"	58	4574788	1.3
	"2017"	"2017"	"5-14 years"	"5-14"	78	11523669	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1060	11996776	8.8
	"2017"	"2017"	"25-34 years"	"25-34"	1207	13218231	9.1
	"2017"	"2017"	"35-44 years"	"35-44"	788	11576769	6.8
	"2017"	"2017"	"45-54 years"	"45-54"	578	11447769	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	390	10635150	3.7
	"2017"	"2017"	"65-74 years"	"65-74"	146	7129452	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3514212	1.3
	"2017"	"2017"	"85+ years"	"85+"	22	1598075	1.4
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: Jefferson County, AL (01073), California (06), New York (36), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:48:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:48:08 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
