"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"15-24 years"	"15-24"	1610	10839382	14.9
	"2001"	"2001"	"25-34 years"	"25-34"	1780	11126735	16.0
	"2001"	"2001"	"35-44 years"	"35-44"	1418	11929368	11.9
	"2001"	"2001"	"45-54 years"	"45-54"	822	9926407	8.3
	"2001"	"2001"	"55-64 years"	"55-64"	335	6125718	5.5
	"2001"	"2001"	"65-74 years"	"65-74"	132	4321044	3.1
	"2001"	"2001"	"75-84 years"	"75-84"	79	2906730	2.7
	"2001"	"2001"	"85+ years"	"85+"	18	993364	Unreliable
	"2001"	"2001"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"2002"	"2002"	"< 1 year"	"1"	81	1122913	7.2
	"2002"	"2002"	"1-4 years"	"1-4"	101	4292621	2.4
	"2002"	"2002"	"5-14 years"	"5-14"	97	11341876	0.9
	"2002"	"2002"	"15-24 years"	"15-24"	1521	11035299	13.8
	"2002"	"2002"	"25-34 years"	"25-34"	1272	11124388	11.4
	"2002"	"2002"	"35-44 years"	"35-44"	872	11873128	7.3
	"2002"	"2002"	"45-54 years"	"45-54"	482	10101476	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	218	6510296	3.3
	"2002"	"2002"	"65-74 years"	"65-74"	86	4335583	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	71	2955503	2.4
	"2002"	"2002"	"85+ years"	"85+"	20	1006885	2.0
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	90	1133695	7.9
	"2003"	"2003"	"1-4 years"	"1-4"	108	4341505	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	97	11314114	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1642	11199939	14.7
	"2003"	"2003"	"25-34 years"	"25-34"	1293	11102510	11.6
	"2003"	"2003"	"35-44 years"	"35-44"	838	11810213	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	481	10333025	4.7
	"2003"	"2003"	"55-64 years"	"55-64"	200	6828692	2.9
	"2003"	"2003"	"65-74 years"	"65-74"	120	4372562	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	70	2991889	2.3
	"2003"	"2003"	"85+ years"	"85+"	26	1031885	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	72	1133932	6.3
	"2004"	"2004"	"1-4 years"	"1-4"	79	4400575	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	86	11239998	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1578	11356881	13.9
	"2004"	"2004"	"25-34 years"	"25-34"	1252	11088937	11.3
	"2004"	"2004"	"35-44 years"	"35-44"	757	11759206	6.4
	"2004"	"2004"	"45-54 years"	"45-54"	516	10543195	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	229	7136649	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	95	4411863	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3019663	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1049267	3.0
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	62	1130370	5.5
	"2005"	"2005"	"1-4 years"	"1-4"	107	4433334	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	83	11119131	0.7
	"2005"	"2005"	"15-24 years"	"15-24"	1612	11502650	14.0
	"2005"	"2005"	"25-34 years"	"25-34"	1317	11052065	11.9
	"2005"	"2005"	"35-44 years"	"35-44"	838	11693746	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	528	10762876	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	202	7453309	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	100	4453808	2.2
	"2005"	"2005"	"75-84 years"	"75-84"	65	3045569	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1091818	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1135054	6.9
	"2006"	"2006"	"1-4 years"	"1-4"	103	4428417	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	111	11105337	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1694	11640396	14.6
	"2006"	"2006"	"25-34 years"	"25-34"	1280	11092673	11.5
	"2006"	"2006"	"35-44 years"	"35-44"	759	11645832	6.5
	"2006"	"2006"	"45-54 years"	"45-54"	581	10979041	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	255	7764206	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	92	4513734	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3048691	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1132032	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	72	1154349	6.2
	"2007"	"2007"	"1-4 years"	"1-4"	92	4440501	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	79	11068750	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1546	11766858	13.1
	"2007"	"2007"	"25-34 years"	"25-34"	1240	11171517	11.1
	"2007"	"2007"	"35-44 years"	"35-44"	797	11541197	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	494	11166154	4.4
	"2007"	"2007"	"55-64 years"	"55-64"	227	8052422	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	96	4626650	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3049357	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1176874	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1160659	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	109	4477256	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	98	11105732	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1440	11886993	12.1
	"2008"	"2008"	"25-34 years"	"25-34"	1216	11321456	10.7
	"2008"	"2008"	"35-44 years"	"35-44"	746	11430591	6.5
	"2008"	"2008"	"45-54 years"	"45-54"	505	11336115	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	270	8326993	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	113	4812508	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	50	3048075	1.6
	"2008"	"2008"	"85+ years"	"85+"	25	1219434	2.1
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	79	1121537	7.0
	"2009"	"2009"	"1-4 years"	"1-4"	96	4509689	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11196109	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1417	12002006	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1098	11481446	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	697	11310447	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	514	11491425	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	268	8657949	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	119	4987883	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3046609	1.8
	"2009"	"2009"	"85+ years"	"85+"	33	1264956	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1105776	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	87	4509852	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	67	11282297	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1315	12067305	10.9
	"2010"	"2010"	"25-34 years"	"25-34"	1101	11590687	9.5
	"2010"	"2010"	"35-44 years"	"35-44"	620	11251109	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	487	11566398	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	254	8937852	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	110	5108194	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3061128	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1297021	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	73	1146178	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	93	4515796	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	76	11316600	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1163	12130843	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1042	11821499	8.8
	"2011"	"2011"	"35-44 years"	"35-44"	607	11217138	5.4
	"2011"	"2011"	"45-54 years"	"45-54"	501	11570704	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	252	9343685	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	118	5312854	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3095436	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1361057	2.1
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1133412	5.6
	"2012"	"2012"	"1-4 years"	"1-4"	70	4517115	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	62	11341154	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1175	12199244	9.6
	"2012"	"2012"	"25-34 years"	"25-34"	1085	12004017	9.0
	"2012"	"2012"	"35-44 years"	"35-44"	663	11236752	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	485	11523081	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	275	9519167	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	104	5664125	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	57	3128529	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1404298	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	75	1122825	6.7
	"2013"	"2013"	"1-4 years"	"1-4"	72	4499163	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11378586	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1079	12162190	8.9
	"2013"	"2013"	"25-34 years"	"25-34"	989	12226650	8.1
	"2013"	"2013"	"35-44 years"	"35-44"	650	11243885	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	492	11472343	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	294	9735820	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	5970830	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	73	3178901	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1440648	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1130429	4.1
	"2014"	"2014"	"1-4 years"	"1-4"	76	4526102	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	53	11395460	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1027	12163178	8.4
	"2014"	"2014"	"25-34 years"	"25-34"	1002	12496416	8.0
	"2014"	"2014"	"35-44 years"	"35-44"	668	11318196	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	481	11504176	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	297	9981506	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	121	6269758	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	64	3241130	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1479334	2.0
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	50	1138800	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	75	4537979	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	58	11402743	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1118	12113150	9.2
	"2015"	"2015"	"25-34 years"	"25-34"	1150	12727471	9.0
	"2015"	"2015"	"35-44 years"	"35-44"	689	11377430	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	528	11508419	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	309	10225494	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	128	6560747	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	66	3301803	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1515687	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1138423	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	79	4528177	1.7
	"2016"	"2016"	"5-14 years"	"5-14"	55	11425756	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1147	11997213	9.6
	"2016"	"2016"	"25-34 years"	"25-34"	1222	12894286	9.5
	"2016"	"2016"	"35-44 years"	"35-44"	811	11348780	7.1
	"2016"	"2016"	"45-54 years"	"45-54"	505	11420439	4.4
	"2016"	"2016"	"55-64 years"	"55-64"	356	10372444	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	127	6810491	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3373370	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1548523	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	41	1126497	3.6
	"2017"	"2017"	"1-4 years"	"1-4"	54	4541047	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	75	11439888	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1019	11913161	8.6
	"2017"	"2017"	"25-34 years"	"25-34"	1155	13122738	8.8
	"2017"	"2017"	"35-44 years"	"35-44"	757	11493648	6.6
	"2017"	"2017"	"45-54 years"	"45-54"	561	11365763	4.9
	"2017"	"2017"	"55-64 years"	"55-64"	381	10547643	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	141	7069984	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3485752	1.3
	"2017"	"2017"	"85+ years"	"85+"	21	1584527	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:39:51 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:39:51 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
