"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2004"	"2004"	"5-14 years"	"5-14"	86	11308930	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1584	11428092	13.9
	"2004"	"2004"	"25-34 years"	"25-34"	1255	11162152	11.2
	"2004"	"2004"	"35-44 years"	"35-44"	760	11829684	6.4
	"2004"	"2004"	"45-54 years"	"45-54"	517	10610672	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	229	7179337	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	97	4437401	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3038076	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1055915	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	64	1138275	5.6
	"2005"	"2005"	"1-4 years"	"1-4"	107	4463571	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	84	11188042	0.8
	"2005"	"2005"	"15-24 years"	"15-24"	1622	11574945	14.0
	"2005"	"2005"	"25-34 years"	"25-34"	1327	11125786	11.9
	"2005"	"2005"	"35-44 years"	"35-44"	842	11763650	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	528	10831886	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	202	7498426	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	100	4479572	2.2
	"2005"	"2005"	"75-84 years"	"75-84"	66	3063975	2.2
	"2005"	"2005"	"85+ years"	"85+"	21	1098662	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	79	1143064	6.9
	"2006"	"2006"	"1-4 years"	"1-4"	105	4458923	2.4
	"2006"	"2006"	"5-14 years"	"5-14"	112	11174810	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1708	11713080	14.6
	"2006"	"2006"	"25-34 years"	"25-34"	1286	11167343	11.5
	"2006"	"2006"	"35-44 years"	"35-44"	762	11715379	6.5
	"2006"	"2006"	"45-54 years"	"45-54"	586	11048579	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	255	7811733	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	92	4539806	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3067231	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1139222	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	72	1162579	6.2
	"2007"	"2007"	"1-4 years"	"1-4"	94	4471404	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	82	11138646	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1555	11839607	13.1
	"2007"	"2007"	"25-34 years"	"25-34"	1249	11247526	11.1
	"2007"	"2007"	"35-44 years"	"35-44"	804	11609837	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	501	11236025	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	228	8102194	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	97	4653333	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	47	3067856	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1184365	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	75	1168872	6.4
	"2008"	"2008"	"1-4 years"	"1-4"	109	4508601	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	99	11176929	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1457	11960310	12.2
	"2008"	"2008"	"25-34 years"	"25-34"	1233	11399001	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	748	11498228	6.5
	"2008"	"2008"	"45-54 years"	"45-54"	508	11406504	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	271	8378507	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	114	4839923	2.4
	"2008"	"2008"	"75-84 years"	"75-84"	51	3066435	1.7
	"2008"	"2008"	"85+ years"	"85+"	25	1227049	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	80	1129557	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	96	4541468	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	86	11268622	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1428	12075870	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1103	11561160	9.5
	"2009"	"2009"	"35-44 years"	"35-44"	707	11377724	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	517	11561922	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	270	8711816	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	119	5015985	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3064956	1.8
	"2009"	"2009"	"85+ years"	"85+"	33	1272878	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1113835	8.1
	"2010"	"2010"	"1-4 years"	"1-4"	88	4541874	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	67	11355968	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1331	12141443	11.0
	"2010"	"2010"	"25-34 years"	"25-34"	1115	11671880	9.6
	"2010"	"2010"	"35-44 years"	"35-44"	625	11318135	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	490	11636876	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	255	8993500	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	110	5136677	2.1
	"2010"	"2010"	"75-84 years"	"75-84"	52	3079442	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1305099	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	73	1154507	6.3
	"2011"	"2011"	"1-4 years"	"1-4"	93	4548076	2.0
	"2011"	"2011"	"5-14 years"	"5-14"	77	11391615	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1173	12203745	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1056	11905361	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	616	11284432	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	503	11641046	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	253	9402584	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	119	5342243	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3113592	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1369450	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1141882	5.5
	"2012"	"2012"	"1-4 years"	"1-4"	70	4550081	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	62	11417457	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1191	12271743	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1096	12089293	9.1
	"2012"	"2012"	"35-44 years"	"35-44"	670	11304595	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	489	11592786	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	278	9579042	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	104	5695801	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	57	3146682	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1412797	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	77	1131160	6.8
	"2013"	"2013"	"1-4 years"	"1-4"	73	4531640	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11455278	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1093	12234232	8.9
	"2013"	"2013"	"25-34 years"	"25-34"	1007	12313680	8.2
	"2013"	"2013"	"35-44 years"	"35-44"	658	11313163	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	497	11541824	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	295	9797376	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	127	6004503	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	74	3196949	2.3
	"2013"	"2013"	"85+ years"	"85+"	20	1449292	1.4
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1138885	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	76	4558953	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	54	11472927	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1039	12235691	8.5
	"2014"	"2014"	"25-34 years"	"25-34"	1012	12583924	8.0
	"2014"	"2014"	"35-44 years"	"35-44"	673	11388217	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	484	11573316	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	301	10044331	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	121	6305335	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	66	3259222	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1488128	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1147315	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	77	4571227	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	58	11481076	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1129	12186627	9.3
	"2015"	"2015"	"25-34 years"	"25-34"	1172	12814555	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	694	11449036	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	537	11577114	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	313	10289857	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	128	6598392	1.9
	"2015"	"2015"	"75-84 years"	"75-84"	66	3320096	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1524492	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	47	1147179	4.1
	"2016"	"2016"	"1-4 years"	"1-4"	80	4561983	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	55	11503910	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1152	12071108	9.5
	"2016"	"2016"	"25-34 years"	"25-34"	1229	12981465	9.5
	"2016"	"2016"	"35-44 years"	"35-44"	817	11421277	7.2
	"2016"	"2016"	"45-54 years"	"45-54"	510	11488525	4.4
	"2016"	"2016"	"55-64 years"	"55-64"	359	10437608	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	128	6850467	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3391863	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1557512	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	43	1135195	3.8
	"2017"	"2017"	"1-4 years"	"1-4"	54	4575137	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	75	11518798	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1028	11987097	8.6
	"2017"	"2017"	"25-34 years"	"25-34"	1162	13210729	8.8
	"2017"	"2017"	"35-44 years"	"35-44"	763	11567587	6.6
	"2017"	"2017"	"45-54 years"	"45-54"	562	11432924	4.9
	"2017"	"2017"	"55-64 years"	"55-64"	382	10613448	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	144	7112650	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3505102	1.3
	"2017"	"2017"	"85+ years"	"85+"	21	1593601	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), Douglas County, NE (31055), New York (36), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:52:40 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:52:40 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
