"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2005"	"2005"	"45-54 years"	"45-54"	533	10869201	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	205	7518266	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	100	4484877	2.2
	"2005"	"2005"	"75-84 years"	"75-84"	65	3064684	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1098347	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	79	1147378	6.9
	"2006"	"2006"	"1-4 years"	"1-4"	103	4476566	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	111	11216523	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1702	11748071	14.5
	"2006"	"2006"	"25-34 years"	"25-34"	1284	11219498	11.4
	"2006"	"2006"	"35-44 years"	"35-44"	766	11780417	6.5
	"2006"	"2006"	"45-54 years"	"45-54"	584	11091080	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	256	7834115	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	92	4547366	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3069157	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1139280	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	74	1166981	6.3
	"2007"	"2007"	"1-4 years"	"1-4"	93	4491091	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	80	11186841	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1556	11879148	13.1
	"2007"	"2007"	"25-34 years"	"25-34"	1249	11301429	11.1
	"2007"	"2007"	"35-44 years"	"35-44"	798	11680789	6.8
	"2007"	"2007"	"45-54 years"	"45-54"	499	11284027	4.4
	"2007"	"2007"	"55-64 years"	"55-64"	230	8128077	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	97	4662482	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3070486	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1184885	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1173375	6.2
	"2008"	"2008"	"1-4 years"	"1-4"	111	4529666	2.5
	"2008"	"2008"	"5-14 years"	"5-14"	99	11229847	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1453	12004107	12.1
	"2008"	"2008"	"25-34 years"	"25-34"	1226	11455543	10.7
	"2008"	"2008"	"35-44 years"	"35-44"	752	11573983	6.5
	"2008"	"2008"	"45-54 years"	"45-54"	509	11459378	4.4
	"2008"	"2008"	"55-64 years"	"55-64"	271	8406989	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	113	4851577	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	50	3069918	1.6
	"2008"	"2008"	"85+ years"	"85+"	25	1227921	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	80	1134000	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	96	4562510	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11325368	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1424	12123394	11.7
	"2009"	"2009"	"25-34 years"	"25-34"	1102	11617503	9.5
	"2009"	"2009"	"35-44 years"	"35-44"	698	11455435	6.1
	"2009"	"2009"	"45-54 years"	"45-54"	522	11619465	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	271	8742883	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	119	5030068	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	57	3069110	1.9
	"2009"	"2009"	"85+ years"	"85+"	33	1273944	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1118327	8.0
	"2010"	"2010"	"1-4 years"	"1-4"	88	4562796	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	67	11414508	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1322	12191465	10.8
	"2010"	"2010"	"25-34 years"	"25-34"	1109	11727613	9.5
	"2010"	"2010"	"35-44 years"	"35-44"	620	11397217	5.4
	"2010"	"2010"	"45-54 years"	"45-54"	492	11697345	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	256	9026449	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	110	5152585	2.1
	"2010"	"2010"	"75-84 years"	"75-84"	52	3083932	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1306375	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	74	1158872	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	93	4568779	2.0
	"2011"	"2011"	"5-14 years"	"5-14"	77	11452862	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1170	12256987	9.5
	"2011"	"2011"	"25-34 years"	"25-34"	1048	11962004	8.8
	"2011"	"2011"	"35-44 years"	"35-44"	611	11365891	5.4
	"2011"	"2011"	"45-54 years"	"45-54"	506	11705892	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	253	9438743	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	118	5360922	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3119350	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1371268	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	65	1146005	5.7
	"2012"	"2012"	"1-4 years"	"1-4"	70	4569539	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	62	11480602	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1178	12328798	9.6
	"2012"	"2012"	"25-34 years"	"25-34"	1094	12146348	9.0
	"2012"	"2012"	"35-44 years"	"35-44"	670	11387906	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	487	11661330	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	277	9617598	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	104	5716903	1.8
	"2012"	"2012"	"75-84 years"	"75-84"	58	3153057	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1414959	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	76	1135391	6.7
	"2013"	"2013"	"1-4 years"	"1-4"	72	4551521	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11520160	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1087	12294544	8.8
	"2013"	"2013"	"25-34 years"	"25-34"	996	12370439	8.1
	"2013"	"2013"	"35-44 years"	"35-44"	656	11397191	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	494	11613889	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	299	9838470	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	6028006	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	74	3204602	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1451917	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1143104	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	76	4578430	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	53	11539223	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1038	12298420	8.4
	"2014"	"2014"	"25-34 years"	"25-34"	1007	12643573	8.0
	"2014"	"2014"	"35-44 years"	"35-44"	672	11473612	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	484	11649012	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	298	10088827	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	124	6331166	2.0
	"2014"	"2014"	"75-84 years"	"75-84"	65	3267926	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1491083	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1151725	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	77	4590259	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	59	11548394	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1125	12252151	9.2
	"2015"	"2015"	"25-34 years"	"25-34"	1157	12877875	9.0
	"2015"	"2015"	"35-44 years"	"35-44"	692	11534668	6.0
	"2015"	"2015"	"45-54 years"	"45-54"	532	11657023	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	310	10338079	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	129	6626115	1.9
	"2015"	"2015"	"75-84 years"	"75-84"	66	3329725	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1527907	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	47	1151449	4.1
	"2016"	"2016"	"1-4 years"	"1-4"	81	4581591	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	56	11572737	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1157	12136982	9.5
	"2016"	"2016"	"25-34 years"	"25-34"	1228	13047986	9.4
	"2016"	"2016"	"35-44 years"	"35-44"	817	11507321	7.1
	"2016"	"2016"	"45-54 years"	"45-54"	510	11572995	4.4
	"2016"	"2016"	"55-64 years"	"55-64"	358	10489742	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	127	6879846	1.8
	"2016"	"2016"	"75-84 years"	"75-84"	64	3402822	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1561222	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	41	1139645	3.6
	"2017"	"2017"	"1-4 years"	"1-4"	54	4595302	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	76	11587484	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1024	12054670	8.5
	"2017"	"2017"	"25-34 years"	"25-34"	1166	13281502	8.8
	"2017"	"2017"	"35-44 years"	"35-44"	759	11654297	6.5
	"2017"	"2017"	"45-54 years"	"45-54"	564	11520360	4.9
	"2017"	"2017"	"55-64 years"	"55-64"	382	10668874	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	143	7145452	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	49	3517531	1.4
	"2017"	"2017"	"85+ years"	"85+"	21	1597734	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Wake County, NC (37183), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:59:13 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:59:13 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
