"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"2002"	"2002"	"< 1 year"	"1"	81	1134912	7.1
	"2002"	"2002"	"1-4 years"	"1-4"	101	4336413	2.3
	"2002"	"2002"	"5-14 years"	"5-14"	100	11445085	0.9
	"2002"	"2002"	"15-24 years"	"15-24"	1544	11132543	13.9
	"2002"	"2002"	"25-34 years"	"25-34"	1295	11259215	11.5
	"2002"	"2002"	"35-44 years"	"35-44"	885	11999312	7.4
	"2002"	"2002"	"45-54 years"	"45-54"	488	10200870	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	218	6568065	3.3
	"2002"	"2002"	"65-74 years"	"65-74"	87	4368317	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	72	2977270	2.4
	"2002"	"2002"	"85+ years"	"85+"	20	1014388	2.0
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	90	1145752	7.9
	"2003"	"2003"	"1-4 years"	"1-4"	110	4387617	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	97	11419504	0.8
	"2003"	"2003"	"15-24 years"	"15-24"	1670	11298388	14.8
	"2003"	"2003"	"25-34 years"	"25-34"	1316	11238798	11.7
	"2003"	"2003"	"35-44 years"	"35-44"	852	11938014	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	483	10435490	4.6
	"2003"	"2003"	"55-64 years"	"55-64"	202	6890800	2.9
	"2003"	"2003"	"65-74 years"	"65-74"	120	4405848	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	71	3014334	2.4
	"2003"	"2003"	"85+ years"	"85+"	26	1039475	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	73	1146204	6.4
	"2004"	"2004"	"1-4 years"	"1-4"	82	4448144	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	86	11347932	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1600	11458666	14.0
	"2004"	"2004"	"25-34 years"	"25-34"	1281	11225807	11.4
	"2004"	"2004"	"35-44 years"	"35-44"	765	11889182	6.4
	"2004"	"2004"	"45-54 years"	"45-54"	521	10648694	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	232	7202958	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	96	4446042	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	64	3042388	2.1
	"2004"	"2004"	"85+ years"	"85+"	32	1057098	3.0
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	64	1143027	5.6
	"2005"	"2005"	"1-4 years"	"1-4"	108	4482911	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	83	11230282	0.7
	"2005"	"2005"	"15-24 years"	"15-24"	1638	11609187	14.1
	"2005"	"2005"	"25-34 years"	"25-34"	1340	11190441	12.0
	"2005"	"2005"	"35-44 years"	"35-44"	858	11827449	7.3
	"2005"	"2005"	"45-54 years"	"45-54"	538	10872223	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	205	7523927	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	102	4489167	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	65	3068796	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1099967	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1148379	6.8
	"2006"	"2006"	"1-4 years"	"1-4"	105	4479444	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	115	11220693	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1720	11752930	14.6
	"2006"	"2006"	"25-34 years"	"25-34"	1300	11234935	11.6
	"2006"	"2006"	"35-44 years"	"35-44"	779	11784239	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	587	11092635	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	259	7839299	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	93	4550956	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3072633	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1140777	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	72	1168142	6.2
	"2007"	"2007"	"1-4 years"	"1-4"	92	4493105	2.0
	"2007"	"2007"	"5-14 years"	"5-14"	82	11188747	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1569	11883305	13.2
	"2007"	"2007"	"25-34 years"	"25-34"	1265	11318236	11.2
	"2007"	"2007"	"35-44 years"	"35-44"	807	11683838	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	502	11284543	4.4
	"2007"	"2007"	"55-64 years"	"55-64"	233	8131404	2.9
	"2007"	"2007"	"65-74 years"	"65-74"	98	4665696	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	46	3073675	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1186115	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1174502	6.2
	"2008"	"2008"	"1-4 years"	"1-4"	111	4531289	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	100	11228906	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1472	12007876	12.3
	"2008"	"2008"	"25-34 years"	"25-34"	1241	11472791	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	752	11575191	6.5
	"2008"	"2008"	"45-54 years"	"45-54"	516	11458075	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	273	8409579	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	115	4853831	2.4
	"2008"	"2008"	"75-84 years"	"75-84"	50	3072683	1.6
	"2008"	"2008"	"85+ years"	"85+"	26	1229080	2.1
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	79	1135088	7.0
	"2009"	"2009"	"1-4 years"	"1-4"	97	4564518	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11322271	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1447	12126125	11.9
	"2009"	"2009"	"25-34 years"	"25-34"	1109	11635239	9.5
	"2009"	"2009"	"35-44 years"	"35-44"	705	11455958	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	516	11616628	4.4
	"2009"	"2009"	"55-64 years"	"55-64"	270	8744681	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	119	5031643	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	57	3071460	1.9
	"2009"	"2009"	"85+ years"	"85+"	34	1275149	2.7
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	90	1119455	8.0
	"2010"	"2010"	"1-4 years"	"1-4"	90	4564643	2.0
	"2010"	"2010"	"5-14 years"	"5-14"	68	11410683	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1338	12192289	11.0
	"2010"	"2010"	"25-34 years"	"25-34"	1121	11744857	9.5
	"2010"	"2010"	"35-44 years"	"35-44"	625	11396829	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	494	11693383	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	257	9027652	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	111	5153753	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3086093	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1307610	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	74	1160231	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	97	4571734	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	76	11448798	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1179	12255764	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1056	11979881	8.8
	"2011"	"2011"	"35-44 years"	"35-44"	624	11365140	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	505	11700401	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	255	9439400	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	119	5361244	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3121207	1.7
	"2011"	"2011"	"85+ years"	"85+"	28	1372363	2.0
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	64	1147432	5.6
	"2012"	"2012"	"1-4 years"	"1-4"	70	4573535	1.5
	"2012"	"2012"	"5-14 years"	"5-14"	63	11476501	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1194	12327890	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1100	12165370	9.0
	"2012"	"2012"	"35-44 years"	"35-44"	678	11387465	6.0
	"2012"	"2012"	"45-54 years"	"45-54"	491	11655287	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	277	9618469	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	106	5717139	1.9
	"2012"	"2012"	"75-84 years"	"75-84"	57	3154671	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1416166	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	77	1136912	6.8
	"2013"	"2013"	"1-4 years"	"1-4"	73	4555666	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11516115	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1106	12293674	9.0
	"2013"	"2013"	"25-34 years"	"25-34"	1004	12389983	8.1
	"2013"	"2013"	"35-44 years"	"35-44"	656	11397460	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	499	11607408	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	298	9838854	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	6028044	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	73	3205607	2.3
	"2013"	"2013"	"85+ years"	"85+"	20	1453095	1.4
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1144561	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	76	4582643	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	53	11534943	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1040	12297357	8.5
	"2014"	"2014"	"25-34 years"	"25-34"	1020	12663597	8.1
	"2014"	"2014"	"35-44 years"	"35-44"	676	11472518	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	486	11642198	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	299	10088519	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	124	6331068	2.0
	"2014"	"2014"	"75-84 years"	"75-84"	66	3268585	2.0
	"2014"	"2014"	"85+ years"	"85+"	30	1492235	2.0
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	50	1153171	4.3
	"2015"	"2015"	"1-4 years"	"1-4"	75	4594752	1.6
	"2015"	"2015"	"5-14 years"	"5-14"	59	11543807	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1138	12249330	9.3
	"2015"	"2015"	"25-34 years"	"25-34"	1173	12898466	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	701	11533369	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	535	11649688	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	310	10336403	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	129	6625621	1.9
	"2015"	"2015"	"75-84 years"	"75-84"	66	3330146	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1529040	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	47	1153309	4.1
	"2016"	"2016"	"1-4 years"	"1-4"	81	4585017	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	55	11567911	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1166	12134292	9.6
	"2016"	"2016"	"25-34 years"	"25-34"	1255	13071036	9.6
	"2016"	"2016"	"35-44 years"	"35-44"	823	11505700	7.2
	"2016"	"2016"	"45-54 years"	"45-54"	516	11564783	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	357	10486870	3.4
	"2016"	"2016"	"65-74 years"	"65-74"	129	6878613	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	64	3402852	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1562354	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	43	1141555	3.8
	"2017"	"2017"	"1-4 years"	"1-4"	56	4598424	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	76	11582761	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1048	12051715	8.7
	"2017"	"2017"	"25-34 years"	"25-34"	1178	13304944	8.9
	"2017"	"2017"	"35-44 years"	"35-44"	776	11652586	6.7
	"2017"	"2017"	"45-54 years"	"45-54"	569	11512311	4.9
	"2017"	"2017"	"55-64 years"	"55-64"	387	10665362	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	143	7142512	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3516991	1.3
	"2017"	"2017"	"85+ years"	"85+"	21	1598324	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Mecklenburg County, NC (37119), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:54:29 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:54:29 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
