"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"5-14 years"	"5-14"	79	11400593	0.7
	"2001"	"2001"	"15-24 years"	"15-24"	1631	10927034	14.9
	"2001"	"2001"	"25-34 years"	"25-34"	1799	11226250	16.0
	"2001"	"2001"	"35-44 years"	"35-44"	1430	12021382	11.9
	"2001"	"2001"	"45-54 years"	"45-54"	831	10004875	8.3
	"2001"	"2001"	"55-64 years"	"55-64"	340	6171611	5.5
	"2001"	"2001"	"65-74 years"	"65-74"	134	4354099	3.1
	"2001"	"2001"	"75-84 years"	"75-84"	81	2929014	2.8
	"2001"	"2001"	"85+ years"	"85+"	19	1001400	Unreliable
	"2001"	"2001"	"Not Stated"	"NS"	13	Not Applicable	Not Applicable
	"2002"	"2002"	"< 1 year"	"1"	81	1131593	7.2
	"2002"	"2002"	"1-4 years"	"1-4"	101	4323368	2.3
	"2002"	"2002"	"5-14 years"	"5-14"	98	11410054	0.9
	"2002"	"2002"	"15-24 years"	"15-24"	1543	11121626	13.9
	"2002"	"2002"	"25-34 years"	"25-34"	1291	11224249	11.5
	"2002"	"2002"	"35-44 years"	"35-44"	886	11962878	7.4
	"2002"	"2002"	"45-54 years"	"45-54"	489	10180870	4.8
	"2002"	"2002"	"55-64 years"	"55-64"	219	6558740	3.3
	"2002"	"2002"	"65-74 years"	"65-74"	86	4368317	2.0
	"2002"	"2002"	"75-84 years"	"75-84"	71	2977763	2.4
	"2002"	"2002"	"85+ years"	"85+"	20	1014725	2.0
	"2002"	"2002"	"Not Stated"	"NS"	15	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	91	1142245	8.0
	"2003"	"2003"	"1-4 years"	"1-4"	108	4373270	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	97	11382202	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1665	11286354	14.8
	"2003"	"2003"	"25-34 years"	"25-34"	1311	11202733	11.7
	"2003"	"2003"	"35-44 years"	"35-44"	845	11898837	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	495	10413390	4.8
	"2003"	"2003"	"55-64 years"	"55-64"	204	6879229	3.0
	"2003"	"2003"	"65-74 years"	"65-74"	121	4405064	2.7
	"2003"	"2003"	"75-84 years"	"75-84"	70	3014242	2.3
	"2003"	"2003"	"85+ years"	"85+"	27	1039694	2.6
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	73	1142610	6.4
	"2004"	"2004"	"1-4 years"	"1-4"	79	4433012	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	87	11308136	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1596	11444529	13.9
	"2004"	"2004"	"25-34 years"	"25-34"	1272	11190450	11.4
	"2004"	"2004"	"35-44 years"	"35-44"	766	11847069	6.5
	"2004"	"2004"	"45-54 years"	"45-54"	521	10624467	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	233	7189388	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	96	4444090	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	65	3042252	2.1
	"2004"	"2004"	"85+ years"	"85+"	31	1057176	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	63	1139067	5.5
	"2005"	"2005"	"1-4 years"	"1-4"	108	4466231	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	85	11187316	0.8
	"2005"	"2005"	"15-24 years"	"15-24"	1654	11591640	14.3
	"2005"	"2005"	"25-34 years"	"25-34"	1335	11154799	12.0
	"2005"	"2005"	"35-44 years"	"35-44"	852	11781260	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	542	10845179	5.0
	"2005"	"2005"	"55-64 years"	"55-64"	207	7508629	2.8
	"2005"	"2005"	"65-74 years"	"65-74"	101	4486125	2.3
	"2005"	"2005"	"75-84 years"	"75-84"	65	3068190	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1100027	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	78	1144244	6.8
	"2006"	"2006"	"1-4 years"	"1-4"	104	4461362	2.3
	"2006"	"2006"	"5-14 years"	"5-14"	112	11174125	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1718	11730463	14.6
	"2006"	"2006"	"25-34 years"	"25-34"	1307	11197750	11.7
	"2006"	"2006"	"35-44 years"	"35-44"	771	11733017	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	590	11062329	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	258	7822129	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	94	4546103	2.1
	"2006"	"2006"	"75-84 years"	"75-84"	59	3071105	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1140383	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	74	1163979	6.4
	"2007"	"2007"	"1-4 years"	"1-4"	93	4473801	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	79	11138063	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1572	11858227	13.3
	"2007"	"2007"	"25-34 years"	"25-34"	1260	11279086	11.2
	"2007"	"2007"	"35-44 years"	"35-44"	809	11628077	7.0
	"2007"	"2007"	"45-54 years"	"45-54"	503	11249925	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	228	8112442	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	98	4659380	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	48	3071276	1.6
	"2007"	"2007"	"85+ years"	"85+"	16	1185404	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	74	1170138	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	111	4511441	2.5
	"2008"	"2008"	"5-14 years"	"5-14"	99	11175716	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1469	11978747	12.3
	"2008"	"2008"	"25-34 years"	"25-34"	1233	11431398	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	761	11516831	6.6
	"2008"	"2008"	"45-54 years"	"45-54"	511	11420707	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	273	8389456	3.3
	"2008"	"2008"	"65-74 years"	"65-74"	113	4846037	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	50	3070038	1.6
	"2008"	"2008"	"85+ years"	"85+"	25	1227952	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	80	1130587	7.1
	"2009"	"2009"	"1-4 years"	"1-4"	96	4544517	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	87	11266989	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1446	12095109	12.0
	"2009"	"2009"	"25-34 years"	"25-34"	1111	11593814	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	705	11396391	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	528	11576330	4.6
	"2009"	"2009"	"55-64 years"	"55-64"	272	8723056	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	122	5022211	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3068335	1.8
	"2009"	"2009"	"85+ years"	"85+"	33	1273725	2.6
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	91	1114989	8.2
	"2010"	"2010"	"1-4 years"	"1-4"	87	4545330	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	70	11353814	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1334	12160783	11.0
	"2010"	"2010"	"25-34 years"	"25-34"	1121	11704088	9.6
	"2010"	"2010"	"35-44 years"	"35-44"	626	11336887	5.5
	"2010"	"2010"	"45-54 years"	"45-54"	490	11651537	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	256	9005126	2.8
	"2010"	"2010"	"65-74 years"	"65-74"	111	5143187	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3082598	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1305961	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	74	1155763	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	93	4551469	2.0
	"2011"	"2011"	"5-14 years"	"5-14"	76	11390117	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1182	12221877	9.7
	"2011"	"2011"	"25-34 years"	"25-34"	1053	11938619	8.8
	"2011"	"2011"	"35-44 years"	"35-44"	612	11303289	5.4
	"2011"	"2011"	"45-54 years"	"45-54"	503	11655245	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	258	9414865	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	120	5348690	2.2
	"2011"	"2011"	"75-84 years"	"75-84"	53	3116973	1.7
	"2011"	"2011"	"85+ years"	"85+"	31	1370358	2.3
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	64	1142876	5.6
	"2012"	"2012"	"1-4 years"	"1-4"	71	4553401	1.6
	"2012"	"2012"	"5-14 years"	"5-14"	63	11416903	0.6
	"2012"	"2012"	"15-24 years"	"15-24"	1193	12290127	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1111	12125410	9.2
	"2012"	"2012"	"35-44 years"	"35-44"	671	11324790	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	492	11607181	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	281	9592335	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	106	5702514	1.9
	"2012"	"2012"	"75-84 years"	"75-84"	58	3150020	1.8
	"2012"	"2012"	"85+ years"	"85+"	23	1413632	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	75	1132561	6.6
	"2013"	"2013"	"1-4 years"	"1-4"	74	4535430	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	61	11455227	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1088	12251770	8.9
	"2013"	"2013"	"25-34 years"	"25-34"	1004	12351569	8.1
	"2013"	"2013"	"35-44 years"	"35-44"	654	11334355	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	497	11556373	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	298	9811157	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	124	6011521	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	73	3200248	2.3
	"2013"	"2013"	"85+ years"	"85+"	19	1450232	Unreliable
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1140223	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	76	4562776	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	53	11472992	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1045	12252684	8.5
	"2014"	"2014"	"25-34 years"	"25-34"	1013	12624206	8.0
	"2014"	"2014"	"35-44 years"	"35-44"	678	11410149	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	484	11588153	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	300	10058588	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	122	6312534	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	65	3262601	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1489126	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1148909	4.4
	"2015"	"2015"	"1-4 years"	"1-4"	76	4575208	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	60	11480563	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1147	12202905	9.4
	"2015"	"2015"	"25-34 years"	"25-34"	1169	12858939	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	697	11471018	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	534	11592418	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	314	10304089	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	129	6605682	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	66	3323276	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1525605	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1148852	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	79	4565021	1.7
	"2016"	"2016"	"5-14 years"	"5-14"	56	11503943	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1171	12087272	9.7
	"2016"	"2016"	"25-34 years"	"25-34"	1247	13028866	9.6
	"2016"	"2016"	"35-44 years"	"35-44"	825	11442081	7.2
	"2016"	"2016"	"45-54 years"	"45-54"	513	11503770	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	365	10451734	3.5
	"2016"	"2016"	"65-74 years"	"65-74"	129	6857371	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	63	3395051	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1558351	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	43	1136729	3.8
	"2017"	"2017"	"1-4 years"	"1-4"	56	4577528	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	81	11517871	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1061	12002204	8.8
	"2017"	"2017"	"25-34 years"	"25-34"	1176	13261144	8.9
	"2017"	"2017"	"35-44 years"	"35-44"	773	11588005	6.7
	"2017"	"2017"	"45-54 years"	"45-54"	573	11448491	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	384	10627172	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	142	7119839	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	47	3508353	1.3
	"2017"	"2017"	"85+ years"	"85+"	21	1594555	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Davidson County, TN (47037), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:56:50 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:56:50 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
