"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2003"	"2003"	"< 1 year"	"1"	91	1140817	8.0
	"2003"	"2003"	"1-4 years"	"1-4"	109	4370521	2.5
	"2003"	"2003"	"5-14 years"	"5-14"	97	11388790	0.9
	"2003"	"2003"	"15-24 years"	"15-24"	1657	11277409	14.7
	"2003"	"2003"	"25-34 years"	"25-34"	1300	11173405	11.6
	"2003"	"2003"	"35-44 years"	"35-44"	843	11889737	7.1
	"2003"	"2003"	"45-54 years"	"45-54"	491	10412701	4.7
	"2003"	"2003"	"55-64 years"	"55-64"	201	6884988	2.9
	"2003"	"2003"	"65-74 years"	"65-74"	124	4411920	2.8
	"2003"	"2003"	"75-84 years"	"75-84"	70	3020496	2.3
	"2003"	"2003"	"85+ years"	"85+"	26	1040987	2.5
	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"1"	73	1141118	6.4
	"2004"	"2004"	"1-4 years"	"1-4"	80	4428983	1.8
	"2004"	"2004"	"5-14 years"	"5-14"	86	11313443	0.8
	"2004"	"2004"	"15-24 years"	"15-24"	1590	11433879	13.9
	"2004"	"2004"	"25-34 years"	"25-34"	1269	11158820	11.4
	"2004"	"2004"	"35-44 years"	"35-44"	762	11837038	6.4
	"2004"	"2004"	"45-54 years"	"45-54"	524	10623402	4.9
	"2004"	"2004"	"55-64 years"	"55-64"	229	7195102	3.2
	"2004"	"2004"	"65-74 years"	"65-74"	98	4451226	2.2
	"2004"	"2004"	"75-84 years"	"75-84"	68	3048309	2.2
	"2004"	"2004"	"85+ years"	"85+"	31	1058559	2.9
	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"1"	63	1137244	5.5
	"2005"	"2005"	"1-4 years"	"1-4"	108	4461390	2.4
	"2005"	"2005"	"5-14 years"	"5-14"	83	11191333	0.7
	"2005"	"2005"	"15-24 years"	"15-24"	1621	11578541	14.0
	"2005"	"2005"	"25-34 years"	"25-34"	1332	11121511	12.0
	"2005"	"2005"	"35-44 years"	"35-44"	844	11769824	7.2
	"2005"	"2005"	"45-54 years"	"45-54"	531	10843320	4.9
	"2005"	"2005"	"55-64 years"	"55-64"	206	7513757	2.7
	"2005"	"2005"	"65-74 years"	"65-74"	101	4492788	2.2
	"2005"	"2005"	"75-84 years"	"75-84"	65	3074386	2.1
	"2005"	"2005"	"85+ years"	"85+"	21	1101561	1.9
	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"1"	81	1141898	7.1
	"2006"	"2006"	"1-4 years"	"1-4"	106	4455718	2.4
	"2006"	"2006"	"5-14 years"	"5-14"	112	11176206	1.0
	"2006"	"2006"	"15-24 years"	"15-24"	1707	11715521	14.6
	"2006"	"2006"	"25-34 years"	"25-34"	1292	11161221	11.6
	"2006"	"2006"	"35-44 years"	"35-44"	773	11719887	6.6
	"2006"	"2006"	"45-54 years"	"45-54"	586	11059723	5.3
	"2006"	"2006"	"55-64 years"	"55-64"	259	7826473	3.3
	"2006"	"2006"	"65-74 years"	"65-74"	92	4552794	2.0
	"2006"	"2006"	"75-84 years"	"75-84"	59	3077485	1.9
	"2006"	"2006"	"85+ years"	"85+"	27	1142107	2.4
	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"1"	72	1161418	6.2
	"2007"	"2007"	"1-4 years"	"1-4"	93	4467183	2.1
	"2007"	"2007"	"5-14 years"	"5-14"	79	11138926	0.7
	"2007"	"2007"	"15-24 years"	"15-24"	1559	11841135	13.2
	"2007"	"2007"	"25-34 years"	"25-34"	1254	11239388	11.2
	"2007"	"2007"	"35-44 years"	"35-44"	805	11613181	6.9
	"2007"	"2007"	"45-54 years"	"45-54"	503	11246455	4.5
	"2007"	"2007"	"55-64 years"	"55-64"	228	8116057	2.8
	"2007"	"2007"	"65-74 years"	"65-74"	98	4666136	2.1
	"2007"	"2007"	"75-84 years"	"75-84"	47	3078053	1.5
	"2007"	"2007"	"85+ years"	"85+"	16	1187364	Unreliable
	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"1"	73	1167679	6.3
	"2008"	"2008"	"1-4 years"	"1-4"	110	4503776	2.4
	"2008"	"2008"	"5-14 years"	"5-14"	98	11174900	0.9
	"2008"	"2008"	"15-24 years"	"15-24"	1452	11960879	12.1
	"2008"	"2008"	"25-34 years"	"25-34"	1232	11388605	10.8
	"2008"	"2008"	"35-44 years"	"35-44"	756	11500055	6.6
	"2008"	"2008"	"45-54 years"	"45-54"	512	11415972	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	272	8391805	3.2
	"2008"	"2008"	"65-74 years"	"65-74"	114	4852972	2.3
	"2008"	"2008"	"75-84 years"	"75-84"	50	3076182	1.6
	"2008"	"2008"	"85+ years"	"85+"	25	1230651	2.0
	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	79	1128379	7.0
	"2009"	"2009"	"1-4 years"	"1-4"	97	4536369	2.1
	"2009"	"2009"	"5-14 years"	"5-14"	85	11264301	0.8
	"2009"	"2009"	"15-24 years"	"15-24"	1430	12075382	11.8
	"2009"	"2009"	"25-34 years"	"25-34"	1113	11548193	9.6
	"2009"	"2009"	"35-44 years"	"35-44"	704	11377547	6.2
	"2009"	"2009"	"45-54 years"	"45-54"	523	11570872	4.5
	"2009"	"2009"	"55-64 years"	"55-64"	271	8724412	3.1
	"2009"	"2009"	"65-74 years"	"65-74"	120	5029039	2.4
	"2009"	"2009"	"75-84 years"	"75-84"	56	3074376	1.8
	"2009"	"2009"	"85+ years"	"85+"	34	1276480	2.7
	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"1"	91	1112476	8.2
	"2010"	"2010"	"1-4 years"	"1-4"	87	4536598	1.9
	"2010"	"2010"	"5-14 years"	"5-14"	67	11350273	0.6
	"2010"	"2010"	"15-24 years"	"15-24"	1327	12140278	10.9
	"2010"	"2010"	"25-34 years"	"25-34"	1114	11657776	9.6
	"2010"	"2010"	"35-44 years"	"35-44"	629	11316754	5.6
	"2010"	"2010"	"45-54 years"	"45-54"	493	11645318	4.2
	"2010"	"2010"	"55-64 years"	"55-64"	260	9005915	2.9
	"2010"	"2010"	"65-74 years"	"65-74"	112	5149628	2.2
	"2010"	"2010"	"75-84 years"	"75-84"	52	3088967	1.7
	"2010"	"2010"	"85+ years"	"85+"	25	1308789	1.9
	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"1"	74	1152953	6.4
	"2011"	"2011"	"1-4 years"	"1-4"	95	4542443	2.1
	"2011"	"2011"	"5-14 years"	"5-14"	78	11384029	0.7
	"2011"	"2011"	"15-24 years"	"15-24"	1172	12202790	9.6
	"2011"	"2011"	"25-34 years"	"25-34"	1056	11889762	8.9
	"2011"	"2011"	"35-44 years"	"35-44"	615	11280765	5.5
	"2011"	"2011"	"45-54 years"	"45-54"	506	11647890	4.3
	"2011"	"2011"	"55-64 years"	"55-64"	255	9414313	2.7
	"2011"	"2011"	"65-74 years"	"65-74"	122	5356473	2.3
	"2011"	"2011"	"75-84 years"	"75-84"	53	3124144	1.7
	"2011"	"2011"	"85+ years"	"85+"	29	1373830	2.1
	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"1"	63	1139907	5.5
	"2012"	"2012"	"1-4 years"	"1-4"	71	4543449	1.6
	"2012"	"2012"	"5-14 years"	"5-14"	62	11408566	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	1188	12270823	9.7
	"2012"	"2012"	"25-34 years"	"25-34"	1099	12072973	9.1
	"2012"	"2012"	"35-44 years"	"35-44"	669	11299382	5.9
	"2012"	"2012"	"45-54 years"	"45-54"	486	11598501	4.2
	"2012"	"2012"	"55-64 years"	"55-64"	277	9589813	2.9
	"2012"	"2012"	"65-74 years"	"65-74"	107	5708869	1.9
	"2012"	"2012"	"75-84 years"	"75-84"	59	3156050	1.9
	"2012"	"2012"	"85+ years"	"85+"	23	1416886	1.6
	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"1"	75	1129253	6.6
	"2013"	"2013"	"1-4 years"	"1-4"	74	4525335	1.6
	"2013"	"2013"	"5-14 years"	"5-14"	62	11445655	0.5
	"2013"	"2013"	"15-24 years"	"15-24"	1093	12235506	8.9
	"2013"	"2013"	"25-34 years"	"25-34"	1009	12296059	8.2
	"2013"	"2013"	"35-44 years"	"35-44"	660	11306060	5.8
	"2013"	"2013"	"45-54 years"	"45-54"	497	11545846	4.3
	"2013"	"2013"	"55-64 years"	"55-64"	294	9806675	3.0
	"2013"	"2013"	"65-74 years"	"65-74"	125	6017274	2.1
	"2013"	"2013"	"75-84 years"	"75-84"	75	3206376	2.3
	"2013"	"2013"	"85+ years"	"85+"	20	1453648	1.4
	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"1"	46	1137060	4.0
	"2014"	"2014"	"1-4 years"	"1-4"	76	4552341	1.7
	"2014"	"2014"	"5-14 years"	"5-14"	53	11461967	0.5
	"2014"	"2014"	"15-24 years"	"15-24"	1031	12234050	8.4
	"2014"	"2014"	"25-34 years"	"25-34"	1018	12566006	8.1
	"2014"	"2014"	"35-44 years"	"35-44"	677	11379635	5.9
	"2014"	"2014"	"45-54 years"	"45-54"	488	11575962	4.2
	"2014"	"2014"	"55-64 years"	"55-64"	300	10052952	3.0
	"2014"	"2014"	"65-74 years"	"65-74"	121	6317882	1.9
	"2014"	"2014"	"75-84 years"	"75-84"	64	3268528	2.0
	"2014"	"2014"	"85+ years"	"85+"	29	1492418	1.9
	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"1"	51	1145377	4.5
	"2015"	"2015"	"1-4 years"	"1-4"	79	4564058	1.7
	"2015"	"2015"	"5-14 years"	"5-14"	59	11468621	0.5
	"2015"	"2015"	"15-24 years"	"15-24"	1126	12183306	9.2
	"2015"	"2015"	"25-34 years"	"25-34"	1167	12797449	9.1
	"2015"	"2015"	"35-44 years"	"35-44"	696	11438465	6.1
	"2015"	"2015"	"45-54 years"	"45-54"	532	11578625	4.6
	"2015"	"2015"	"55-64 years"	"55-64"	310	10297401	3.0
	"2015"	"2015"	"65-74 years"	"65-74"	132	6610547	2.0
	"2015"	"2015"	"75-84 years"	"75-84"	66	3329146	2.0
	"2015"	"2015"	"85+ years"	"85+"	24	1528986	1.6
	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"1"	46	1144887	4.0
	"2016"	"2016"	"1-4 years"	"1-4"	80	4554252	1.8
	"2016"	"2016"	"5-14 years"	"5-14"	55	11490713	0.5
	"2016"	"2016"	"15-24 years"	"15-24"	1166	12067241	9.7
	"2016"	"2016"	"25-34 years"	"25-34"	1241	12964913	9.6
	"2016"	"2016"	"35-44 years"	"35-44"	821	11409077	7.2
	"2016"	"2016"	"45-54 years"	"45-54"	513	11488868	4.5
	"2016"	"2016"	"55-64 years"	"55-64"	361	10444714	3.5
	"2016"	"2016"	"65-74 years"	"65-74"	131	6861765	1.9
	"2016"	"2016"	"75-84 years"	"75-84"	64	3400856	1.9
	"2016"	"2016"	"85+ years"	"85+"	28	1561855	1.8
	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"1"	41	1133031	3.6
	"2017"	"2017"	"1-4 years"	"1-4"	55	4567227	1.2
	"2017"	"2017"	"5-14 years"	"5-14"	79	11504740	0.7
	"2017"	"2017"	"15-24 years"	"15-24"	1030	11982433	8.6
	"2017"	"2017"	"25-34 years"	"25-34"	1168	13194309	8.9
	"2017"	"2017"	"35-44 years"	"35-44"	767	11553925	6.6
	"2017"	"2017"	"45-54 years"	"45-54"	567	11432649	5.0
	"2017"	"2017"	"55-64 years"	"55-64"	383	10619933	3.6
	"2017"	"2017"	"65-74 years"	"65-74"	142	7122544	2.0
	"2017"	"2017"	"75-84 years"	"75-84"	48	3513584	1.4
	"2017"	"2017"	"85+ years"	"85+"	21	1597815	1.3
	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: #Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"
"Place of Death: All"
"Race: All"
"States: California (06), New York (36), Montgomery County, OH (39113), Texas (48)"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jan 10, 2019 1:59:53 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jan 10, 2019 1:59:53 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
