"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Duval County, FL"	"12031"	"2007"	"2007"	"Black or African American"	"2054-5"	1901	250838	757.9	1117.9
	"Duval County, FL"	"12031"	"2007"	"2007"	"White"	"2106-3"	4972	503990	986.5	888.8
	"Duval County, FL"	"12031"	"2008"	"2008"	"Black or African American"	"2054-5"	1871	253147	739.1	1085.1
	"Duval County, FL"	"12031"	"2008"	"2008"	"White"	"2106-3"	5066	501728	1009.7	891.0
	"Duval County, FL"	"12031"	"2009"	"2009"	"Black or African American"	"2054-5"	1827	255465	715.2	1012.7
	"Duval County, FL"	"12031"	"2009"	"2009"	"White"	"2106-3"	5012	499525	1003.4	868.1
	"Duval County, FL"	"12031"	"2010"	"2010"	"Black or African American"	"2054-5"	1732	257352	673.0	960.7
	"Duval County, FL"	"12031"	"2010"	"2010"	"White"	"2106-3"	5062	499104	1014.2	866.1
	"Duval County, FL"	"12031"	"2011"	"2011"	"Black or African American"	"2054-5"	1818	258272	703.9	953.7
	"Duval County, FL"	"12031"	"2011"	"2011"	"White"	"2106-3"	5217	500507	1042.3	871.1
	"Duval County, FL"	"12031"	"2012"	"2012"	"Black or African American"	"2054-5"	1852	261660	707.8	937.6
	"Duval County, FL"	"12031"	"2012"	"2012"	"White"	"2106-3"	5089	501375	1015.0	830.8
	"Duval County, FL"	"12031"	"2013"	"2013"	"Black or African American"	"2054-5"	1977	264653	747.0	992.6
	"Duval County, FL"	"12031"	"2013"	"2013"	"White"	"2106-3"	5395	501885	1074.9	866.2
	"Duval County, FL"	"12031"	"2014"	"2014"	"Black or African American"	"2054-5"	1874	269118	696.3	902.8
	"Duval County, FL"	"12031"	"2014"	"2014"	"White"	"2106-3"	5261	503736	1044.4	828.2
	"Duval County, FL"	"12031"	"2015"	"2015"	"Black or African American"	"2054-5"	1972	273475	721.1	909.1
	"Duval County, FL"	"12031"	"2015"	"2015"	"White"	"2106-3"	5410	507960	1065.0	842.9
	"Duval County, FL"	"12031"	"2016"	"2016"	"Black or African American"	"2054-5"	2016	279295	721.8	888.7
	"Duval County, FL"	"12031"	"2016"	"2016"	"White"	"2106-3"	5626	510200	1102.7	864.1
	"Duval County, FL"	"12031"	"2017"	"2017"	"Black or African American"	"2054-5"	2096	284277	737.3	903.2
	"Duval County, FL"	"12031"	"2017"	"2017"	"White"	"2106-3"	5945	509678	1166.4	929.0
	"Duval County, FL"	"12031"	"2018"	"2018"	"Black or African American"	"2054-5"	2308	288621	799.7	964.2
	"Duval County, FL"	"12031"	"2018"	"2018"	"White"	"2106-3"	5814	510673	1138.5	882.0
	"Marion County, IN"	"18097"	"2000"	"2000"	"Black or African American"	"2054-5"	1763	211815	832.3	1175.3
	"Marion County, IN"	"18097"	"2000"	"2000"	"White"	"2106-3"	5823	599103	972.0	959.2
	"Marion County, IN"	"18097"	"2001"	"2001"	"Black or African American"	"2054-5"	1823	216298	842.8	1205.2
	"Marion County, IN"	"18097"	"2001"	"2001"	"White"	"2106-3"	5751	593862	968.4	946.3
	"Marion County, IN"	"18097"	"2002"	"2002"	"Black or African American"	"2054-5"	1830	219768	832.7	1200.5
	"Marion County, IN"	"18097"	"2002"	"2002"	"White"	"2106-3"	5586	585905	953.4	920.1
	"Marion County, IN"	"18097"	"2003"	"2003"	"Black or African American"	"2054-5"	1840	223078	824.8	1188.8
	"Marion County, IN"	"18097"	"2003"	"2003"	"White"	"2106-3"	5565	579772	959.9	911.0
	"Marion County, IN"	"18097"	"2004"	"2004"	"Black or African American"	"2054-5"	1711	226602	755.1	1077.1
	"Marion County, IN"	"18097"	"2004"	"2004"	"White"	"2106-3"	5631	572539	983.5	921.4
	"Marion County, IN"	"18097"	"2005"	"2005"	"Black or African American"	"2054-5"	1849	229847	804.4	1143.1
	"Marion County, IN"	"18097"	"2005"	"2005"	"White"	"2106-3"	5529	565988	976.9	903.5
	"Marion County, IN"	"18097"	"2006"	"2006"	"Black or African American"	"2054-5"	1862	233783	796.5	1112.1
	"Marion County, IN"	"18097"	"2006"	"2006"	"White"	"2106-3"	5451	560594	972.4	886.8
	"Marion County, IN"	"18097"	"2007"	"2007"	"Black or African American"	"2054-5"	1727	237214	728.0	1010.8
	"Marion County, IN"	"18097"	"2007"	"2007"	"White"	"2106-3"	5182	555874	932.2	841.8
	"Marion County, IN"	"18097"	"2008"	"2008"	"Black or African American"	"2054-5"	1769	240955	734.2	996.6
	"Marion County, IN"	"18097"	"2008"	"2008"	"White"	"2106-3"	5446	552276	986.1	877.8
	"Marion County, IN"	"18097"	"2009"	"2009"	"Black or African American"	"2054-5"	1777	245085	725.1	975.9
	"Marion County, IN"	"18097"	"2009"	"2009"	"White"	"2106-3"	5367	550528	974.9	861.5
	"Marion County, IN"	"18097"	"2010"	"2010"	"Black or African American"	"2054-5"	1742	248459	701.1	946.4
	"Marion County, IN"	"18097"	"2010"	"2010"	"White"	"2106-3"	5452	547310	996.1	868.2
	"Marion County, IN"	"18097"	"2011"	"2011"	"Black or African American"	"2054-5"	1849	249198	742.0	980.1
	"Marion County, IN"	"18097"	"2011"	"2011"	"White"	"2106-3"	5410	550868	982.1	852.0
	"Marion County, IN"	"18097"	"2012"	"2012"	"Black or African American"	"2054-5"	1907	255481	746.4	987.7
	"Marion County, IN"	"18097"	"2012"	"2012"	"White"	"2106-3"	5641	549006	1027.5	883.1
	"Marion County, IN"	"18097"	"2013"	"2013"	"Black or African American"	"2054-5"	1949	259904	749.9	972.8
	"Marion County, IN"	"18097"	"2013"	"2013"	"White"	"2106-3"	5527	551041	1003.0	856.0
	"Marion County, IN"	"18097"	"2014"	"2014"	"Black or African American"	"2054-5"	2034	263708	771.3	991.9
	"Marion County, IN"	"18097"	"2014"	"2014"	"White"	"2106-3"	5667	550022	1030.3	871.0
	"Marion County, IN"	"18097"	"2015"	"2015"	"Black or African American"	"2054-5"	2075	266942	777.3	989.8
	"Marion County, IN"	"18097"	"2015"	"2015"	"White"	"2106-3"	5729	547428	1046.5	878.9
	"Marion County, IN"	"18097"	"2016"	"2016"	"Black or African American"	"2054-5"	2231	272323	819.2	1025.2
	"Marion County, IN"	"18097"	"2016"	"2016"	"White"	"2106-3"	5794	539202	1074.6	891.2
	"Marion County, IN"	"18097"	"2017"	"2017"	"Black or African American"	"2054-5"	2293	276675	828.8	1027.1
	"Marion County, IN"	"18097"	"2017"	"2017"	"White"	"2106-3"	5929	537153	1103.8	888.2
	"Marion County, IN"	"18097"	"2018"	"2018"	"Black or African American"	"2054-5"	2218	280665	790.3	949.7
	"Marion County, IN"	"18097"	"2018"	"2018"	"White"	"2106-3"	5798	533161	1087.5	862.4
	"Jefferson County, KY"	"21111"	"2000"	"2000"	"Black or African American"	"2054-5"	1174	133117	881.9	1172.0
	"Jefferson County, KY"	"21111"	"2000"	"2000"	"White"	"2106-3"	5934	535942	1107.2	962.9
	"Jefferson County, KY"	"21111"	"2001"	"2001"	"Black or African American"	"2054-5"	1186	135452	875.6	1190.4
	"Jefferson County, KY"	"21111"	"2001"	"2001"	"White"	"2106-3"	5810	534828	1086.3	937.5
	"Jefferson County, KY"	"21111"	"2002"	"2002"	"Black or African American"	"2054-5"	1212	137739	879.9	1206.3
	"Jefferson County, KY"	"21111"	"2002"	"2002"	"White"	"2106-3"	5983	532782	1123.0	960.1
	"Jefferson County, KY"	"21111"	"2003"	"2003"	"Black or African American"	"2054-5"	1212	139850	866.6	1193.1
	"Jefferson County, KY"	"21111"	"2003"	"2003"	"White"	"2106-3"	5798	532009	1089.8	923.0
	"Jefferson County, KY"	"21111"	"2004"	"2004"	"Black or African American"	"2054-5"	1177	142868	823.8	1121.3
	"Jefferson County, KY"	"21111"	"2004"	"2004"	"White"	"2106-3"	5523	529279	1043.5	875.1
	"Jefferson County, KY"	"21111"	"2005"	"2005"	"Black or African American"	"2054-5"	1173	145070	808.6	1096.1
	"Jefferson County, KY"	"21111"	"2005"	"2005"	"White"	"2106-3"	5579	527587	1057.5	866.2
	"Jefferson County, KY"	"21111"	"2006"	"2006"	"Black or African American"	"2054-5"	1247	147261	846.8	1131.7
	"Jefferson County, KY"	"21111"	"2006"	"2006"	"White"	"2106-3"	5540	527640	1050.0	849.1
	"Jefferson County, KY"	"21111"	"2007"	"2007"	"Black or African American"	"2054-5"	1232	150503	818.6	1082.3
	"Jefferson County, KY"	"21111"	"2007"	"2007"	"White"	"2106-3"	5671	528998	1072.0	853.1
	"Jefferson County, KY"	"21111"	"2008"	"2008"	"Black or African American"	"2054-5"	1164	153185	759.9	991.5
	"Jefferson County, KY"	"21111"	"2008"	"2008"	"White"	"2106-3"	5653	530546	1065.5	841.4
	"Jefferson County, KY"	"21111"	"2009"	"2009"	"Black or African American"	"2054-5"	1273	156249	814.7	1048.4
	"Jefferson County, KY"	"21111"	"2009"	"2009"	"White"	"2106-3"	5412	530395	1020.4	797.3
	"Jefferson County, KY"	"21111"	"2010"	"2010"	"Black or African American"	"2054-5"	1208	158386	762.7	988.4
	"Jefferson County, KY"	"21111"	"2010"	"2010"	"White"	"2106-3"	5801	530572	1093.3	847.7
	"Jefferson County, KY"	"21111"	"2011"	"2011"	"Black or African American"	"2054-5"	1236	159333	775.7	975.6
	"Jefferson County, KY"	"21111"	"2011"	"2011"	"White"	"2106-3"	5870	533914	1099.4	842.6
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Black or African American"	"2054-5"	1223	162252	753.8	961.2
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"White"	"2106-3"	6048	533338	1134.0	864.6
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Black or African American"	"2054-5"	1241	164746	753.3	928.6
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"White"	"2106-3"	5951	535264	1111.8	833.8
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Black or African American"	"2054-5"	1290	166658	774.0	942.8
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"White"	"2106-3"	6109	534798	1142.3	850.8
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Black or African American"	"2054-5"	1424	168323	846.0	1015.4
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"White"	"2106-3"	6317	534554	1181.7	868.4
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Black or African American"	"2054-5"	1499	170589	878.7	1029.9
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"White"	"2106-3"	6521	531622	1226.6	898.4
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Black or African American"	"2054-5"	1450	173612	835.2	965.5
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"White"	"2106-3"	6481	530705	1221.2	886.7
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Black or African American"	"2054-5"	1452	174856	830.4	951.4
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"White"	"2106-3"	6480	525158	1233.9	871.2
	"Kent County, MI"	"26081"	"2000"	"2000"	"Black or African American"	"2054-5"	282	53230	529.8	1000.6
	"Kent County, MI"	"26081"	"2000"	"2000"	"White"	"2106-3"	3675	466355	788.0	812.0
	"Kent County, MI"	"26081"	"2001"	"2001"	"Black or African American"	"2054-5"	295	54721	539.1	1011.4
	"Kent County, MI"	"26081"	"2001"	"2001"	"White"	"2106-3"	3575	467706	764.4	777.0
	"Kent County, MI"	"26081"	"2002"	"2002"	"Black or African American"	"2054-5"	332	55591	597.2	1074.0
	"Kent County, MI"	"26081"	"2002"	"2002"	"White"	"2106-3"	3565	467883	761.9	766.8
	"Kent County, MI"	"26081"	"2003"	"2003"	"Black or African American"	"2054-5"	325	56566	574.6	1079.6
	"Kent County, MI"	"26081"	"2003"	"2003"	"White"	"2106-3"	3582	467584	766.1	755.4
	"Kent County, MI"	"26081"	"2004"	"2004"	"Black or African American"	"2054-5"	357	57512	620.7	1143.7
	"Kent County, MI"	"26081"	"2004"	"2004"	"White"	"2106-3"	3687	466148	791.0	768.9
	"Kent County, MI"	"26081"	"2005"	"2005"	"Black or African American"	"2054-5"	353	58193	606.6	1097.8
	"Kent County, MI"	"26081"	"2005"	"2005"	"White"	"2106-3"	3766	465891	808.3	777.1
	"Kent County, MI"	"26081"	"2006"	"2006"	"Black or African American"	"2054-5"	331	59310	558.1	1061.2
	"Kent County, MI"	"26081"	"2006"	"2006"	"White"	"2106-3"	3571	465801	766.6	718.5
	"Kent County, MI"	"26081"	"2007"	"2007"	"Black or African American"	"2054-5"	361	60367	598.0	1052.9
	"Kent County, MI"	"26081"	"2007"	"2007"	"White"	"2106-3"	3511	465867	753.6	694.6
	"Kent County, MI"	"26081"	"2008"	"2008"	"Black or African American"	"2054-5"	316	61017	517.9	902.6
	"Kent County, MI"	"26081"	"2008"	"2008"	"White"	"2106-3"	3779	464843	813.0	730.5
	"Kent County, MI"	"26081"	"2009"	"2009"	"Black or African American"	"2054-5"	334	61393	544.0	900.9
	"Kent County, MI"	"26081"	"2009"	"2009"	"White"	"2106-3"	3659	465023	786.8	690.6
	"Kent County, MI"	"26081"	"2010"	"2010"	"Black or African American"	"2054-5"	329	61858	531.9	893.0
	"Kent County, MI"	"26081"	"2010"	"2010"	"White"	"2106-3"	3730	464367	803.2	696.9
	"Kent County, MI"	"26081"	"2011"	"2011"	"Black or African American"	"2054-5"	397	63189	628.3	1025.4
	"Kent County, MI"	"26081"	"2011"	"2011"	"White"	"2106-3"	3834	466826	821.3	699.2
	"Kent County, MI"	"26081"	"2012"	"2012"	"Black or African American"	"2054-5"	350	64280	544.5	874.2
	"Kent County, MI"	"26081"	"2012"	"2012"	"White"	"2106-3"	3773	470397	802.1	678.4
	"Kent County, MI"	"26081"	"2013"	"2013"	"Black or African American"	"2054-5"	380	65191	582.9	894.5
	"Kent County, MI"	"26081"	"2013"	"2013"	"White"	"2106-3"	3891	474730	819.6	687.9
	"Kent County, MI"	"26081"	"2014"	"2014"	"Black or African American"	"2054-5"	376	66364	566.6	861.1
	"Kent County, MI"	"26081"	"2014"	"2014"	"White"	"2106-3"	4059	478188	848.8	694.6
	"Kent County, MI"	"26081"	"2015"	"2015"	"Black or African American"	"2054-5"	398	67588	588.9	896.4
	"Kent County, MI"	"26081"	"2015"	"2015"	"White"	"2106-3"	4138	481491	859.4	701.5
	"Kent County, MI"	"26081"	"2016"	"2016"	"Black or African American"	"2054-5"	412	68207	604.0	923.0
	"Kent County, MI"	"26081"	"2016"	"2016"	"White"	"2106-3"	4198	483953	867.4	702.9
	"Kent County, MI"	"26081"	"2017"	"2017"	"Black or African American"	"2054-5"	420	69318	605.9	902.7
	"Kent County, MI"	"26081"	"2017"	"2017"	"White"	"2106-3"	4171	486295	857.7	687.4
	"Kent County, MI"	"26081"	"2018"	"2018"	"Black or African American"	"2054-5"	471	70215	670.8	988.5
	"Kent County, MI"	"26081"	"2018"	"2018"	"White"	"2106-3"	4261	487647	873.8	691.0
	"Jackson County, MO"	"29095"	"2000"	"2000"	"Black or African American"	"2054-5"	1354	155464	870.9	1207.2
	"Jackson County, MO"	"29095"	"2000"	"2000"	"White"	"2106-3"	4560	449931	1013.5	871.9
	"Jackson County, MO"	"29095"	"2001"	"2001"	"Black or African American"	"2054-5"	1346	156908	857.8	1182.1
	"Jackson County, MO"	"29095"	"2001"	"2001"	"White"	"2106-3"	4668	448558	1040.7	896.8
	"Jackson County, MO"	"29095"	"2002"	"2002"	"Black or African American"	"2054-5"	1330	157686	843.4	1149.0
	"Jackson County, MO"	"29095"	"2002"	"2002"	"White"	"2106-3"	4485	446918	1003.5	861.3
	"Jackson County, MO"	"29095"	"2003"	"2003"	"Black or African American"	"2054-5"	1362	158604	858.7	1158.4
	"Jackson County, MO"	"29095"	"2003"	"2003"	"White"	"2106-3"	4450	443727	1002.9	848.3
	"Jackson County, MO"	"29095"	"2004"	"2004"	"Black or African American"	"2054-5"	1308	159763	818.7	1113.2
	"Jackson County, MO"	"29095"	"2004"	"2004"	"White"	"2106-3"	4420	439622	1005.4	849.7
	"Jackson County, MO"	"29095"	"2005"	"2005"	"Black or African American"	"2054-5"	1392	160404	867.8	1143.8
	"Jackson County, MO"	"29095"	"2005"	"2005"	"White"	"2106-3"	4464	436848	1021.9	853.0
	"Jackson County, MO"	"29095"	"2006"	"2006"	"Black or African American"	"2054-5"	1393	162114	859.3	1110.9
	"Jackson County, MO"	"29095"	"2006"	"2006"	"White"	"2106-3"	4603	434500	1059.4	875.1
	"Jackson County, MO"	"29095"	"2007"	"2007"	"Black or African American"	"2054-5"	1390	162958	853.0	1088.5
	"Jackson County, MO"	"29095"	"2007"	"2007"	"White"	"2106-3"	4362	433530	1006.2	824.1
	"Jackson County, MO"	"29095"	"2008"	"2008"	"Black or African American"	"2054-5"	1301	163612	795.2	981.3
	"Jackson County, MO"	"29095"	"2008"	"2008"	"White"	"2106-3"	4691	432835	1083.8	878.5
	"Jackson County, MO"	"29095"	"2009"	"2009"	"Black or African American"	"2054-5"	1297	164881	786.6	974.0
	"Jackson County, MO"	"29095"	"2009"	"2009"	"White"	"2106-3"	4491	434311	1034.1	838.6
	"Jackson County, MO"	"29095"	"2010"	"2010"	"Black or African American"	"2054-5"	1319	166059	794.3	967.3
	"Jackson County, MO"	"29095"	"2010"	"2010"	"White"	"2106-3"	4421	434146	1018.3	820.4
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Black or African American"	"2054-5"	1327	165999	799.4	945.5
	"Jackson County, MO"	"29095"	"2011"	"2011"	"White"	"2106-3"	4505	435739	1033.9	818.8
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Black or African American"	"2054-5"	1361	166252	818.6	956.7
	"Jackson County, MO"	"29095"	"2012"	"2012"	"White"	"2106-3"	4479	435481	1028.5	807.7
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Black or African American"	"2054-5"	1384	166119	833.1	963.6
	"Jackson County, MO"	"29095"	"2013"	"2013"	"White"	"2106-3"	4567	436710	1045.8	814.7
	"Jackson County, MO"	"29095"	"2014"	"2014"	"Black or African American"	"2054-5"	1422	166851	852.3	965.9
	"Jackson County, MO"	"29095"	"2014"	"2014"	"White"	"2106-3"	4427	437180	1012.6	779.3
	"Jackson County, MO"	"29095"	"2015"	"2015"	"Black or African American"	"2054-5"	1533	168149	911.7	1013.3
	"Jackson County, MO"	"29095"	"2015"	"2015"	"White"	"2106-3"	4540	438516	1035.3	796.8
	"Jackson County, MO"	"29095"	"2016"	"2016"	"Black or African American"	"2054-5"	1528	169437	901.8	986.6
	"Jackson County, MO"	"29095"	"2016"	"2016"	"White"	"2106-3"	4378	440882	993.0	756.6
	"Jackson County, MO"	"29095"	"2017"	"2017"	"Black or African American"	"2054-5"	1607	170433	942.9	1018.7
	"Jackson County, MO"	"29095"	"2017"	"2017"	"White"	"2106-3"	4612	444202	1038.3	784.4
	"Jackson County, MO"	"29095"	"2018"	"2018"	"Black or African American"	"2054-5"	1563	171036	913.8	957.3
	"Jackson County, MO"	"29095"	"2018"	"2018"	"White"	"2106-3"	4520	444732	1016.3	760.7
	"St. Louis County, MO"	"29189"	"2000"	"2000"	"Black or African American"	"2054-5"	1385	196206	705.9	1168.5
	"St. Louis County, MO"	"29189"	"2000"	"2000"	"White"	"2106-3"	8152	778630	1047.0	809.9
	"St. Louis County, MO"	"29189"	"2001"	"2001"	"Black or African American"	"2054-5"	1360	202181	672.7	1094.8
	"St. Louis County, MO"	"29189"	"2001"	"2001"	"White"	"2106-3"	8173	769914	1061.5	809.7
	"St. Louis County, MO"	"29189"	"2002"	"2002"	"Black or African American"	"2054-5"	1510	207218	728.7	1169.3
	"St. Louis County, MO"	"29189"	"2002"	"2002"	"White"	"2106-3"	8238	760353	1083.4	813.9
	"St. Louis County, MO"	"29189"	"2003"	"2003"	"Black or African American"	"2054-5"	1487	211472	703.2	1101.6
	"St. Louis County, MO"	"29189"	"2003"	"2003"	"White"	"2106-3"	7911	750865	1053.6	775.8
	"St. Louis County, MO"	"29189"	"2004"	"2004"	"Black or African American"	"2054-5"	1569	215906	726.7	1136.5
	"St. Louis County, MO"	"29189"	"2004"	"2004"	"White"	"2106-3"	7680	740063	1037.7	750.9
	"St. Louis County, MO"	"29189"	"2005"	"2005"	"Black or African American"	"2054-5"	1555	220576	705.0	1078.6
	"St. Louis County, MO"	"29189"	"2005"	"2005"	"White"	"2106-3"	7500	729344	1028.3	734.1
	"St. Louis County, MO"	"29189"	"2006"	"2006"	"Black or African American"	"2054-5"	1652	225480	732.7	1105.2
	"St. Louis County, MO"	"29189"	"2006"	"2006"	"White"	"2106-3"	7575	719778	1052.4	733.7
	"St. Louis County, MO"	"29189"	"2007"	"2007"	"Black or African American"	"2054-5"	1628	229294	710.0	1043.3
	"St. Louis County, MO"	"29189"	"2007"	"2007"	"White"	"2106-3"	7264	711059	1021.6	695.9
	"St. Louis County, MO"	"29189"	"2008"	"2008"	"Black or African American"	"2054-5"	1672	232252	719.9	1023.3
	"St. Louis County, MO"	"29189"	"2008"	"2008"	"White"	"2106-3"	7774	704735	1103.1	738.6
	"St. Louis County, MO"	"29189"	"2009"	"2009"	"Black or African American"	"2054-5"	1589	235335	675.2	909.7
	"St. Louis County, MO"	"29189"	"2009"	"2009"	"White"	"2106-3"	7451	699833	1064.7	707.7
	"St. Louis County, MO"	"29189"	"2010"	"2010"	"Black or African American"	"2054-5"	1736	237817	730.0	951.7
	"St. Louis County, MO"	"29189"	"2010"	"2010"	"White"	"2106-3"	7447	696139	1069.8	700.3
	"St. Louis County, MO"	"29189"	"2011"	"2011"	"Black or African American"	"2054-5"	1753	237543	738.0	936.0
	"St. Louis County, MO"	"29189"	"2011"	"2011"	"White"	"2106-3"	7376	694114	1062.6	693.3
	"St. Louis County, MO"	"29189"	"2012"	"2012"	"Black or African American"	"2054-5"	1802	240579	749.0	923.1
	"St. Louis County, MO"	"29189"	"2012"	"2012"	"White"	"2106-3"	7460	690726	1080.0	689.9
