"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Duval County, FL"	"12031"	"2002"	"2002"	"Female"	"F"	3410	413003	825.7	811.1
	"Duval County, FL"	"12031"	"2002"	"2002"	"Male"	"M"	3347	387529	863.7	1180.9
	"Duval County, FL"	"12031"	"2003"	"2003"	"Female"	"F"	3464	418123	828.5	813.4
	"Duval County, FL"	"12031"	"2003"	"2003"	"Male"	"M"	3389	391510	865.6	1166.7
	"Duval County, FL"	"12031"	"2004"	"2004"	"Female"	"F"	3605	422915	852.4	837.0
	"Duval County, FL"	"12031"	"2004"	"2004"	"Male"	"M"	3489	397155	878.5	1186.7
	"Duval County, FL"	"12031"	"2005"	"2005"	"Female"	"F"	3482	427635	814.2	791.8
	"Duval County, FL"	"12031"	"2005"	"2005"	"Male"	"M"	3521	401353	877.3	1160.9
	"Duval County, FL"	"12031"	"2006"	"2006"	"Female"	"F"	3536	434088	814.6	783.5
	"Duval County, FL"	"12031"	"2006"	"2006"	"Male"	"M"	3446	408010	844.6	1085.5
	"Duval County, FL"	"12031"	"2007"	"2007"	"Female"	"F"	3612	438594	823.5	784.8
	"Duval County, FL"	"12031"	"2007"	"2007"	"Male"	"M"	3578	412439	867.5	1104.0
	"Duval County, FL"	"12031"	"2008"	"2008"	"Female"	"F"	3522	440681	799.2	751.2
	"Duval County, FL"	"12031"	"2008"	"2008"	"Male"	"M"	3732	414756	899.8	1127.4
	"Duval County, FL"	"12031"	"2009"	"2009"	"Female"	"F"	3473	442685	784.5	727.2
	"Duval County, FL"	"12031"	"2009"	"2009"	"Male"	"M"	3686	417110	883.7	1090.3
	"Duval County, FL"	"12031"	"2010"	"2010"	"Female"	"F"	3629	444838	815.8	749.4
	"Duval County, FL"	"12031"	"2010"	"2010"	"Male"	"M"	3494	419425	833.0	1025.3
	"Duval County, FL"	"12031"	"2011"	"2011"	"Female"	"F"	3718	448405	829.2	738.8
	"Duval County, FL"	"12031"	"2011"	"2011"	"Male"	"M"	3697	422304	875.4	1046.2
	"Duval County, FL"	"12031"	"2012"	"2012"	"Female"	"F"	3588	453000	792.1	689.6
	"Duval County, FL"	"12031"	"2012"	"2012"	"Male"	"M"	3786	426602	887.5	1035.7
	"Duval County, FL"	"12031"	"2013"	"2013"	"Female"	"F"	3888	456097	852.5	741.0
	"Duval County, FL"	"12031"	"2013"	"2013"	"Male"	"M"	3862	429758	898.6	1026.0
	"Duval County, FL"	"12031"	"2014"	"2014"	"Female"	"F"	3748	462964	809.6	692.6
	"Duval County, FL"	"12031"	"2014"	"2014"	"Male"	"M"	3802	434734	874.6	983.3
	"Duval County, FL"	"12031"	"2015"	"2015"	"Female"	"F"	3860	470283	820.8	699.4
	"Duval County, FL"	"12031"	"2015"	"2015"	"Male"	"M"	3971	442727	896.9	992.1
	"Duval County, FL"	"12031"	"2016"	"2016"	"Female"	"F"	3922	477562	821.3	693.8
	"Duval County, FL"	"12031"	"2016"	"2016"	"Male"	"M"	4142	448693	923.1	1003.6
	"Duval County, FL"	"12031"	"2017"	"2017"	"Female"	"F"	4110	483457	850.1	728.7
	"Duval County, FL"	"12031"	"2017"	"2017"	"Male"	"M"	4452	454477	979.6	1071.3
	"Duval County, FL"	"12031"	"2018"	"2018"	"Female"	"F"	4202	489747	858.0	723.9
	"Duval County, FL"	"12031"	"2018"	"2018"	"Male"	"M"	4474	460434	971.7	1037.3
	"Marion County, IN"	"18097"	"2000"	"2000"	"Female"	"F"	3976	444456	894.6	839.7
	"Marion County, IN"	"18097"	"2000"	"2000"	"Male"	"M"	3690	415998	887.0	1215.3
	"Marion County, IN"	"18097"	"2001"	"2001"	"Female"	"F"	3810	447166	852.0	801.4
	"Marion County, IN"	"18097"	"2001"	"2001"	"Male"	"M"	3838	418496	917.1	1256.1
	"Marion County, IN"	"18097"	"2002"	"2002"	"Female"	"F"	3781	447772	844.4	791.9
	"Marion County, IN"	"18097"	"2002"	"2002"	"Male"	"M"	3718	418438	888.5	1210.0
	"Marion County, IN"	"18097"	"2003"	"2003"	"Female"	"F"	3849	449007	857.2	804.1
	"Marion County, IN"	"18097"	"2003"	"2003"	"Male"	"M"	3662	419569	872.8	1170.8
	"Marion County, IN"	"18097"	"2004"	"2004"	"Female"	"F"	3788	450051	841.7	788.4
	"Marion County, IN"	"18097"	"2004"	"2004"	"Male"	"M"	3682	420327	876.0	1166.9
	"Marion County, IN"	"18097"	"2005"	"2005"	"Female"	"F"	3894	451651	862.2	806.8
	"Marion County, IN"	"18097"	"2005"	"2005"	"Male"	"M"	3605	421659	855.0	1125.8
	"Marion County, IN"	"18097"	"2006"	"2006"	"Female"	"F"	3742	454282	823.7	769.1
	"Marion County, IN"	"18097"	"2006"	"2006"	"Male"	"M"	3727	424233	878.5	1132.3
	"Marion County, IN"	"18097"	"2007"	"2007"	"Female"	"F"	3561	457092	779.1	727.8
	"Marion County, IN"	"18097"	"2007"	"2007"	"Male"	"M"	3482	426499	816.4	1053.0
	"Marion County, IN"	"18097"	"2008"	"2008"	"Female"	"F"	3752	460457	814.8	758.1
	"Marion County, IN"	"18097"	"2008"	"2008"	"Male"	"M"	3636	429047	847.5	1070.8
	"Marion County, IN"	"18097"	"2009"	"2009"	"Female"	"F"	3672	465051	789.6	736.0
	"Marion County, IN"	"18097"	"2009"	"2009"	"Male"	"M"	3613	433343	833.8	1052.3
	"Marion County, IN"	"18097"	"2010"	"2010"	"Female"	"F"	3720	467706	795.4	736.3
	"Marion County, IN"	"18097"	"2010"	"2010"	"Male"	"M"	3629	435687	832.9	1049.8
	"Marion County, IN"	"18097"	"2011"	"2011"	"Female"	"F"	3724	471725	789.4	728.7
	"Marion County, IN"	"18097"	"2011"	"2011"	"Male"	"M"	3711	439571	844.2	1054.9
	"Marion County, IN"	"18097"	"2012"	"2012"	"Female"	"F"	3768	475575	792.3	729.6
	"Marion County, IN"	"18097"	"2012"	"2012"	"Male"	"M"	3945	443402	889.7	1096.9
	"Marion County, IN"	"18097"	"2013"	"2013"	"Female"	"F"	3769	480459	784.5	719.3
	"Marion County, IN"	"18097"	"2013"	"2013"	"Male"	"M"	3892	447822	869.1	1051.0
	"Marion County, IN"	"18097"	"2014"	"2014"	"Female"	"F"	3976	484395	820.8	750.7
	"Marion County, IN"	"18097"	"2014"	"2014"	"Male"	"M"	3923	449848	872.1	1052.4
	"Marion County, IN"	"18097"	"2015"	"2015"	"Female"	"F"	4044	486334	831.5	759.0
	"Marion County, IN"	"18097"	"2015"	"2015"	"Male"	"M"	3960	452686	874.8	1037.8
	"Marion County, IN"	"18097"	"2016"	"2016"	"Female"	"F"	4007	487834	821.4	746.9
	"Marion County, IN"	"18097"	"2016"	"2016"	"Male"	"M"	4256	453395	938.7	1107.0
	"Marion County, IN"	"18097"	"2017"	"2017"	"Female"	"F"	4162	492417	845.2	753.9
	"Marion County, IN"	"18097"	"2017"	"2017"	"Male"	"M"	4327	457665	945.5	1083.9
	"Marion County, IN"	"18097"	"2018"	"2018"	"Female"	"F"	3998	494577	808.4	713.5
	"Marion County, IN"	"18097"	"2018"	"2018"	"Male"	"M"	4295	460093	933.5	1054.4
	"Jefferson County, KY"	"21111"	"2000"	"2000"	"Female"	"F"	3788	362005	1046.4	834.4
	"Jefferson County, KY"	"21111"	"2000"	"2000"	"Male"	"M"	3393	331599	1023.2	1229.2
	"Jefferson County, KY"	"21111"	"2001"	"2001"	"Female"	"F"	3709	363380	1020.7	812.6
	"Jefferson County, KY"	"21111"	"2001"	"2001"	"Male"	"M"	3346	333779	1002.5	1206.1
	"Jefferson County, KY"	"21111"	"2002"	"2002"	"Female"	"F"	3778	364572	1036.3	826.8
	"Jefferson County, KY"	"21111"	"2002"	"2002"	"Male"	"M"	3487	335238	1040.2	1231.9
	"Jefferson County, KY"	"21111"	"2003"	"2003"	"Female"	"F"	3737	366983	1018.3	809.1
	"Jefferson County, KY"	"21111"	"2003"	"2003"	"Male"	"M"	3356	336987	995.9	1165.3
	"Jefferson County, KY"	"21111"	"2004"	"2004"	"Female"	"F"	3576	367429	973.2	774.1
	"Jefferson County, KY"	"21111"	"2004"	"2004"	"Male"	"M"	3190	339399	939.9	1092.0
	"Jefferson County, KY"	"21111"	"2005"	"2005"	"Female"	"F"	3580	368895	970.5	757.8
	"Jefferson County, KY"	"21111"	"2005"	"2005"	"Male"	"M"	3269	341123	958.3	1084.5
	"Jefferson County, KY"	"21111"	"2006"	"2006"	"Female"	"F"	3546	371642	954.1	737.5
	"Jefferson County, KY"	"21111"	"2006"	"2006"	"Male"	"M"	3320	343507	966.5	1089.5
	"Jefferson County, KY"	"21111"	"2007"	"2007"	"Female"	"F"	3638	374800	970.7	748.1
	"Jefferson County, KY"	"21111"	"2007"	"2007"	"Male"	"M"	3357	348240	964.0	1070.9
	"Jefferson County, KY"	"21111"	"2008"	"2008"	"Female"	"F"	3572	378794	943.0	725.7
	"Jefferson County, KY"	"21111"	"2008"	"2008"	"Male"	"M"	3340	351400	950.5	1046.9
	"Jefferson County, KY"	"21111"	"2009"	"2009"	"Female"	"F"	3508	381036	920.6	706.1
	"Jefferson County, KY"	"21111"	"2009"	"2009"	"Male"	"M"	3247	355669	912.9	982.3
	"Jefferson County, KY"	"21111"	"2010"	"2010"	"Female"	"F"	3697	383397	964.3	734.9
	"Jefferson County, KY"	"21111"	"2010"	"2010"	"Male"	"M"	3384	357699	946.0	1018.5
	"Jefferson County, KY"	"21111"	"2011"	"2011"	"Female"	"F"	3683	386533	952.8	714.1
	"Jefferson County, KY"	"21111"	"2011"	"2011"	"Male"	"M"	3513	360373	974.8	1029.4
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Female"	"F"	3777	388159	973.1	731.9
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Male"	"M"	3598	362669	992.1	1036.3
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Female"	"F"	3701	391609	945.1	708.8
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Male"	"M"	3603	365223	986.5	1013.0
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Female"	"F"	3832	393365	974.2	724.2
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Male"	"M"	3689	366661	1006.1	1018.6
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Female"	"F"	3953	394885	1001.1	739.1
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Male"	"M"	3908	368738	1059.8	1053.0
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Female"	"F"	4165	395377	1053.4	779.0
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Male"	"M"	3984	369975	1076.8	1060.1
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Female"	"F"	4091	398199	1027.4	754.4
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Male"	"M"	4016	372959	1076.8	1052.7
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Female"	"F"	4060	398090	1019.9	732.2
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Male"	"M"	4053	372427	1088.3	1043.3
	"Kent County, MI"	"26081"	"2000"	"2000"	"Female"	"F"	2118	291717	726.0	694.1
	"Kent County, MI"	"26081"	"2000"	"2000"	"Male"	"M"	1994	282618	705.5	1024.3
	"Kent County, MI"	"26081"	"2001"	"2001"	"Female"	"F"	2089	295097	707.9	674.2
	"Kent County, MI"	"26081"	"2001"	"2001"	"Male"	"M"	1913	286127	668.6	968.3
	"Kent County, MI"	"26081"	"2002"	"2002"	"Female"	"F"	2114	297219	711.3	674.6
	"Kent County, MI"	"26081"	"2002"	"2002"	"Male"	"M"	1925	287721	669.1	949.1
	"Kent County, MI"	"26081"	"2003"	"2003"	"Female"	"F"	2171	298666	726.9	682.3
	"Kent County, MI"	"26081"	"2003"	"2003"	"Male"	"M"	1916	289124	662.7	911.6
	"Kent County, MI"	"26081"	"2004"	"2004"	"Female"	"F"	2206	299900	735.6	684.7
	"Kent County, MI"	"26081"	"2004"	"2004"	"Male"	"M"	1988	289654	686.3	938.2
	"Kent County, MI"	"26081"	"2005"	"2005"	"Female"	"F"	2203	301253	731.3	674.8
	"Kent County, MI"	"26081"	"2005"	"2005"	"Male"	"M"	2043	290957	702.2	953.8
	"Kent County, MI"	"26081"	"2006"	"2006"	"Female"	"F"	2152	303008	710.2	643.5
	"Kent County, MI"	"26081"	"2006"	"2006"	"Male"	"M"	1872	292183	640.7	844.1
	"Kent County, MI"	"26081"	"2007"	"2007"	"Female"	"F"	2073	304597	680.6	614.7
	"Kent County, MI"	"26081"	"2007"	"2007"	"Male"	"M"	1958	293480	667.2	857.5
	"Kent County, MI"	"26081"	"2008"	"2008"	"Female"	"F"	2179	305628	713.0	626.7
	"Kent County, MI"	"26081"	"2008"	"2008"	"Male"	"M"	2068	293606	704.3	890.0
	"Kent County, MI"	"26081"	"2009"	"2009"	"Female"	"F"	2154	306802	702.1	606.2
	"Kent County, MI"	"26081"	"2009"	"2009"	"Male"	"M"	1973	294635	669.6	822.4
	"Kent County, MI"	"26081"	"2010"	"2010"	"Female"	"F"	2175	307520	707.3	605.3
	"Kent County, MI"	"26081"	"2010"	"2010"	"Male"	"M"	2016	295102	683.2	826.9
	"Kent County, MI"	"26081"	"2011"	"2011"	"Female"	"F"	2287	310337	736.9	624.6
	"Kent County, MI"	"26081"	"2011"	"2011"	"Male"	"M"	2084	298116	699.1	825.4
	"Kent County, MI"	"26081"	"2012"	"2012"	"Female"	"F"	2151	312879	687.5	577.6
	"Kent County, MI"	"26081"	"2012"	"2012"	"Male"	"M"	2107	301583	698.6	808.7
	"Kent County, MI"	"26081"	"2013"	"2013"	"Female"	"F"	2280	316192	721.1	602.7
	"Kent County, MI"	"26081"	"2013"	"2013"	"Male"	"M"	2150	305508	703.7	806.1
	"Kent County, MI"	"26081"	"2014"	"2014"	"Female"	"F"	2345	319958	732.9	608.4
	"Kent County, MI"	"26081"	"2014"	"2014"	"Male"	"M"	2279	309279	736.9	824.3
	"Kent County, MI"	"26081"	"2015"	"2015"	"Female"	"F"	2414	323185	746.9	613.5
	"Kent County, MI"	"26081"	"2015"	"2015"	"Male"	"M"	2320	313184	740.8	822.9
	"Kent County, MI"	"26081"	"2016"	"2016"	"Female"	"F"	2402	325699	737.5	600.8
	"Kent County, MI"	"26081"	"2016"	"2016"	"Male"	"M"	2411	316474	761.8	846.1
	"Kent County, MI"	"26081"	"2017"	"2017"	"Female"	"F"	2374	328779	722.1	587.9
	"Kent County, MI"	"26081"	"2017"	"2017"	"Male"	"M"	2422	319815	757.3	819.5
	"Kent County, MI"	"26081"	"2018"	"2018"	"Female"	"F"	2500	331450	754.3	610.9
	"Kent County, MI"	"26081"	"2018"	"2018"	"Male"	"M"	2443	322336	757.9	812.0
	"Jackson County, MO"	"29095"	"2000"	"2000"	"Female"	"F"	3225	339442	950.1	788.8
	"Jackson County, MO"	"29095"	"2000"	"2000"	"Male"	"M"	2859	315438	906.4	1138.2
	"Jackson County, MO"	"29095"	"2001"	"2001"	"Female"	"F"	3257	340580	956.3	799.5
	"Jackson County, MO"	"29095"	"2001"	"2001"	"Male"	"M"	2922	316432	923.4	1145.6
	"Jackson County, MO"	"29095"	"2002"	"2002"	"Female"	"F"	3106	341337	910.0	763.3
	"Jackson County, MO"	"29095"	"2002"	"2002"	"Male"	"M"	2901	317428	913.9	1130.5
	"Jackson County, MO"	"29095"	"2003"	"2003"	"Female"	"F"	3184	341223	933.1	776.9
	"Jackson County, MO"	"29095"	"2003"	"2003"	"Male"	"M"	2836	317691	892.7	1086.2
	"Jackson County, MO"	"29095"	"2004"	"2004"	"Female"	"F"	3050	340819	894.9	750.9
	"Jackson County, MO"	"29095"	"2004"	"2004"	"Male"	"M"	2881	317488	907.4	1099.6
	"Jackson County, MO"	"29095"	"2005"	"2005"	"Female"	"F"	3092	341002	906.7	758.7
	"Jackson County, MO"	"29095"	"2005"	"2005"	"Male"	"M"	2937	317590	924.8	1086.3
	"Jackson County, MO"	"29095"	"2006"	"2006"	"Female"	"F"	3180	341965	929.9	771.9
	"Jackson County, MO"	"29095"	"2006"	"2006"	"Male"	"M"	2992	318574	939.2	1095.5
	"Jackson County, MO"	"29095"	"2007"	"2007"	"Female"	"F"	3055	342858	891.0	737.0
	"Jackson County, MO"	"29095"	"2007"	"2007"	"Male"	"M"	2901	320137	906.2	1041.5
	"Jackson County, MO"	"29095"	"2008"	"2008"	"Female"	"F"	3133	343819	911.2	750.2
	"Jackson County, MO"	"29095"	"2008"	"2008"	"Male"	"M"	3013	321608	936.9	1057.9
	"Jackson County, MO"	"29095"	"2009"	"2009"	"Female"	"F"	3014	346555	869.7	721.2
	"Jackson County, MO"	"29095"	"2009"	"2009"	"Male"	"M"	2913	324208	898.5	1002.1
	"Jackson County, MO"	"29095"	"2010"	"2010"	"Female"	"F"	3068	348305	880.8	728.6
	"Jackson County, MO"	"29095"	"2010"	"2010"	"Male"	"M"	2839	325853	871.3	968.6
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Female"	"F"	3045	349229	871.9	706.3
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Male"	"M"	2961	327131	905.1	989.5
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Female"	"F"	2897	349894	828.0	664.9
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Male"	"M"	3175	327483	969.5	1037.4
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Female"	"F"	3092	351001	880.9	705.6
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Male"	"M"	3086	328995	938.0	986.8
	"Jackson County, MO"	"29095"	"2014"	"2014"	"Female"	"F"	3011	352822	853.4	679.1
	"Jackson County, MO"	"29095"	"2014"	"2014"	"Male"	"M"	3070	330369	929.3	974.9
	"Jackson County, MO"	"29095"	"2015"	"2015"	"Female"	"F"	3143	354967	885.4	702.7
	"Jackson County, MO"	"29095"	"2015"	"2015"	"Male"	"M"	3198	332656	961.4	992.8
	"Jackson County, MO"	"29095"	"2016"	"2016"	"Female"	"F"	3069	357130	859.4	674.2
	"Jackson County, MO"	"29095"	"2016"	"2016"	"Male"	"M"	3075	334671	918.8	941.0
	"Jackson County, MO"	"29095"	"2017"	"2017"	"Female"	"F"	3092	360588	857.5	672.2
	"Jackson County, MO"	"29095"	"2017"	"2017"	"Male"	"M"	3402	338307	1005.6	1014.9
	"Jackson County, MO"	"29095"	"2018"	"2018"	"Female"	"F"	3095	361556	856.0	661.2
	"Jackson County, MO"	"29095"	"2018"	"2018"	"Male"	"M"	3281	338751	968.6	953.9
	"St. Louis County, MO"	"29189"	"2000"	"2000"	"Female"	"F"	5291	534944	989.1	735.0
	"St. Louis County, MO"	"29189"	"2000"	"2000"	"Male"	"M"	4359	481371	905.5	1032.3
	"St. Louis County, MO"	"29189"	"2001"	"2001"	"Female"	"F"	5344	534859	999.1	740.7
	"St. Louis County, MO"	"29189"	"2001"	"2001"	"Male"	"M"	4287	481384	890.6	996.6
	"St. Louis County, MO"	"29189"	"2002"	"2002"	"Female"	"F"	5341	533820	1000.5	734.7
	"St. Louis County, MO"	"29189"	"2002"	"2002"	"Male"	"M"	4520	480539	940.6	1032.6
	"St. Louis County, MO"	"29189"	"2003"	"2003"	"Female"	"F"	5268	532429	989.4	719.9
	"St. Louis County, MO"	"29189"	"2003"	"2003"	"Male"	"M"	4261	479249	889.1	964.5
	"St. Louis County, MO"	"29189"	"2004"	"2004"	"Female"	"F"	5068	530589	955.2	687.8
	"St. Louis County, MO"	"29189"	"2004"	"2004"	"Male"	"M"	4313	477224	903.8	954.4
	"St. Louis County, MO"	"29189"	"2005"	"2005"	"Female"	"F"	4972	528992	939.9	675.8
	"St. Louis County, MO"	"29189"	"2005"	"2005"	"Male"	"M"	4213	475117	886.7	925.7
	"St. Louis County, MO"	"29189"	"2006"	"2006"	"Female"	"F"	5139	527983	973.3	692.2
	"St. Louis County, MO"	"29189"	"2006"	"2006"	"Male"	"M"	4220	474067	890.2	913.6
	"St. Louis County, MO"	"29189"	"2007"	"2007"	"Female"	"F"	4861	526449	923.4	641.0
	"St. Louis County, MO"	"29189"	"2007"	"2007"	"Male"	"M"	4146	472940	876.6	881.1
	"St. Louis County, MO"	"29189"	"2008"	"2008"	"Female"	"F"	5128	525876	975.1	669.7
	"St. Louis County, MO"	"29189"	"2008"	"2008"	"Male"	"M"	4412	472455	933.8	920.5
	"St. Louis County, MO"	"29189"	"2009"	"2009"	"Female"	"F"	4880	525910	927.9	631.6
	"St. Louis County, MO"	"29189"	"2009"	"2009"	"Male"	"M"	4229	472708	894.6	866.8
	"St. Louis County, MO"	"29189"	"2010"	"2010"	"Female"	"F"	4946	526051	940.2	633.4
	"St. Louis County, MO"	"29189"	"2010"	"2010"	"Male"	"M"	4345	472903	918.8	881.8
	"St. Louis County, MO"	"29189"	"2011"	"2011"	"Female"	"F"	4896	525964	930.9	622.8
	"St. Louis County, MO"	"29189"	"2011"	"2011"	"Male"	"M"	4335	472728	917.0	860.5
	"St. Louis County, MO"	"29189"	"2012"	"2012"	"Female"	"F"	4924	526792	934.7	613.7
	"St. Louis County, MO"	"29189"	"2012"	"2012"	"Male"	"M"	4475	473646	944.8	872.3
	"St. Louis County, MO"	"29189"	"2013"	"2013"	"Female"	"F"	5075	527321	962.4	623.5
	"St. Louis County, MO"	"29189"	"2013"	"2013"	"Male"	"M"	4494	474123	947.9	858.3
	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Female"	"F"	5016	527427	951.0	610.6
	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Male"	"M"	4613	474449	972.3	866.0
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"Female"	"F"	5184	528012	981.8	620.0
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"Male"	"M"	4798	475350	1009.4	891.1
	"St. Louis County, MO"	"29189"	"2016"	"2016"	"Female"	"F"	5216	524651	994.2	623.8
	"St. Louis County, MO"	"29189"	"2016"	"2016"	"Male"	"M"	4809	473930	1014.7	889.9
	"St. Louis County, MO"	"29189"	"2017"	"2017"	"Female"	"F"	5307	523675	1013.4	631.2
	"St. Louis County, MO"	"29189"	"2017"	"2017"	"Male"	"M"	4962	473051	1048.9	911.7
	"St. Louis County, MO"	"29189"	"2018"	"2018"	"Female"	"F"	5557	524058	1060.4	657.5
	"St. Louis County, MO"	"29189"	"2018"	"2018"	"Male"	"M"	5323	472887	1125.6	967.7
	"St. Louis city, MO"	"29510"	"2000"	"2000"	"Female"	"F"	2191	184622	1186.7	898.5
	"St. Louis city, MO"	"29510"	"2000"	"2000"	"Male"	"M"	2015	163567	1231.9	1467.4
	"St. Louis city, MO"	"29510"	"2001"	"2001"	"Female"	"F"	2153	181620	1185.4	916.9
	"St. Louis city, MO"	"29510"	"2001"	"2001"	"Male"	"M"	2043	161623	1264.1	1509.7
	"St. Louis city, MO"	"29510"	"2002"	"2002"	"Female"	"F"	2256	178703	1262.4	981.0
	"St. Louis city, MO"	"29510"	"2002"	"2002"	"Male"	"M"	1921	159754	1202.5	1449.9
	"St. Louis city, MO"	"29510"	"2003"	"2003"	"Female"	"F"	2080	176326	1179.6	939.2
