year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_denominator,analysis_value
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1069,Houston County,ALABAMA,Urban,White,"10,000+",3964
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1071,Jackson County,ALABAMA,Rural,White,"10,000+",6292
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1073,Jefferson County,ALABAMA,Urban,White,"10,000+",3229
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1075,Lamar County,ALABAMA,Rural,White,"1,000-4,999",5269
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1077,Lauderdale County,ALABAMA,Urban,White,"10,000+",5072
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1079,Lawrence County,ALABAMA,Urban,White,"1,000-4,999",6257
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1081,Lee County,ALABAMA,Urban,White,"10,000+",3301
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1083,Limestone County,ALABAMA,Urban,White,"10,000+",5936
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1085,Lowndes County,ALABAMA,Urban,White,"500-999",3924
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1087,Macon County,ALABAMA,Rural,White,"500-999",4032
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1089,Madison County,ALABAMA,Urban,White,"10,000+",4315
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1091,Marengo County,ALABAMA,Rural,White,"1,000-4,999",6224
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1093,Marion County,ALABAMA,Rural,White,"5,000-9,999",7177
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1095,Marshall County,ALABAMA,Rural,White,"10,000+",5387
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1097,Mobile County,ALABAMA,Urban,White,"10,000+",5401
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1099,Monroe County,ALABAMA,Rural,White,"1,000-4,999",5656
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1101,Montgomery County,ALABAMA,Urban,White,"10,000+",4008
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1103,Morgan County,ALABAMA,Urban,White,"10,000+",5283
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1105,Perry County,ALABAMA,Rural,White,"500-999",4512
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1107,Pickens County,ALABAMA,Rural,White,"1,000-4,999",5692
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1109,Pike County,ALABAMA,Rural,White,"1,000-4,999",4339
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1111,Randolph County,ALABAMA,Rural,White,"1,000-4,999",3796
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1113,Russell County,ALABAMA,Urban,White,"5,000-9,999",4063
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1115,St. Clair County,ALABAMA,Urban,White,"5,000-9,999",5183
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1117,Shelby County,ALABAMA,Urban,White,"10,000+",1798
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1119,Sumter County,ALABAMA,Rural,White,"500-999",4041
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1121,Talladega County,ALABAMA,Rural,White,"10,000+",3686
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1123,Tallapoosa County,ALABAMA,Rural,White,"5,000-9,999",3963
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1125,Tuscaloosa County,ALABAMA,Urban,White,"10,000+",5605
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1127,Walker County,ALABAMA,Urban,White,"10,000+",2009
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1129,Washington County,ALABAMA,Rural,White,"1,000-4,999",5213
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1131,Wilcox County,ALABAMA,Rural,White,"500-999",4594
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,1133,Winston County,ALABAMA,Rural,White,"5,000-9,999",10614
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,White,"10,000+",1917
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2050,Bethel Census Area,ALASKA,Rural,White,"11-499",0
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2060,Bristol Bay Borough,ALASKA,Rural,White,"500-999",0
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2070,Dillingham Census Area,ALASKA,Rural,White,"11-499",0
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,White,"5,000-9,999",1696
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2100,Haines Borough,ALASKA,Rural,White,"11-499",0
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,White,"1,000-4,999",2134
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,White,"1,000-4,999",3112
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,White,"500-999",363
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,White,"5,000-9,999",3637
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2180,Nome Census Area,ALASKA,Rural,White,"11-499",0
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,White,"500-999",3555
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2230,Skagway Municipality,ALASKA,Rural,White,"11-499",811
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2240,Southeast Fairbanks Census Area,ALASKA,Rural,White,"500-999",3721
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,2290,Yukon-Koyukuk Census Area,ALASKA,Rural,White,"11-499",0
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4001,Apache County,ARIZONA,Rural,White,"1,000-4,999",2356
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,White,"10,000+",3601
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,White,"10,000+",1726
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,White,"10,000+",3451
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,White,"1,000-4,999",2564
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4011,Greenlee County,ARIZONA,Rural,White,"500-999",2523
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,White,"1,000-4,999",3755
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,White,"10,000+",2733
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,White,"10,000+",4129
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,White,"5,000-9,999",2053
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,White,"10,000+",2521
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,White,"10,000+",2917
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,White,"1,000-4,999",1351
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,White,"10,000+",2038
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,White,"10,000+",4279
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5001,Arkansas County,ARKANSAS,Rural,White,"1,000-4,999",7262
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5003,Ashley County,ARKANSAS,Rural,White,"1,000-4,999",6143
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,White,"10,000+",4158
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,White,"10,000+",3667
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,White,"5,000-9,999",3042
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5011,Bradley County,ARKANSAS,Rural,White,"1,000-4,999",7436
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5013,Calhoun County,ARKANSAS,Rural,White,"500-999",6295
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,White,"1,000-4,999",3182
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5017,Chicot County,ARKANSAS,Rural,White,"1,000-4,999",8544
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5019,Clark County,ARKANSAS,Rural,White,"1,000-4,999",4030
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5021,Clay County,ARKANSAS,Rural,White,"1,000-4,999",7089
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5023,Cleburne County,ARKANSAS,Rural,White,"5,000-9,999",4458
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5025,Cleveland County,ARKANSAS,Urban,White,"1,000-4,999",6583
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5027,Columbia County,ARKANSAS,Rural,White,"1,000-4,999",6258
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5029,Conway County,ARKANSAS,Rural,White,"1,000-4,999",4177
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,White,"10,000+",5627
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,White,"5,000-9,999",3784
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,White,"1,000-4,999",4670
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5037,Cross County,ARKANSAS,Rural,White,"1,000-4,999",7039
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5039,Dallas County,ARKANSAS,Rural,White,"1,000-4,999",5494
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5041,Desha County,ARKANSAS,Rural,White,"1,000-4,999",7743
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5043,Drew County,ARKANSAS,Rural,White,"1,000-4,999",9315
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,White,"10,000+",3380
2015,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",All,All,Dual & non-dual,5047,Franklin County,ARKANSAS,Urban,White,"1,000-4,999",5059
