year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1055,Etowah County,ALABAMA,Urban,Hispanic,All,"11-499",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1057,Fayette County,ALABAMA,Rural,Hispanic,All,"11-499",64
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1059,Franklin County,ALABAMA,Rural,Hispanic,All,"11-499",18
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1061,Geneva County,ALABAMA,Urban,Hispanic,All,"11-499",25
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1069,Houston County,ALABAMA,Urban,Hispanic,All,"11-499",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1071,Jackson County,ALABAMA,Rural,Hispanic,All,"11-499",40
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1073,Jefferson County,ALABAMA,Urban,Hispanic,All,"11-499",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1077,Lauderdale County,ALABAMA,Urban,Hispanic,All,"11-499",46
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1081,Lee County,ALABAMA,Urban,Hispanic,All,"11-499",33
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1083,Limestone County,ALABAMA,Urban,Hispanic,All,"11-499",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1089,Madison County,ALABAMA,Urban,Hispanic,All,"500-999",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1093,Marion County,ALABAMA,Rural,Hispanic,All,"11-499",25
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1095,Marshall County,ALABAMA,Rural,Hispanic,All,"11-499",28
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1097,Mobile County,ALABAMA,Urban,Hispanic,All,"11-499",32
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1101,Montgomery County,ALABAMA,Urban,Hispanic,All,"11-499",36
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1103,Morgan County,ALABAMA,Urban,Hispanic,All,"11-499",30
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1111,Randolph County,ALABAMA,Rural,Hispanic,All,"11-499",23
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1113,Russell County,ALABAMA,Urban,Hispanic,All,"11-499",29
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1115,St. Clair County,ALABAMA,Urban,Hispanic,All,"11-499",26
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1117,Shelby County,ALABAMA,Urban,Hispanic,All,"11-499",40
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1121,Talladega County,ALABAMA,Rural,Hispanic,All,"11-499",27
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1123,Tallapoosa County,ALABAMA,Rural,Hispanic,All,"11-499",33
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1125,Tuscaloosa County,ALABAMA,Urban,Hispanic,All,"11-499",40
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,1127,Walker County,ALABAMA,Urban,Hispanic,All,"11-499",25
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,Hispanic,All,"1,000-4,999",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,Hispanic,All,"11-499",28
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,Hispanic,All,"11-499",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,Hispanic,All,"11-499",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,Hispanic,All,"11-499",40
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,Hispanic,All,"11-499",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,Hispanic,All,"11-499",20
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4001,Apache County,ARIZONA,Rural,Hispanic,All,"11-499",26
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,Hispanic,All,"1,000-4,999",24
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,Hispanic,All,"1,000-4,999",40
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,Hispanic,All,"1,000-4,999",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,Hispanic,All,"500-999",39
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4011,Greenlee County,ARIZONA,Rural,Hispanic,All,"11-499",34
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,Hispanic,All,"11-499",25
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,Hispanic,All,"10,000+",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,Hispanic,All,"1,000-4,999",33
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,Hispanic,All,"500-999",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,Hispanic,All,"5,000-9,999",36
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,Hispanic,All,"1,000-4,999",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,Hispanic,All,"1,000-4,999",27
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,Hispanic,All,"1,000-4,999",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,Hispanic,All,"5,000-9,999",25
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5003,Ashley County,ARKANSAS,Rural,Hispanic,All,"11-499",24
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,Hispanic,All,"11-499",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,Hispanic,All,"500-999",33
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,Hispanic,All,"11-499",53
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5011,Bradley County,ARKANSAS,Rural,Hispanic,All,"11-499",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,Hispanic,All,"11-499",23
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5029,Conway County,ARKANSAS,Rural,Hispanic,All,"11-499",16
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,Hispanic,All,"11-499",44
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,Hispanic,All,"11-499",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,Hispanic,All,"11-499",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5041,Desha County,ARKANSAS,Rural,Hispanic,All,"11-499",0
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,Hispanic,All,"11-499",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5047,Franklin County,ARKANSAS,Urban,Hispanic,All,"11-499",54
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,Hispanic,All,"11-499",36
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5055,Greene County,ARKANSAS,Rural,Hispanic,All,"11-499",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5057,Hempstead County,ARKANSAS,Rural,Hispanic,All,"11-499",7
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5059,Hot Spring County,ARKANSAS,Rural,Hispanic,All,"11-499",50
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5061,Howard County,ARKANSAS,Rural,Hispanic,All,"11-499",29
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5063,Independence County,ARKANSAS,Rural,Hispanic,All,"11-499",42
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5069,Jefferson County,ARKANSAS,Urban,Hispanic,All,"11-499",24
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5071,Johnson County,ARKANSAS,Rural,Hispanic,All,"11-499",22
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5083,Logan County,ARKANSAS,Rural,Hispanic,All,"11-499",32
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5085,Lonoke County,ARKANSAS,Urban,Hispanic,All,"11-499",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5087,Madison County,ARKANSAS,Urban,Hispanic,All,"11-499",18
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5089,Marion County,ARKANSAS,Rural,Hispanic,All,"11-499",27
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5091,Miller County,ARKANSAS,Urban,Hispanic,All,"11-499",49
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5093,Mississippi County,ARKANSAS,Rural,Hispanic,All,"11-499",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5111,Poinsett County,ARKANSAS,Urban,Hispanic,All,"11-499",17
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5113,Polk County,ARKANSAS,Rural,Hispanic,All,"11-499",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5115,Pope County,ARKANSAS,Rural,Hispanic,All,"11-499",23
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5119,Pulaski County,ARKANSAS,Urban,Hispanic,All,"500-999",39
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5121,Randolph County,ARKANSAS,Rural,Hispanic,All,"11-499",0
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5123,St. Francis County,ARKANSAS,Rural,Hispanic,All,"11-499",29
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5125,Saline County,ARKANSAS,Urban,Hispanic,All,"11-499",56
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5131,Sebastian County,ARKANSAS,Urban,Hispanic,All,"11-499",27
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5133,Sevier County,ARKANSAS,Rural,Hispanic,All,"11-499",24
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5135,Sharp County,ARKANSAS,Rural,Hispanic,All,"11-499",17
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5137,Stone County,ARKANSAS,Rural,Hispanic,All,"11-499",0
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5139,Union County,ARKANSAS,Rural,Hispanic,All,"11-499",21
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5141,Van Buren County,ARKANSAS,Rural,Hispanic,All,"11-499",45
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5143,Washington County,ARKANSAS,Urban,Hispanic,All,"500-999",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5145,White County,ARKANSAS,Rural,Hispanic,All,"11-499",39
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,5149,Yell County,ARKANSAS,Rural,Hispanic,All,"11-499",20
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6001,Alameda County,CALIFORNIA,Urban,Hispanic,All,"10,000+",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6005,Amador County,CALIFORNIA,Rural,Hispanic,All,"11-499",41
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6007,Butte County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",36
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6009,Calaveras County,CALIFORNIA,Rural,Hispanic,All,"500-999",38
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6011,Colusa County,CALIFORNIA,Rural,Hispanic,All,"1,000-4,999",43
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6013,Contra Costa County,CALIFORNIA,Urban,Hispanic,All,"10,000+",36
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6015,Del Norte County,CALIFORNIA,Rural,Hispanic,All,"11-499",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6017,El Dorado County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",43
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6019,Fresno County,CALIFORNIA,Urban,Hispanic,All,"10,000+",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6021,Glenn County,CALIFORNIA,Rural,Hispanic,All,"500-999",33
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6023,Humboldt County,CALIFORNIA,Rural,Hispanic,All,"500-999",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6025,Imperial County,CALIFORNIA,Urban,Hispanic,All,"10,000+",30
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6027,Inyo County,CALIFORNIA,Rural,Hispanic,All,"11-499",24
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6029,Kern County,CALIFORNIA,Urban,Hispanic,All,"10,000+",37
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6031,Kings County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",32
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6033,Lake County,CALIFORNIA,Rural,Hispanic,All,"1,000-4,999",27
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6035,Lassen County,CALIFORNIA,Rural,Hispanic,All,"11-499",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6037,Los Angeles County,CALIFORNIA,Urban,Hispanic,All,"10,000+",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6039,Madera County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",32
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6041,Marin County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",41
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6043,Mariposa County,CALIFORNIA,Rural,Hispanic,All,"11-499",24
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6045,Mendocino County,CALIFORNIA,Rural,Hispanic,All,"1,000-4,999",26
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6047,Merced County,CALIFORNIA,Urban,Hispanic,All,"10,000+",40
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6049,Modoc County,CALIFORNIA,Rural,Hispanic,All,"11-499",22
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6051,Mono County,CALIFORNIA,Rural,Hispanic,All,"11-499",44
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6053,Monterey County,CALIFORNIA,Urban,Hispanic,All,"10,000+",39
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6055,Napa County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",32
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6057,Nevada County,CALIFORNIA,Rural,Hispanic,All,"500-999",45
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6059,Orange County,CALIFORNIA,Urban,Hispanic,All,"10,000+",35
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6061,Placer County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",43
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6063,Plumas County,CALIFORNIA,Rural,Hispanic,All,"11-499",22
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6065,Riverside County,CALIFORNIA,Urban,Hispanic,All,"10,000+",27
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6067,Sacramento County,CALIFORNIA,Urban,Hispanic,All,"10,000+",41
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6069,San Benito County,CALIFORNIA,Urban,Hispanic,All,"1,000-4,999",44
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6071,San Bernardino County,CALIFORNIA,Urban,Hispanic,All,"10,000+",27
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6073,San Diego County,CALIFORNIA,Urban,Hispanic,All,"10,000+",31
2018,County,Preventive Services,Unsmoothed age standardized,Base measure,Preventive Services,"Influenza Virus Vaccine",All,All,Dual & non-dual,6075,San Francisco County,CALIFORNIA,Urban,Hispanic,All,"5,000-9,999",35
