"GEO_ID","NAME","B20017B_001E","B20017B_001M","B20017B_002E","B20017B_002M","B20017B_003E","B20017B_003M","B20017B_004E","B20017B_004M","B20017B_005E","B20017B_005M","B20017B_006E","B20017B_006M","B20017B_007E","B20017B_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US37045","Cleveland County, North Carolina","24064","5404","21704","11700","28116","9761","12456","22056","24740","4492","27426","6114","11670","1526"
"0500000US37049","Craven County, North Carolina","23166","9059","21530","10509","33507","4136","7808","4455","25885","13000","41267","4896","13879","2922"
"0500000US37051","Cumberland County, North Carolina","26428","1634","28396","2932","36321","2972","9758","1859","24992","3513","35100","2330","9605","1336"
"0500000US37057","Davidson County, North Carolina","23288","5703","26351","6966","32101","6687","5347","1884","21704","4658","25677","6823","6676","5760"
"0500000US37063","Durham County, North Carolina","29546","2493","28780","3093","36374","4657","10701","3101","30248","2908","38308","2687","8125","2847"
"0500000US37067","Forsyth County, North Carolina","25661","3213","26732","4990","32368","1875","11098","1898","24944","4568","34084","4825","11608","2464"
"0500000US37069","Franklin County, North Carolina","36682","8319","40938","22751","58340","24644","9584","2325","31949","11751","40769","7045","10874","3042"
"0500000US37071","Gaston County, North Carolina","25676","1276","25897","2410","31293","5460","6721","5757","25528","1609","30799","3482","11509","6287"
"0500000US37081","Guilford County, North Carolina","26615","1612","29828","3784","40406","2313","8843","1439","25703","1416","31927","1811","10611","1692"
"0500000US37085","Harnett County, North Carolina","22551","4042","27294","4562","35633","12455","9079","4293","17361","3868","24382","5376","9486","4763"
"0500000US37089","Henderson County, North Carolina","31331","1937","19522","34063","56159","38919","3564","2271","31872","2542","31840","2273","-","**"
"0500000US37097","Iredell County, North Carolina","21738","2461","25075","9253","40757","6350","9395","4514","21413","1425","25526","4832","10714","2958"
"0500000US37101","Johnston County, North Carolina","22649","5336","25069","11916","33418","16806","21255","11327","22476","6958","33336","4084","12100","5831"
"0500000US37109","Lincoln County, North Carolina","28551","24428","36187","29056","36543","29754","11020","58138","7153","39687","46144","15711","5527","5999"
"0500000US37119","Mecklenburg County, North Carolina","31552","873","32420","4043","41290","1917","10230","1294","30821","1182","36908","1662","10352","1915"
"0500000US37125","Moore County, North Carolina","22244","8057","21117","20897","37312","28904","6589","12458","22889","7910","31544","19203","11123","6796"
"0500000US37127","Nash County, North Carolina","26145","4154","29950","14910","41489","4928","4913","11493","24452","8293","26922","2711","13319","4159"
"0500000US37129","New Hanover County, North Carolina","24880","3735","27068","3014","29362","4072","8455","15395","18723","7343","25375","6237","10438","5621"
"0500000US37133","Onslow County, North Carolina","22840","1772","24624","4224","28630","4352","11799","9019","20504","4275","35556","22918","12415","4191"
"0500000US37135","Orange County, North Carolina","20891","6244","13775","12454","35862","10345","4399","2237","21475","1253","33708","8077","5784","11985"
"0500000US37147","Pitt County, North Carolina","21973","2405","25647","4002","34177","9762","8934","2246","20871","2887","32131","6520","8534","1990"
"0500000US37151","Randolph County, North Carolina","21638","4459","21270","5819","31005","14771","9132","7793","21920","11341","30829","1554","8000","1677"
"0500000US37155","Robeson County, North Carolina","24491","2075","30914","4518","35128","6938","11236","12498","20391","3881","26402","3006","10740","2100"
"0500000US37157","Rockingham County, North Carolina","24158","4915","24653","5762","36027","2448","2970","3767","22612","5955","27040","2856","17592","3418"
"0500000US37159","Rowan County, North Carolina","21029","2931","20787","3387","40629","10238","6853","3985","21496","6773","29292","3819","3427","1033"
"0500000US37161","Rutherford County, North Carolina","9319","17257","28980","11155","22072","9158","33853","19906","7909","4810","23114","29727","3100","1744"
"0500000US37171","Surry County, North Carolina","11743","11428","25158","22823","40833","43516","6156","6341","4786","14568","25313","18285","4031","889"
"0500000US37179","Union County, North Carolina","26976","3792","31219","6445","51092","8710","10880","7414","25944","4190","29867","12219","13949","4606"
"0500000US37183","Wake County, North Carolina","32204","2130","33245","4355","42881","3110","9070","2659","31847","2351","40532","2815","9410","2625"
"0500000US37191","Wayne County, North Carolina","23790","2249","24999","3320","30914","4216","20003","15657","21250","4369","29112","2353","5876","2322"
"0500000US37195","Wilson County, North Carolina","20995","2515","24182","10110","31003","2480","6261","1441","20218","3758","23757","4075","8223","3170"
"0500000US38017","Cass County, North Dakota","21360","7452","25750","7441","44711","20160","4323","11310","17830","17207","22484","7607","2,500-","***"
"0500000US38035","Grand Forks County, North Dakota","26097","6929","31139","10860","35313","32715","11159","3694","24096","2025","25617","6043","-","**"
"0500000US38101","Ward County, North Dakota","22401","23035","21359","3164","22158","51257","11824","5602","50409","56071","-","**","-","**"
"0500000US39003","Allen County, Ohio","21287","6949","21013","6734","28188","16973","10690","3835","22805","12545","38054","10293","6920","5071"
"0500000US39007","Ashtabula County, Ohio","14804","14825","13339","8236","41626","19690","6348","4169","25181","2432","25679","3321","-","**"
"0500000US39009","Athens County, Ohio","4241","4901","3974","3122","-","**","3628","2342","15061","32926","37367","21179","2,500-","***"
"0500000US39017","Butler County, Ohio","31467","2719","39921","3421","46711","11706","15456","5207","23900","4071","32837","2213","8931","1646"
"0500000US39023","Clark County, Ohio","24425","4877","24500","15394","41385","8957","11710","6272","24356","6049","30484","3963","8676","3061"
"0500000US39025","Clermont County, Ohio","26940","9268","28716","42400","66182","1087","4871","23691","26364","5130","28095","31609","26201","15880"
"0500000US39035","Cuyahoga County, Ohio","25746","1074","26592","1526","37220","3867","10139","1467","24923","1509","34256","2204","10534","1027"
"0500000US39041","Delaware County, Ohio","35282","14735","41395","30871","91466","49461","9962","12305","29434","18552","30417","25516","21219","23969"
"0500000US39043","Erie County, Ohio","25730","11436","30027","29200","35476","8634","4344","4625","25711","7673","27154","7984","10484","10785"
"0500000US39045","Fairfield County, Ohio","37048","25190","36734","38565","65701","15298","19839","27544","37438","29344","70090","23583","7451","31403"
"0500000US39049","Franklin County, Ohio","26817","996","28619","3489","36916","2264","10113","2164","26186","1201","34425","3087","11107","1425"
"0500000US39057","Greene County, Ohio","16879","6230","18777","8462","32165","5731","8841","8789","15347","7939","37157","43940","4275","2373"
"0500000US39061","Hamilton County, Ohio","29439","2318","32138","2493","40461","2832","12347","2459","26881","2066","36798","2849","9886","1078"
"0500000US39081","Jefferson County, Ohio","14225","8584","33977","17987","40608","28861","16217","17264","9480","4916","19612","19252","8020","4558"
"0500000US39085","Lake County, Ohio","32303","2696","31854","7364","34784","5963","11760","5191","36222","16533","50278","9048","19122","23066"
"0500000US39089","Licking County, Ohio","41311","4713","43763","13185","50805","5524","14660","11132","40867","3080","41554","5964","9122","16679"
"0500000US39093","Lorain County, Ohio","25313","2836","28584","5994","36833","5505","14537","11438","22375","4987","32392","13128","8775","7001"
"0500000US39095","Lucas County, Ohio","23045","2918","25513","1831","31952","3063","11657","3786","20884","2152","31567","1708","10157","2707"
"0500000US39099","Mahoning County, Ohio","20153","3174","17871","4875","29178","8654","7311","4041","20884","2518","29134","6592","7313","2554"
"0500000US39109","Miami County, Ohio","35805","13215","-","**","-","**","-","**","35287","18536","35938","3618","-","**"
"0500000US39113","Montgomery County, Ohio","24164","3008","26240","2105","35792","3741","12243","2659","21629","2027","31889","2321","10556","1197"
"0500000US39119","Muskingum County, Ohio","24409","11076","18683","14476","32066","8109","13961","5319","31270","18205","35927","18027","2,500-","***"
"0500000US39133","Portage County, Ohio","20987","14351","11808","15304","45173","25180","8379","1190","37283","30113","71852","33634","4658","3387"
"0500000US39139","Richland County, Ohio","20547","4522","21212","1728","22123","7454","2,500-","***","18500","10128","32194","9729","15026","14387"
"0500000US39141","Ross County, Ohio","27151","23129","30935","23733","41557","15924","7056","2750","11239","7520","12132","39045","-","**"
"0500000US39145","Scioto County, Ohio","7191","4575","5793","3178","-","**","5148","2192","15098","10429","-","**","10052","13232"
"0500000US39151","Stark County, Ohio","18682","2506","17212","3653","21236","22323","9202","3549","20549","5781","26750","2612","8583","3726"
"0500000US39153","Summit County, Ohio","25145","2813","26582","5114","40247","5013","11511","2866","22425","3385","34970","5740","10572","1497"
"0500000US39155","Trumbull County, Ohio","20442","4945","22534","11846","61297","16659","9968","4392","18585","7583","22082","7334","8533","958"
"0500000US39157","Tuscarawas County, Ohio","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US39173","Wood County, Ohio","11625","22688","21195","22258","31387","8669","3782","371","4966","9757","49309","14658","3716","3688"
"0500000US40017","Canadian County, Oklahoma","26171","3820","25336","8738","29417","26072","9144","2614","26352","4817","27217","6124","2,500-","***"
"0500000US40027","Cleveland County, Oklahoma","27292","7741","36456","18983","46051","12795","6733","4338","26055","5326","27410","7400","8873","2479"
"0500000US40031","Comanche County, Oklahoma","27244","8714","36304","8222","41477","10821","10039","8455","21914","8276","27129","9758","5706","5265"
"0500000US40037","Creek County, Oklahoma","31903","16843","30384","19726","49195","12668","11458","15401","42664","27610","50110","48439","14968","67565"
"0500000US40101","Muskogee County, Oklahoma","32176","6628","27016","15827","37834","6525","12222","14725","35031","8018","36332","4014","12305","29423"
"0500000US40109","Oklahoma County, Oklahoma","25879","1002","27987","3658","36955","3564","11304","1683","25009","1710","29350","2733","9651","2932"
"0500000US40119","Payne County, Oklahoma","20872","10404","20053","22981","46033","21799","7950","3815","23438","12331","25886","12110","3743","860"
"0500000US40125","Pottawatomie County, Oklahoma","20172","20964","27198","5733","34508","26014","12461","20907","3906","6579","45965","5932","2,500-","***"
"0500000US40131","Rogers County, Oklahoma","46264","1162","44761","12701","46875","16743","6477","2664","46409","573","46504","605","-","**"
"0500000US40143","Tulsa County, Oklahoma","25950","1388","30253","1640","33996","2813","10296","2761","21844","1829","30138","1643","10003","1753"
"0500000US40145","Wagoner County, Oklahoma","24504","36880","47911","35542","50286","8027","14394","2931","16614","35355","57227","58667","15577","12936"
"0500000US41017","Deschutes County, Oregon","31638","26698","40784","13206","-","**","40784","13206","-","**","-","**","-","**"
"0500000US41019","Douglas County, Oregon","26216","22346","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US41029","Jackson County, Oregon","17189","14291","22227","10867","26301","10147","9784","23584","-","**","-","**","-","**"
"0500000US41033","Josephine County, Oregon","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US41039","Lane County, Oregon","23070","3133","22239","6760","23435","6258","20949","16400","23964","25519","50236","51537","3843","9896"
"0500000US41051","Multnomah County, Oregon","30032","7082","30843","7372","39414","3819","10493","6045","26794","9055","50606","6469","16001","3308"
"0500000US41053","Polk County, Oregon","26313","4624","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US41067","Washington County, Oregon","32407","7428","39879","15765","44764","19117","30234","23257","19909","8899","40526","16999","10346","10426"
"0500000US41071","Yamhill County, Oregon","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US42001","Adams County, Pennsylvania","42955","63183","2,500-","***","-","**","-","**","71177","46359","71177","46359","-","**"
"0500000US42003","Allegheny County, Pennsylvania","26324","1190","28059","4015","36941","3911","10375","1314","25600","1603","35296","2810","7666","1427"
"0500000US42005","Armstrong County, Pennsylvania","23075","20570","23728","12535","24237","14033","-","**","-","**","-","**","-","**"
"0500000US42007","Beaver County, Pennsylvania","17710","9760","13600","12093","32087","8752","2,500-","***","22697","8683","29282","10715","13216","10480"
"0500000US42011","Berks County, Pennsylvania","30762","5599","27805","9223","39019","5100","6555","4068","32368","3931","36543","2817","9968","2972"
"0500000US42013","Blair County, Pennsylvania","11607","6987","3862","1243","-","**","3565","829","13479","35308","-","**","12468","6373"
"0500000US42017","Bucks County, Pennsylvania","36707","5127","38118","10930","46563","4506","20879","9471","32108","9707","60386","5411","16673","4455"
"0500000US42019","Butler County, Pennsylvania","25200","22871","31285","2504","31452","17028","27111","14246","11706","1284","-","**","11456","989"
"0500000US42025","Carbon County, Pennsylvania","61735","36552","62114","47900","62114","47900","-","**","-","**","-","**","-","**"
"0500000US42029","Chester County, Pennsylvania","27063","8445","31907","16688","51800","14827","10435","2324","26197","3073","44988","7428","8953","3724"
"0500000US42033","Clearfield County, Pennsylvania","9368","52038","6807","14307","60152","61437","5456","5013","48321","38289","-","**","-","**"
"0500000US42041","Cumberland County, Pennsylvania","22571","4207","26680","2569","27775","11222","9932","4303","8173","4299","21597","2546","5128","4957"
"0500000US42043","Dauphin County, Pennsylvania","24386","2723","24830","4000","41099","2181","11135","3871","22321","6143","37191","5892","9605","2253"
"0500000US42045","Delaware County, Pennsylvania","31564","1533","32903","3942","40914","2281","15023","3187","30549","2512","36953","1548","11227","1558"
"0500000US42049","Erie County, Pennsylvania","21106","2935","20732","3835","27083","9994","11118","7009","21573","4873","29071","5511","6758","3863"
"0500000US42051","Fayette County, Pennsylvania","23839","7418","25046","28175","50413","20011","18654","13356","23786","17782","27100","14878","3548","10164"
"0500000US42055","Franklin County, Pennsylvania","26025","2652","26061","6551","31227","12892","20288","33710","26005","3256","26482","862","-","**"
"0500000US42069","Lackawanna County, Pennsylvania","20267","14558","26217","14211","42124","17316","6603","1227","13892","8545","20940","21446","2,500-","***"
"0500000US42071","Lancaster County, Pennsylvania","27084","2775","29391","5093","36974","8480","10073","2776","24720","5660","30830","3164","10595","2384"
"0500000US42073","Lawrence County, Pennsylvania","17458","7438","10213","13834","-","**","4522","2857","21631","12588","60288","23629","17066","3831"
"0500000US42075","Lebanon County, Pennsylvania","31654","12550","31482","16188","40786","18917","11373","715","33051","18033","38032","13793","16799","30477"
"0500000US42077","Lehigh County, Pennsylvania","27101","4344","26335","7748","42309","8777","8717","8086","28060","5798","37201","5145","14500","15440"
"0500000US42079","Luzerne County, Pennsylvania","21128","8983","30234","9559","33731","3861","9073","927","13638","10055","41390","12445","9092","2429"
"0500000US42081","Lycoming County, Pennsylvania","17398","8560","15307","15362","22355","41633","6047","1537","18794","8602","30287","3808","6867","8166"
"0500000US42085","Mercer County, Pennsylvania","15382","7139","13119","10180","93279","59662","11202","7478","16622","17130","27397","17655","11145","903"
"0500000US42089","Monroe County, Pennsylvania","33157","4499","35000","8524","41627","9861","9725","5285","32590","4260","37365","5865","9193","2551"
"0500000US42091","Montgomery County, Pennsylvania","39429","5176","37127","6350","48434","5923","14287","4042","40237","5425","52227","5383","9583","4754"
"0500000US42095","Northampton County, Pennsylvania","26574","6966","24099","12575","43109","9088","3638","4760","30649","6144","50261","11546","10576","4111"
"0500000US42101","Philadelphia County, Pennsylvania","27245","1290","26695","1121","40021","4536","10436","1300","28447","2702","37492","1716","10533","1295"
"0500000US42107","Schuylkill County, Pennsylvania","15363","5795","15551","7527","43974","55226","15151","6952","6577","28292","-","**","-","**"
"0500000US42111","Somerset County, Pennsylvania","15568","12197","15568","12197","50821","46571","6856","9089","-","**","-","**","-","**"
"0500000US42125","Washington County, Pennsylvania","28541","7680","35251","13246","41552","31547","2,500-","***","24447","13261","30212","9235","5373","6056"
"0500000US42129","Westmoreland County, Pennsylvania","20317","7696","21357","12361","42436","11761","6648","9510","16481","12050","21860","5237","6787","4266"
"0500000US42133","York County, Pennsylvania","27761","2754","29857","7916","37330","15338","13376","10048","24095","3909","50010","18350","20011","8459"
"0500000US44003","Kent County, Rhode Island","43901","11828","33652","17109","39706","29818","31150","14735","44772","17959","50329","10784","-","**"
"0500000US44007","Providence County, Rhode Island","32041","1923","35917","4628","42105","8013","13939","8474","26847","6353","35879","2410","10851","4591"
"0500000US45003","Aiken County, South Carolina","21682","4549","26864","15584","42238","10506","4421","4912","18569","5725","26087","6578","8021","3096"
"0500000US45007","Anderson County, South Carolina","25302","4168","23877","6406","36041","8312","5586","7305","25677","3769","33449","6528","10676","3987"
"0500000US45013","Beaufort County, South Carolina","26321","1352","28054","4083","31708","6100","7220","3687","25699","1305","26586","1285","11785","2217"
"0500000US45015","Berkeley County, South Carolina","26392","1958","25387","2805","31229","4040","8682","4489","27289","2039","31493","9196","10877","2256"
"0500000US45019","Charleston County, South Carolina","24416","3239","24359","4479","31420","1113","10593","3117","24450","4062","29032","1760","12026","3978"
"0500000US45031","Darlington County, South Carolina","20032","3169","20127","5421","24980","9772","15602","5106","19949","3414","23360","4955","4311","3791"
"0500000US45035","Dorchester County, South Carolina","24481","5996","26929","10128","35219","9020","4945","2956","22412","5810","31347","7803","12486","6012"
"0500000US45041","Florence County, South Carolina","26058","2626","30769","4368","34450","3443","13995","6219","23364","3435","27212","4353","14535","3954"
"0500000US45045","Greenville County, South Carolina","27728","2609","30634","1343","35731","6954","16480","3674","25559","4315","33785","5138","8058","3550"
"0500000US45047","Greenwood County, South Carolina","21799","2427","29133","3041","31750","4135","12699","3759","20613","3550","23265","2786","7832","3862"
"0500000US45051","Horry County, South Carolina","24281","2953","30485","4171","31874","2519","10145","7217","20934","2822","26625","3880","10900","4658"
"0500000US45055","Kershaw County, South Carolina","25950","9629","28742","20548","40519","23887","6987","3858","25429","7284","34127","23302","10517","8453"
"0500000US45057","Lancaster County, South Carolina","23765","8973","32304","20255","60183","16012","4564","6143","21691","5071","31818","9642","9939","1993"
"0500000US45059","Laurens County, South Carolina","22647","3528","20963","8704","30995","10257","7161","2712","23753","3468","28403","7410","3641","8233"
"0500000US45063","Lexington County, South Carolina","26687","2385","27492","4992","32428","6621","11165","1688","26091","3055","28862","2072","8159","2994"
"0500000US45073","Oconee County, South Carolina","26170","13717","30704","31575","32319","17793","7727","28181","22001","8527","32013","25130","18551","6326"
"0500000US45075","Orangeburg County, South Carolina","21813","4045","26442","4223","31736","1468","9097","3497","16239","3969","31304","8114","10683","1256"
"0500000US45077","Pickens County, South Carolina","22102","12519","22609","22169","31746","42468","2,500-","***","22004","17444","56673","12430","8125","3087"
"0500000US45079","Richland County, South Carolina","28352","1698","30111","1876","32201","1753","7216","3687","27054","2032","31841","1719","8240","2614"
"0500000US45083","Spartanburg County, South Carolina","26647","1898","26761","1520","31607","3542","7219","7009","26148","6921","32103","3080","8033","2469"
"0500000US45085","Sumter County, South Carolina","24833","3421","25643","6012","33978","5105","7584","2509","24405","3915","30984","3804","7359","2024"
"0500000US45091","York County, South Carolina","27455","4514","30692","3969","36817","6758","10789","2278","26182","2973","33698","1992","6574","2811"
"0500000US46099","Minnehaha County, South Dakota","27752","7391","28031","6103","29372","9448","11585","3019","23007","16460","35393","10290","8116","15143"
"0500000US47001","Anderson County, Tennessee","22195","5195","21098","5974","21579","4043","13025","22414","30964","1199","31150","21742","-","**"
"0500000US47011","Bradley County, Tennessee","24265","3041","29835","10381","40213","22654","6875","40522","22903","7427","23929","1725","3658","3279"
"0500000US47037","Davidson County, Tennessee","29185","2347","31531","2015","38852","4539","8133","2229","26828","1719","33303","2650","10903","1698"
"0500000US47059","Greene County, Tennessee","20671","21186","25006","11246","25982","12347","8066","7286","-","**","-","**","-","**"
"0500000US47065","Hamilton County, Tennessee","24654","3277","24701","5982","33320","5336","11196","5395","24624","3510","30199","4145","10210","3872"
"0500000US47093","Knox County, Tennessee","19490","2905","19705","4504","27068","4926","10609","6552","19208","4002","30885","6648","9026","5221"
"0500000US47113","Madison County, Tennessee","28027","2649","30298","5881","32340","6831","6355","776","27584","2645","30347","6441","9779","9338"
"0500000US47119","Maury County, Tennessee","28575","4592","29506","6788","29650","6258","16583","73029","26676","8727","31378","9447","7379","7073"
"0500000US47125","Montgomery County, Tennessee","30873","1469","40664","7443","42123","4962","7188","23016","26220","2377","30797","2237","8629","3693"
"0500000US47141","Putnam County, Tennessee","35452","12233","35952","1287","-","**","-","**","24972","23040","33270","18786","-","**"
"0500000US47147","Robertson County, Tennessee","19786","4448","19201","6237","30031","14010","4989","6491","20841","7076","33919","22389","11538","5410"
"0500000US47149","Rutherford County, Tennessee","30034","4492","30577","4360","37546","4387","5212","2695","27221","6489","40430","5657","7442","5790"
"0500000US47157","Shelby County, Tennessee","26652","834","27780","2282","35615","1803","11057","1102","25816","1131","34963","2061","10273","880"
"0500000US47163","Sullivan County, Tennessee","18075","13464","18905","14076","30103","15208","6310","6097","11796","22058","-","**","11257","12538"
"0500000US47165","Sumner County, Tennessee","32099","7869","29586","13358","40313","37254","5575","5641","40339","16440","41264","12957","3120","18370"
"0500000US47187","Williamson County, Tennessee","37036","18769","41173","65432","41936","87339","-","**","34006","19336","47540","10426","10786","5517"
"0500000US47189","Wilson County, Tennessee","32309","9701","43784","27099","66398","16913","9711","8866","31254","4588","32249","12839","26419","9832"
"0500000US48005","Angelina County, Texas","22252","3262","24194","4336","30724","6618","2,500-","***","21525","3648","30210","9992","15864","7814"
"0500000US48021","Bastrop County, Texas","25735","7707","30333","13134","31089","81401","-","**","20052","23718","52955","35384","10735","9337"
"0500000US48027","Bell County, Texas","27862","5407","31704","4348","41044","3637","9459","4266","24289","5545","36729","5691","11006","1011"
"0500000US48029","Bexar County, Texas","30477","1319","30119","2546","39398","6005","8320","3327","30808","2251","37093","3610","9919","1809"
"0500000US48037","Bowie County, Texas","27315","5022","22389","13490","31768","9335","6035","8443","28396","3904","35298","10692","11275","1876"
"0500000US48039","Brazoria County, Texas","43873","3791","44598","11351","56220","11894","8567","7354","43655","4000","60960","6425","11225","5438"
"0500000US48041","Brazos County, Texas","34250","8038","40535","14422","45806","5588","16271","10428","31727","13753","42865","7808","8047","8654"
"0500000US48085","Collin County, Texas","42349","5290","46823","7677","56322","5021","15396","7379","40776","5216","48546","2511","10201","4280"
"0500000US48091","Comal County, Texas","75371","82591","66359","69678","-","**","75968","27273","81012","81526","81828","20830","-","**"
"0500000US48099","Coryell County, Texas","19068","4045","24483","4572","27331","5306","22166","3599","15833","6600","31734","21235","10359","3121"
"0500000US48113","Dallas County, Texas","32635","1460","35937","1351","44057","3127","11136","958","31255","699","39825","1322","11734","689"
"0500000US48121","Denton County, Texas","37736","2585","39445","3781","50686","10834","16921","4252","36110","3958","47086","5719","16567","4150"
"0500000US48135","Ector County, Texas","30786","4219","33066","8638","34548","14056","17066","28031","21065","4037","25451","9647","4004","21462"
"0500000US48139","Ellis County, Texas","22552","6123","22160","8017","44383","15506","5278","8085","22995","14056","46583","17165","15422","6866"
"0500000US48141","El Paso County, Texas","32068","8104","36891","9487","47080","9112","11328","1834","25441","9505","42753","20773","10157","6584"
"0500000US48157","Fort Bend County, Texas","40177","3847","39507","5032","54096","7913","17104","5239","40753","6089","51211","2250","13147","3903"
"0500000US48167","Galveston County, Texas","31867","2248","34634","6047","41474","2770","4674","5986","27909","7633","49836","13311","7836","6098"
"0500000US48181","Grayson County, Texas","26305","7358","26124","9019","31530","4635","2,500-","***","26818","19184","35746","13010","16577","6349"
"0500000US48183","Gregg County, Texas","29429","5985","29322","5415","46120","23384","10977","5426","29650","9157","37203","6284","6808","952"
"0500000US48187","Guadalupe County, Texas","51263","10472","57560","13318","59899","6195","7098","5760","36051","19952","40331","27692","35664","50051"
"0500000US48201","Harris County, Texas","31139","616","33922","2819","42189","2978","11709","960","29859","2024","37228","1668","10926","854"
"0500000US48203","Harrison County, Texas","23262","4410","12365","28232","35902","19560","4018","2520","25262","3501","26885","6600","13160","8905"
"0500000US48209","Hays County, Texas","25547","14902","25378","27254","26928","21664","5474","5259","26630","19629","37579","8474","10027","9911"
"0500000US48231","Hunt County, Texas","16994","5019","20041","11097","21987","13949","10736","13656","16696","5578","20190","4501","2562","1360"
"0500000US48245","Jefferson County, Texas","25608","4358","29638","4196","40320","6479","10357","4340","21548","2755","30798","5415","8724","2180"
"0500000US48251","Johnson County, Texas","44130","14049","55971","24096","56454","4496","19341","15202","42929","13803","43444","6365","9298","43095"
"0500000US48257","Kaufman County, Texas","24280","4217","24782","9488","44333","19065","11139","15131","22814","6591","30445","15500","17334","5585"
"0500000US48291","Liberty County, Texas","20923","3068","21849","3860","23985","28860","2,500-","***","20030","9279","25615","14275","10956","5287"
"0500000US48303","Lubbock County, Texas","18043","5691","15056","9495","42995","20181","4645","2189","22026","7829","31415","13095","12019","8232"
"0500000US48309","McLennan County, Texas","21595","3120","25396","4387","32013","8968","9303","3986","18155","4695","29773","3458","6426","3723"
"0500000US48329","Midland County, Texas","25746","13630","28704","52589","62873","12781","4008","5653","25220","14412","31158","19377","13635","14754"
"0500000US48339","Montgomery County, Texas","40219","9012","36456","18646","49348","14989","20169","6185","43012","9367","43926","14967","25523","27902"
"0500000US48347","Nacogdoches County, Texas","11628","7621","21412","28522","47591","20470","7620","5568","7460","4012","27932","13637","5015","2023"
"0500000US48355","Nueces County, Texas","32117","10019","40731","21469","52517","26430","11348","33912","27035","13888","41374","20854","8590","3337"
"0500000US48361","Orange County, Texas","21132","9005","21374","22129","66092","7105","4788","25491","19500","13176","26452","9233","11457","3203"
"0500000US48375","Potter County, Texas","26764","4962","29711","5132","32032","6973","13246","25203","25267","10809","33633","10936","13898","8689"
"0500000US48381","Randall County, Texas","31198","15395","21153","22606","37341","19683","3507","9016","35257","8899","36705","815","17464","13339"
"0500000US48409","San Patricio County, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US48423","Smith County, Texas","25761","2700","25550","9583","36501","7460","4583","4814","25845","2985","31537","7539","8315","3880"
"0500000US48439","Tarrant County, Texas","30907","1218","33401","3697","41922","2778","11399","1996","28531","2943","36060","2281","11716","1569"
"0500000US48441","Taylor County, Texas","22298","3633","23750","3497","26529","6623","6642","2301","20615","5102","22438","20876","4777","14002"
"0500000US48453","Travis County, Texas","31606","1445","31909","1963","43226","8628","12837","5930","31032","3667","45409","7463","8125","2022"
"0500000US48469","Victoria County, Texas","27012","7816","31793","10791","33314","9940","-","**","25592","12932","31277","1708","7964","4404"
"0500000US48471","Walker County, Texas","19220","5876","18027","9262","24478","32576","7993","6507","21107","8530","24755","8560","3542","13853"
"0500000US48479","Webb County, Texas","49467","40480","49853","35609","52948","26809","21088","47215","-","**","-","**","-","**"
"0500000US48485","Wichita County, Texas","18949","5012","21030","2821","32238","29597","5260","5703","13898","9269","26469","6768","2,500-","***"
"0500000US48491","Williamson County, Texas","36860","6059","38176","5990","45788","8716","13222","3668","34171","11446","55590","8522","8303","2309"
"0500000US48497","Wise County, Texas","12433","11196","16615","23510","30427","15233","-","**","12057","11403","19698","40953","10700","6970"
"0500000US49005","Cache County, Utah","24392","13384","30230","14728","30809","12295","-","**","11983","811","-","**","-","**"
"0500000US49011","Davis County, Utah","40448","8726","41802","19350","50199","22342","11615","15803","34919","12503","41524","789","12291","19496"
"0500000US49035","Salt Lake County, Utah","30760","4963","35919","2923","37150","4541","12123","9574","21304","7470","28137","4858","13390","1139"
