"Notes"	"Year"	"Year Code"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2001"	"2001"	"Wake County, NC"	"37183"	3328	656819	506.68	797.74
	"2001"	"2001"	"Franklin County, OH"	"39049"	8179	1082938	755.26	950.67
	"2001"	"2001"	"Hamilton County, OH"	"39061"	8293	840335	986.87	929.96
	"2001"	"2001"	"Montgomery County, OH"	"39113"	5576	555536	1003.72	948.81
	"2001"	"2001"	"Oklahoma County, OK"	"40109"	6416	664836	965.05	1006.02
	"2001"	"2001"	"Tulsa County, OK"	"40143"	5244	566175	926.22	983.87
	"2001"	"2001"	"Greenville County, SC"	"45045"	3362	385780	871.48	926.68
	"2001"	"2001"	"Davidson County, TN"	"47037"	5118	574119	891.45	976.63
	"2001"	"2001"	"Knox County, TN"	"47093"	3584	385823	928.92	935.67
	"2001"	"2001"	"Shelby County, TN"	"47157"	7811	899345	868.52	1043.10
	"2001"	"2001"	"Richmond city, VA"	"51760"	2295	197575	1161.58	1147.43
	"2002"	"2002"	"Jefferson County, AL"	"01073"	7365	657518	1120.12	1057.05
	"2002"	"2002"	"Duval County, FL"	"12031"	6753	800532	843.56	964.99
	"2002"	"2002"	"Marion County, IN"	"18097"	7494	866210	865.15	964.35
	"2002"	"2002"	"Jefferson County, KY"	"21111"	7262	699810	1037.71	991.57
	"2002"	"2002"	"Kent County, MI"	"26081"	4035	584940	689.81	789.54
	"2002"	"2002"	"Jackson County, MO"	"29095"	6014	658765	912.92	915.62
	"2002"	"2002"	"St. Louis County, MO"	"29189"	9878	1014359	973.82	859.63
	"2002"	"2002"	"St. Louis city, MO"	"29510"	4181	338457	1235.31	1176.72
	"2002"	"2002"	"Douglas County, NE"	"31055"	3678	471866	779.46	875.50
	"2002"	"2002"	"Guilford County, NC"	"37081"	3509	432068	812.14	860.64
	"2002"	"2002"	"Mecklenburg County, NC"	"37119"	4639	736422	629.94	849.20
	"2002"	"2002"	"Wake County, NC"	"37183"	3364	676392	497.34	776.23
	"2002"	"2002"	"Franklin County, OH"	"39049"	8405	1088693	772.03	964.43
	"2002"	"2002"	"Hamilton County, OH"	"39061"	8513	832390	1022.72	959.63
	"2002"	"2002"	"Montgomery County, OH"	"39113"	5666	553170	1024.28	955.26
	"2002"	"2002"	"Oklahoma County, OK"	"40109"	6436	671120	958.99	1002.17
	"2002"	"2002"	"Tulsa County, OK"	"40143"	5241	569170	920.81	977.44
	"2002"	"2002"	"Greenville County, SC"	"45045"	3353	390197	859.31	909.23
	"2002"	"2002"	"Davidson County, TN"	"47037"	5173	574215	900.88	990.27
	"2002"	"2002"	"Knox County, TN"	"47093"	3706	389443	951.62	954.49
	"2002"	"2002"	"Shelby County, TN"	"47157"	7935	902634	879.09	1054.14
	"2002"	"2002"	"Richmond city, VA"	"51760"	2303	197513	1166.00	1158.62
	"2003"	"2003"	"Jefferson County, AL"	"01073"	7348	657513	1117.54	1057.55
	"2003"	"2003"	"Duval County, FL"	"12031"	6840	809633	844.83	959.27
	"2003"	"2003"	"Marion County, IN"	"18097"	7505	868576	864.06	955.39
	"2003"	"2003"	"Jefferson County, KY"	"21111"	7092	703970	1007.43	957.91
	"2003"	"2003"	"Kent County, MI"	"26081"	4080	587790	694.13	781.17
	"2003"	"2003"	"Jackson County, MO"	"29095"	6034	658914	915.75	911.01
	"2003"	"2003"	"St. Louis County, MO"	"29189"	9559	1011678	944.87	823.24
	"2003"	"2003"	"St. Louis city, MO"	"29510"	4000	334893	1194.41	1155.01
	"2003"	"2003"	"Douglas County, NE"	"31055"	3641	476701	763.79	855.65
	"2003"	"2003"	"Guilford County, NC"	"37081"	3539	436327	811.09	848.00
	"2003"	"2003"	"Mecklenburg County, NC"	"37119"	4722	753991	626.27	843.86
	"2003"	"2003"	"Wake County, NC"	"37183"	3572	695746	513.41	787.98
	"2003"	"2003"	"Franklin County, OH"	"39049"	8416	1095250	768.41	946.18
	"2003"	"2003"	"Hamilton County, OH"	"39061"	8062	825139	977.05	906.09
	"2003"	"2003"	"Montgomery County, OH"	"39113"	5521	551742	1000.65	917.58
	"2003"	"2003"	"Oklahoma County, OK"	"40109"	6423	674571	952.16	992.20
	"2003"	"2003"	"Tulsa County, OK"	"40143"	5382	568406	946.86	993.67
	"2003"	"2003"	"Greenville County, SC"	"45045"	3337	394242	846.43	884.26
	"2003"	"2003"	"Davidson County, TN"	"47037"	5184	577231	898.08	988.31
	"2003"	"2003"	"Knox County, TN"	"47093"	3667	394263	930.09	933.28
	"2003"	"2003"	"Shelby County, TN"	"47157"	7782	906733	858.25	1024.92
	"2003"	"2003"	"Richmond city, VA"	"51760"	2367	197306	1199.66	1200.14
	"2004"	"2004"	"Jefferson County, AL"	"01073"	7200	656023	1097.52	1034.96
	"2004"	"2004"	"Duval County, FL"	"12031"	7082	820070	863.58	983.46
	"2004"	"2004"	"Marion County, IN"	"18097"	7460	870378	857.10	943.97
	"2004"	"2004"	"Jefferson County, KY"	"21111"	6768	706828	957.52	907.25
	"2004"	"2004"	"Kent County, MI"	"26081"	4203	589554	712.91	795.17
	"2004"	"2004"	"Jackson County, MO"	"29095"	5938	658307	902.01	896.58
	"2004"	"2004"	"St. Louis County, MO"	"29189"	9414	1007813	934.10	805.25
	"2004"	"2004"	"St. Louis city, MO"	"29510"	3739	330988	1129.65	1107.65
	"2004"	"2004"	"Douglas County, NE"	"31055"	3504	482075	726.86	814.71
	"2004"	"2004"	"Guilford County, NC"	"37081"	3548	440597	805.27	836.04
	"2004"	"2004"	"Mecklenburg County, NC"	"37119"	4685	772949	606.12	809.01
	"2004"	"2004"	"Wake County, NC"	"37183"	3515	716336	490.69	734.15
	"2004"	"2004"	"Franklin County, OH"	"39049"	8303	1099603	755.09	922.78
	"2004"	"2004"	"Hamilton County, OH"	"39061"	7956	817306	973.44	898.40
	"2004"	"2004"	"Montgomery County, OH"	"39113"	5386	549713	979.78	886.23
	"2004"	"2004"	"Oklahoma County, OK"	"40109"	6145	677742	906.69	938.94
	"2004"	"2004"	"Tulsa County, OK"	"40143"	5056	566140	893.07	924.11
	"2004"	"2004"	"Greenville County, SC"	"45045"	3170	399319	793.85	820.62
	"2004"	"2004"	"Davidson County, TN"	"47037"	4852	583013	832.23	913.03
	"2004"	"2004"	"Knox County, TN"	"47093"	3630	398307	911.36	909.57
	"2004"	"2004"	"Shelby County, TN"	"47157"	7553	909643	830.33	987.51
	"2004"	"2004"	"Richmond city, VA"	"51760"	2099	196878	1066.14	1074.37
	"2005"	"2005"	"Jefferson County, AL"	"01073"	7185	654919	1097.08	1027.60
	"2005"	"2005"	"Duval County, FL"	"12031"	6997	828988	844.04	945.84
	"2005"	"2005"	"Marion County, IN"	"18097"	7501	873310	858.92	942.04
	"2005"	"2005"	"Jefferson County, KY"	"21111"	6851	710018	964.91	899.13
	"2005"	"2005"	"Kent County, MI"	"26081"	4266	592210	720.35	797.52
	"2005"	"2005"	"Jackson County, MO"	"29095"	6047	658592	918.17	904.21
	"2005"	"2005"	"St. Louis County, MO"	"29189"	9232	1004109	919.42	784.84
	"2005"	"2005"	"St. Louis city, MO"	"29510"	3551	324945	1092.80	1069.71
	"2005"	"2005"	"Douglas County, NE"	"31055"	3543	488114	725.86	807.98
	"2005"	"2005"	"Guilford County, NC"	"37081"	3686	448192	822.42	841.88
	"2005"	"2005"	"Mecklenburg County, NC"	"37119"	4802	798701	601.23	805.17
	"2005"	"2005"	"Wake County, NC"	"37183"	3687	746048	494.20	730.43
	"2005"	"2005"	"Franklin County, OH"	"39049"	8542	1105497	772.68	933.18
	"2005"	"2005"	"Hamilton County, OH"	"39061"	8052	810352	993.64	910.57
	"2005"	"2005"	"Montgomery County, OH"	"39113"	5410	546979	989.07	875.05
	"2005"	"2005"	"Oklahoma County, OK"	"40109"	6414	683299	938.68	964.11
	"2005"	"2005"	"Tulsa County, OK"	"40143"	5558	568199	978.18	998.17
	"2005"	"2005"	"Greenville County, SC"	"45045"	3417	405608	842.44	858.97
	"2005"	"2005"	"Davidson County, TN"	"47037"	4888	589787	828.77	905.34
	"2005"	"2005"	"Knox County, TN"	"47093"	3631	404234	898.24	889.79
	"2005"	"2005"	"Shelby County, TN"	"47157"	7892	913201	864.21	1014.03
	"2005"	"2005"	"Richmond city, VA"	"51760"	2141	197465	1084.24	1101.16
	"2006"	"2006"	"Jefferson County, AL"	"01073"	7107	655893	1083.56	1008.90
	"2006"	"2006"	"Duval County, FL"	"12031"	6977	842098	828.53	915.04
	"2006"	"2006"	"Marion County, IN"	"18097"	7479	878515	851.32	926.79
	"2006"	"2006"	"Jefferson County, KY"	"21111"	6858	715149	958.96	884.76
	"2006"	"2006"	"Kent County, MI"	"26081"	4037	595191	678.27	734.77
	"2006"	"2006"	"Jackson County, MO"	"29095"	6190	660539	937.11	915.57
	"2006"	"2006"	"St. Louis County, MO"	"29189"	9399	1002050	937.98	787.62
	"2006"	"2006"	"St. Louis city, MO"	"29510"	3592	320131	1122.04	1110.97
	"2006"	"2006"	"Douglas County, NE"	"31055"	3580	493757	725.05	795.02
	"2006"	"2006"	"Guilford County, NC"	"37081"	3552	458792	774.21	782.38
	"2006"	"2006"	"Mecklenburg County, NC"	"37119"	4841	831507	582.20	768.88
	"2006"	"2006"	"Wake County, NC"	"37183"	3738	784038	476.76	675.50
	"2006"	"2006"	"Franklin County, OH"	"39049"	8357	1115924	748.89	891.35
	"2006"	"2006"	"Hamilton County, OH"	"39061"	8243	804913	1024.09	927.43
	"2006"	"2006"	"Montgomery County, OH"	"39113"	5358	543620	985.61	860.60
	"2006"	"2006"	"Oklahoma County, OK"	"40109"	6226	690153	902.12	914.21
	"2006"	"2006"	"Tulsa County, OK"	"40143"	5336	575014	927.98	937.89
	"2006"	"2006"	"Greenville County, SC"	"45045"	3386	415957	814.03	815.96
	"2006"	"2006"	"Davidson County, TN"	"47037"	5114	597597	855.76	932.60
	"2006"	"2006"	"Knox County, TN"	"47093"	3566	411785	865.99	844.78
	"2006"	"2006"	"Shelby County, TN"	"47157"	7519	920106	817.19	947.60
	"2006"	"2006"	"Richmond city, VA"	"51760"	2069	198618	1041.70	1050.78
	"2007"	"2007"	"Jefferson County, AL"	"01073"	6907	655163	1054.24	977.54
	"2007"	"2007"	"Duval County, FL"	"12031"	7199	851033	845.91	923.96
	"2007"	"2007"	"Marion County, IN"	"18097"	7057	883591	798.67	866.74
	"2007"	"2007"	"Jefferson County, KY"	"21111"	6987	723040	966.34	883.91
	"2007"	"2007"	"Kent County, MI"	"26081"	4048	598077	676.84	720.98
	"2007"	"2007"	"Jackson County, MO"	"29095"	5966	662995	899.86	873.02
	"2007"	"2007"	"St. Louis County, MO"	"29189"	9048	999389	905.35	747.15
	"2007"	"2007"	"St. Louis city, MO"	"29510"	3318	317959	1043.53	1036.80
	"2007"	"2007"	"Douglas County, NE"	"31055"	3592	498743	720.21	783.11
	"2007"	"2007"	"Guilford County, NC"	"37081"	3644	468466	777.86	784.71
	"2007"	"2007"	"Mecklenburg County, NC"	"37119"	5005	862177	580.51	764.16
	"2007"	"2007"	"Wake County, NC"	"37183"	4023	821607	489.65	689.47
	"2007"	"2007"	"Franklin County, OH"	"39049"	8282	1127174	734.76	861.96
	"2007"	"2007"	"Hamilton County, OH"	"39061"	7805	801815	973.42	874.51
	"2007"	"2007"	"Montgomery County, OH"	"39113"	5383	540667	995.62	853.38
	"2007"	"2007"	"Oklahoma County, OK"	"40109"	6352	695706	913.03	917.65
	"2007"	"2007"	"Tulsa County, OK"	"40143"	5464	582094	938.68	939.43
	"2007"	"2007"	"Greenville County, SC"	"45045"	3564	427970	832.77	832.42
	"2007"	"2007"	"Davidson County, TN"	"47037"	4973	605031	821.94	904.37
	"2007"	"2007"	"Knox County, TN"	"47093"	3704	419096	883.81	854.40
	"2007"	"2007"	"Shelby County, TN"	"47157"	7602	921119	825.30	951.67
	"2007"	"2007"	"Richmond city, VA"	"51760"	2061	200201	1029.47	1041.03
	"2008"	"2008"	"Jefferson County, AL"	"01073"	7152	656510	1089.40	999.93
	"2008"	"2008"	"Duval County, FL"	"12031"	7250	855437	847.52	911.40
	"2008"	"2008"	"Marion County, IN"	"18097"	7401	889504	832.04	895.74
	"2008"	"2008"	"Jefferson County, KY"	"21111"	6916	730194	947.15	860.81
	"2008"	"2008"	"Kent County, MI"	"26081"	4273	599234	713.08	744.20
	"2008"	"2008"	"Jackson County, MO"	"29095"	6177	665427	928.28	892.40
	"2008"	"2008"	"St. Louis County, MO"	"29189"	9578	998331	959.40	778.41
	"2008"	"2008"	"St. Louis city, MO"	"29510"	3319	317955	1043.86	1044.39
	"2008"	"2008"	"Douglas County, NE"	"31055"	3717	504547	736.70	800.01
	"2008"	"2008"	"Guilford County, NC"	"37081"	3698	477809	773.95	772.07
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	5042	887991	567.80	746.46
	"2008"	"2008"	"Wake County, NC"	"37183"	4108	856492	479.63	672.20
	"2008"	"2008"	"Franklin County, OH"	"39049"	8571	1141183	751.06	871.85
	"2008"	"2008"	"Hamilton County, OH"	"39061"	7877	799840	984.82	880.09
	"2008"	"2008"	"Montgomery County, OH"	"39113"	5805	537664	1079.67	904.55
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	6520	701484	929.46	929.07
	"2008"	"2008"	"Tulsa County, OK"	"40143"	5641	588510	958.52	955.13
	"2008"	"2008"	"Greenville County, SC"	"45045"	3634	438742	828.28	827.17
	"2008"	"2008"	"Davidson County, TN"	"47037"	5095	612649	831.63	917.22
	"2008"	"2008"	"Knox County, TN"	"47093"	3891	425276	914.94	878.69
	"2008"	"2008"	"Shelby County, TN"	"47157"	7535	920685	818.41	929.13
	"2008"	"2008"	"Richmond city, VA"	"51760"	1941	202254	959.68	980.37
	"2009"	"2009"	"Jefferson County, AL"	"01073"	6808	658441	1033.96	942.32
	"2009"	"2009"	"Duval County, FL"	"12031"	7169	859795	833.80	882.83
	"2009"	"2009"	"Marion County, IN"	"18097"	7303	898394	812.90	872.81
	"2009"	"2009"	"Jefferson County, KY"	"21111"	6760	736705	917.60	827.43
	"2009"	"2009"	"Kent County, MI"	"26081"	4150	601437	690.01	704.98
	"2009"	"2009"	"Jackson County, MO"	"29095"	5953	670763	887.50	850.78
	"2009"	"2009"	"St. Louis County, MO"	"29189"	9140	998618	915.26	735.50
	"2009"	"2009"	"St. Louis city, MO"	"29510"	3098	318842	971.64	986.61
	"2009"	"2009"	"Douglas County, NE"	"31055"	3433	511902	670.64	720.61
	"2009"	"2009"	"Guilford County, NC"	"37081"	3828	484180	790.62	777.13
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	5084	908704	559.48	725.11
	"2009"	"2009"	"Wake County, NC"	"37183"	4173	883624	472.26	652.65
	"2009"	"2009"	"Franklin County, OH"	"39049"	8501	1155408	735.76	850.25
	"2009"	"2009"	"Hamilton County, OH"	"39061"	7554	802149	941.72	837.09
	"2009"	"2009"	"Montgomery County, OH"	"39113"	5430	535294	1014.40	841.49
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	6296	711595	884.77	879.44
	"2009"	"2009"	"Tulsa County, OK"	"40143"	5258	597748	879.63	872.51
	"2009"	"2009"	"Greenville County, SC"	"45045"	3545	446655	793.68	786.20
	"2009"	"2009"	"Davidson County, TN"	"47037"	4941	621008	795.64	873.59
	"2009"	"2009"	"Knox County, TN"	"47093"	3834	429475	892.72	848.41
	"2009"	"2009"	"Shelby County, TN"	"47157"	7501	922541	813.08	909.65
	"2009"	"2009"	"Richmond city, VA"	"51760"	1893	203678	929.41	948.87
	"2010"	"2010"	"Jefferson County, AL"	"01073"	6842	658466	1039.08	942.25
	"2010"	"2010"	"Duval County, FL"	"12031"	7128	864263	824.75	868.53
	"2010"	"2010"	"Marion County, IN"	"18097"	7363	903393	815.04	872.60
	"2010"	"2010"	"Jefferson County, KY"	"21111"	7090	741096	956.69	857.25
	"2010"	"2010"	"Kent County, MI"	"26081"	4205	602622	697.78	704.38
	"2010"	"2010"	"Jackson County, MO"	"29095"	5916	674158	877.54	836.73
	"2010"	"2010"	"St. Louis County, MO"	"29189"	9324	998954	933.38	742.25
	"2010"	"2010"	"St. Louis city, MO"	"29510"	3072	319294	962.12	981.34
	"2010"	"2010"	"Douglas County, NE"	"31055"	3634	517110	702.75	755.24
	"2010"	"2010"	"Guilford County, NC"	"37081"	3720	488406	761.66	746.73
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	5080	919628	552.40	710.19
	"2010"	"2010"	"Wake County, NC"	"37183"	4293	900993	476.47	647.78
	"2010"	"2010"	"Franklin County, OH"	"39049"	8535	1163414	733.62	843.08
	"2010"	"2010"	"Hamilton County, OH"	"39061"	7577	802374	944.32	833.81
	"2010"	"2010"	"Montgomery County, OH"	"39113"	5669	535153	1059.32	861.08
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	6627	718633	922.17	917.98
	"2010"	"2010"	"Tulsa County, OK"	"40143"	5363	603403	888.79	873.50
	"2010"	"2010"	"Greenville County, SC"	"45045"	3691	451225	818.00	799.81
	"2010"	"2010"	"Davidson County, TN"	"47037"	4981	626681	794.82	874.30
	"2010"	"2010"	"Knox County, TN"	"47093"	3969	432226	918.27	864.32
	"2010"	"2010"	"Shelby County, TN"	"47157"	7556	927644	814.54	909.40
	"2010"	"2010"	"Richmond city, VA"	"51760"	1887	204214	924.03	942.71
	"2011"	"2011"	"Jefferson County, AL"	"01073"	6854	658931	1040.17	933.08
	"2011"	"2011"	"Duval County, FL"	"12031"	7439	870709	854.36	872.64
	"2011"	"2011"	"Marion County, IN"	"18097"	7458	911296	818.39	867.51
	"2011"	"2011"	"Jefferson County, KY"	"21111"	7221	746906	966.79	855.40
	"2011"	"2011"	"Kent County, MI"	"26081"	4385	608453	720.68	717.11
	"2011"	"2011"	"Jackson County, MO"	"29095"	6034	676360	892.13	835.58
	"2011"	"2011"	"St. Louis County, MO"	"29189"	9252	998692	926.41	727.59
	"2011"	"2011"	"St. Louis city, MO"	"29510"	2998	318069	942.56	967.73
	"2011"	"2011"	"Douglas County, NE"	"31055"	3788	524861	721.71	767.57
	"2011"	"2011"	"Guilford County, NC"	"37081"	3916	495279	790.67	762.75
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	5159	944373	546.29	685.48
	"2011"	"2011"	"Wake County, NC"	"37183"	4434	929780	476.89	627.61
	"2011"	"2011"	"Franklin County, OH"	"39049"	8674	1178799	735.83	835.97
	"2011"	"2011"	"Hamilton County, OH"	"39061"	7781	800362	972.19	852.74
	"2011"	"2011"	"Montgomery County, OH"	"39113"	5709	537602	1061.94	835.63
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	6775	732371	925.08	913.53
	"2011"	"2011"	"Tulsa County, OK"	"40143"	5465	610599	895.02	863.25
	"2011"	"2011"	"Greenville County, SC"	"45045"	3831	461299	830.48	801.62
	"2011"	"2011"	"Davidson County, TN"	"47037"	4855	635475	764.00	830.67
	"2011"	"2011"	"Knox County, TN"	"47093"	4007	436929	917.08	850.33
	"2011"	"2011"	"Shelby County, TN"	"47157"	7455	935088	797.25	866.66
	"2011"	"2011"	"Richmond city, VA"	"51760"	1826	205533	888.42	898.86
	"2012"	"2012"	"Jefferson County, AL"	"01073"	6863	660009	1039.83	925.25
	"2012"	"2012"	"Duval County, FL"	"12031"	7385	879602	839.58	840.76
	"2012"	"2012"	"Marion County, IN"	"18097"	7729	918977	841.04	889.78
	"2012"	"2012"	"Jefferson County, KY"	"21111"	7406	750828	986.38	868.24
	"2012"	"2012"	"Kent County, MI"	"26081"	4270	614462	694.92	681.30
	"2012"	"2012"	"Jackson County, MO"	"29095"	6082	677377	897.88	831.23
	"2012"	"2012"	"St. Louis County, MO"	"29189"	9425	1000438	942.09	727.15
	"2012"	"2012"	"St. Louis city, MO"	"29510"	2944	318172	925.29	932.16
	"2012"	"2012"	"Douglas County, NE"	"31055"	3831	531265	721.11	760.02
	"2012"	"2012"	"Guilford County, NC"	"37081"	3951	500879	788.81	744.83
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	5387	969031	555.92	687.50
	"2012"	"2012"	"Wake County, NC"	"37183"	4725	952151	496.24	647.27
	"2012"	"2012"	"Franklin County, OH"	"39049"	8851	1195537	740.34	833.76
	"2012"	"2012"	"Hamilton County, OH"	"39061"	7513	802038	936.74	816.71
	"2012"	"2012"	"Montgomery County, OH"	"39113"	5697	534325	1066.21	845.10
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	6648	741781	896.22	890.49
	"2012"	"2012"	"Tulsa County, OK"	"40143"	5504	613816	896.69	864.88
	"2012"	"2012"	"Greenville County, SC"	"45045"	3863	467605	826.12	783.30
	"2012"	"2012"	"Davidson County, TN"	"47037"	4988	648295	769.40	837.07
	"2012"	"2012"	"Knox County, TN"	"47093"	4128	441311	935.39	857.40
	"2012"	"2012"	"Shelby County, TN"	"47157"	7710	940764	819.55	878.79
	"2012"	"2012"	"Richmond city, VA"	"51760"	1850	210309	879.66	879.22
	"2013"	"2013"	"Jefferson County, AL"	"01073"	7022	659479	1064.78	938.07
	"2013"	"2013"	"Duval County, FL"	"12031"	7771	885855	877.23	866.44
	"2013"	"2013"	"Marion County, IN"	"18097"	7678	928281	827.12	865.73
	"2013"	"2013"	"Jefferson County, KY"	"21111"	7323	756832	967.59	841.29
	"2013"	"2013"	"Kent County, MI"	"26081"	4435	621700	713.37	696.02
	"2013"	"2013"	"Jackson County, MO"	"29095"	6211	679996	913.39	836.83
	"2013"	"2013"	"St. Louis County, MO"	"29189"	9595	1001444	958.12	726.67
	"2013"	"2013"	"St. Louis city, MO"	"29510"	2903	318416	911.70	914.93
	"2013"	"2013"	"Douglas County, NE"	"31055"	3893	537256	724.61	764.29
	"2013"	"2013"	"Guilford County, NC"	"37081"	3995	506610	788.58	733.46
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	5490	990977	554.00	671.68
	"2013"	"2013"	"Wake County, NC"	"37183"	4841	974289	496.88	626.25
	"2013"	"2013"	"Franklin County, OH"	"39049"	8906	1212263	734.66	815.88
	"2013"	"2013"	"Hamilton County, OH"	"39061"	7656	804520	951.62	819.65
	"2013"	"2013"	"Montgomery County, OH"	"39113"	5911	535846	1103.12	870.68
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	7051	755245	933.60	921.75
	"2013"	"2013"	"Tulsa County, OK"	"40143"	5727	622409	920.13	883.39
	"2013"	"2013"	"Greenville County, SC"	"45045"	3934	474266	829.49	779.96
	"2013"	"2013"	"Davidson County, TN"	"47037"	5092	658602	773.15	832.19
	"2013"	"2013"	"Knox County, TN"	"47093"	4011	444622	902.11	816.94
	"2013"	"2013"	"Shelby County, TN"	"47157"	7939	939465	845.06	889.63
	"2013"	"2013"	"Richmond city, VA"	"51760"	1869	214114	872.90	876.20
	"2014"	"2014"	"Jefferson County, AL"	"01073"	6960	660793	1053.28	915.33
	"2014"	"2014"	"Duval County, FL"	"12031"	7572	897698	843.49	820.69
	"2014"	"2014"	"Marion County, IN"	"18097"	7922	934243	847.96	882.88
