"Notes"	"Year"	"Year Code"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2001"	"2001"	"Jefferson County, KY"	"21111"	7060	697159	1012.68	970.71
	"2001"	"2001"	"Kent County, MI"	"26081"	4004	581224	688.89	796.10
	"2001"	"2001"	"Jackson County, MO"	"29095"	6191	657012	942.30	945.40
	"2001"	"2001"	"St. Louis County, MO"	"29189"	9637	1016243	948.30	845.40
	"2001"	"2001"	"St. Louis city, MO"	"29510"	4197	343243	1222.75	1159.66
	"2001"	"2001"	"Douglas County, NE"	"31055"	3649	468125	779.49	874.89
	"2001"	"2001"	"Guilford County, NC"	"37081"	3385	428381	790.18	844.98
	"2001"	"2001"	"Mecklenburg County, NC"	"37119"	4472	720171	620.96	838.94
	"2001"	"2001"	"Wake County, NC"	"37183"	3334	656819	507.60	798.87
	"2001"	"2001"	"Franklin County, OH"	"39049"	8196	1082938	756.83	952.48
	"2001"	"2001"	"Hamilton County, OH"	"39061"	8313	840335	989.25	932.30
	"2001"	"2001"	"Montgomery County, OH"	"39113"	5583	555536	1004.98	949.98
	"2001"	"2001"	"Oklahoma County, OK"	"40109"	6426	664836	966.55	1007.60
	"2001"	"2001"	"Tulsa County, OK"	"40143"	5253	566175	927.81	985.53
	"2001"	"2001"	"Greenville County, SC"	"45045"	3371	385780	873.81	929.24
	"2001"	"2001"	"Davidson County, TN"	"47037"	5126	574119	892.85	978.09
	"2001"	"2001"	"Knox County, TN"	"47093"	3589	385823	930.22	936.93
	"2001"	"2001"	"Shelby County, TN"	"47157"	7827	899345	870.30	1045.02
	"2001"	"2001"	"Richmond city, VA"	"51760"	2301	197575	1164.62	1150.48
	"2002"	"2002"	"Jefferson County, AL"	"01073"	7376	657518	1121.79	1058.62
	"2002"	"2002"	"Duval County, FL"	"12031"	6765	800532	845.06	966.61
	"2002"	"2002"	"Marion County, IN"	"18097"	7502	866210	866.07	965.33
	"2002"	"2002"	"Jefferson County, KY"	"21111"	7272	699810	1039.14	992.91
	"2002"	"2002"	"Kent County, MI"	"26081"	4039	584940	690.50	790.29
	"2002"	"2002"	"Jackson County, MO"	"29095"	6022	658765	914.13	916.83
	"2002"	"2002"	"St. Louis County, MO"	"29189"	9888	1014359	974.80	860.57
	"2002"	"2002"	"St. Louis city, MO"	"29510"	4194	338457	1239.15	1180.60
	"2002"	"2002"	"Douglas County, NE"	"31055"	3690	471866	782.00	878.26
	"2002"	"2002"	"Guilford County, NC"	"37081"	3516	432068	813.76	862.37
	"2002"	"2002"	"Mecklenburg County, NC"	"37119"	4643	736422	630.48	849.77
	"2002"	"2002"	"Wake County, NC"	"37183"	3365	676392	497.49	776.36
	"2002"	"2002"	"Franklin County, OH"	"39049"	8425	1088693	773.86	966.48
	"2002"	"2002"	"Hamilton County, OH"	"39061"	8533	832390	1025.12	961.95
	"2002"	"2002"	"Montgomery County, OH"	"39113"	5676	553170	1026.09	956.98
	"2002"	"2002"	"Oklahoma County, OK"	"40109"	6448	671120	960.78	1004.06
	"2002"	"2002"	"Tulsa County, OK"	"40143"	5250	569170	922.40	979.11
	"2002"	"2002"	"Greenville County, SC"	"45045"	3361	390197	861.36	911.29
	"2002"	"2002"	"Davidson County, TN"	"47037"	5180	574215	902.10	991.49
	"2002"	"2002"	"Knox County, TN"	"47093"	3708	389443	952.13	955.02
	"2002"	"2002"	"Shelby County, TN"	"47157"	7954	902634	881.20	1056.51
	"2002"	"2002"	"Richmond city, VA"	"51760"	2312	197513	1170.56	1163.31
	"2003"	"2003"	"Jefferson County, AL"	"01073"	7361	657513	1119.52	1059.46
	"2003"	"2003"	"Duval County, FL"	"12031"	6856	809633	846.80	961.30
	"2003"	"2003"	"Marion County, IN"	"18097"	7519	868576	865.67	957.08
	"2003"	"2003"	"Jefferson County, KY"	"21111"	7098	703970	1008.28	958.75
	"2003"	"2003"	"Kent County, MI"	"26081"	4090	587790	695.83	783.01
	"2003"	"2003"	"Jackson County, MO"	"29095"	6047	658914	917.72	912.99
	"2003"	"2003"	"St. Louis County, MO"	"29189"	9567	1011678	945.66	824.03
	"2003"	"2003"	"St. Louis city, MO"	"29510"	4010	334893	1197.40	1158.14
	"2003"	"2003"	"Douglas County, NE"	"31055"	3646	476701	764.84	856.76
	"2003"	"2003"	"Guilford County, NC"	"37081"	3548	436327	813.15	850.08
	"2003"	"2003"	"Mecklenburg County, NC"	"37119"	4733	753991	627.73	845.63
	"2003"	"2003"	"Wake County, NC"	"37183"	3578	695746	514.27	789.06
	"2003"	"2003"	"Franklin County, OH"	"39049"	8424	1095250	769.14	947.04
	"2003"	"2003"	"Hamilton County, OH"	"39061"	8082	825139	979.47	908.46
	"2003"	"2003"	"Montgomery County, OH"	"39113"	5531	551742	1002.46	919.33
	"2003"	"2003"	"Oklahoma County, OK"	"40109"	6432	674571	953.49	993.60
	"2003"	"2003"	"Tulsa County, OK"	"40143"	5392	568406	948.62	995.45
	"2003"	"2003"	"Greenville County, SC"	"45045"	3347	394242	848.97	886.82
	"2003"	"2003"	"Davidson County, TN"	"47037"	5196	577231	900.16	990.48
	"2003"	"2003"	"Knox County, TN"	"47093"	3669	394263	930.60	933.76
	"2003"	"2003"	"Shelby County, TN"	"47157"	7793	906733	859.46	1026.31
	"2003"	"2003"	"Richmond city, VA"	"51760"	2379	197306	1205.74	1206.41
	"2004"	"2004"	"Jefferson County, AL"	"01073"	7214	656023	1099.66	1036.98
	"2004"	"2004"	"Duval County, FL"	"12031"	7098	820070	865.54	985.46
	"2004"	"2004"	"Marion County, IN"	"18097"	7481	870378	859.51	946.48
	"2004"	"2004"	"Jefferson County, KY"	"21111"	6775	706828	958.51	908.21
	"2004"	"2004"	"Kent County, MI"	"26081"	4208	589554	713.76	796.06
	"2004"	"2004"	"Jackson County, MO"	"29095"	5948	658307	903.53	898.13
	"2004"	"2004"	"St. Louis County, MO"	"29189"	9426	1007813	935.29	806.39
	"2004"	"2004"	"St. Louis city, MO"	"29510"	3750	330988	1132.97	1111.23
	"2004"	"2004"	"Douglas County, NE"	"31055"	3514	482075	728.93	816.89
	"2004"	"2004"	"Guilford County, NC"	"37081"	3550	440597	805.72	836.51
	"2004"	"2004"	"Mecklenburg County, NC"	"37119"	4695	772949	607.41	810.76
	"2004"	"2004"	"Wake County, NC"	"37183"	3519	716336	491.25	734.89
	"2004"	"2004"	"Franklin County, OH"	"39049"	8315	1099603	756.18	923.98
	"2004"	"2004"	"Hamilton County, OH"	"39061"	7969	817306	975.03	899.91
	"2004"	"2004"	"Montgomery County, OH"	"39113"	5393	549713	981.06	887.36
	"2004"	"2004"	"Oklahoma County, OK"	"40109"	6154	677742	908.02	940.25
	"2004"	"2004"	"Tulsa County, OK"	"40143"	5062	566140	894.13	925.09
	"2004"	"2004"	"Greenville County, SC"	"45045"	3174	399319	794.85	821.57
	"2004"	"2004"	"Davidson County, TN"	"47037"	4857	583013	833.09	913.91
	"2004"	"2004"	"Knox County, TN"	"47093"	3630	398307	911.36	909.57
	"2004"	"2004"	"Shelby County, TN"	"47157"	7573	909643	832.52	989.83
	"2004"	"2004"	"Richmond city, VA"	"51760"	2108	196878	1070.71	1078.89
	"2005"	"2005"	"Jefferson County, AL"	"01073"	7193	654919	1098.30	1028.73
	"2005"	"2005"	"Duval County, FL"	"12031"	7013	828988	845.97	948.01
	"2005"	"2005"	"Marion County, IN"	"18097"	7523	873310	861.44	944.60
	"2005"	"2005"	"Jefferson County, KY"	"21111"	6860	710018	966.17	900.33
	"2005"	"2005"	"Kent County, MI"	"26081"	4269	592210	720.86	798.08
	"2005"	"2005"	"Jackson County, MO"	"29095"	6055	658592	919.39	905.37
	"2005"	"2005"	"St. Louis County, MO"	"29189"	9242	1004109	920.42	785.73
	"2005"	"2005"	"St. Louis city, MO"	"29510"	3561	324945	1095.88	1072.57
	"2005"	"2005"	"Douglas County, NE"	"31055"	3554	488114	728.11	810.41
	"2005"	"2005"	"Guilford County, NC"	"37081"	3695	448192	824.42	843.85
	"2005"	"2005"	"Mecklenburg County, NC"	"37119"	4810	798701	602.23	806.25
	"2005"	"2005"	"Wake County, NC"	"37183"	3695	746048	495.28	732.07
	"2005"	"2005"	"Franklin County, OH"	"39049"	8551	1105497	773.50	934.17
	"2005"	"2005"	"Hamilton County, OH"	"39061"	8065	810352	995.25	912.05
	"2005"	"2005"	"Montgomery County, OH"	"39113"	5420	546979	990.90	876.70
	"2005"	"2005"	"Oklahoma County, OK"	"40109"	6421	683299	939.71	965.17
	"2005"	"2005"	"Tulsa County, OK"	"40143"	5564	568199	979.23	999.26
	"2005"	"2005"	"Greenville County, SC"	"45045"	3424	405608	844.16	860.65
	"2005"	"2005"	"Davidson County, TN"	"47037"	4899	589787	830.64	907.35
	"2005"	"2005"	"Knox County, TN"	"47093"	3634	404234	898.98	890.52
	"2005"	"2005"	"Shelby County, TN"	"47157"	7909	913201	866.07	1016.05
	"2005"	"2005"	"Richmond city, VA"	"51760"	2153	197465	1090.32	1107.09
	"2006"	"2006"	"Jefferson County, AL"	"01073"	7123	655893	1086.00	1011.28
	"2006"	"2006"	"Duval County, FL"	"12031"	7002	842098	831.49	918.17
	"2006"	"2006"	"Marion County, IN"	"18097"	7491	878515	852.69	928.14
	"2006"	"2006"	"Jefferson County, KY"	"21111"	6873	715149	961.06	886.78
	"2006"	"2006"	"Kent County, MI"	"26081"	4041	595191	678.94	735.52
	"2006"	"2006"	"Jackson County, MO"	"29095"	6196	660539	938.02	916.49
	"2006"	"2006"	"St. Louis County, MO"	"29189"	9412	1002050	939.27	788.80
	"2006"	"2006"	"St. Louis city, MO"	"29510"	3601	320131	1124.85	1113.81
	"2006"	"2006"	"Douglas County, NE"	"31055"	3584	493757	725.86	795.82
	"2006"	"2006"	"Guilford County, NC"	"37081"	3563	458792	776.60	784.74
	"2006"	"2006"	"Mecklenburg County, NC"	"37119"	4850	831507	583.28	770.12
	"2006"	"2006"	"Wake County, NC"	"37183"	3748	784038	478.04	677.15
	"2006"	"2006"	"Franklin County, OH"	"39049"	8372	1115924	750.23	892.78
	"2006"	"2006"	"Hamilton County, OH"	"39061"	8266	804913	1026.94	930.15
	"2006"	"2006"	"Montgomery County, OH"	"39113"	5368	543620	987.45	862.26
	"2006"	"2006"	"Oklahoma County, OK"	"40109"	6230	690153	902.70	914.79
	"2006"	"2006"	"Tulsa County, OK"	"40143"	5345	575014	929.54	939.58
	"2006"	"2006"	"Greenville County, SC"	"45045"	3392	415957	815.47	817.41
	"2006"	"2006"	"Davidson County, TN"	"47037"	5120	597597	856.76	933.62
	"2006"	"2006"	"Knox County, TN"	"47093"	3574	411785	867.93	846.68
	"2006"	"2006"	"Shelby County, TN"	"47157"	7538	920106	819.25	949.70
	"2006"	"2006"	"Richmond city, VA"	"51760"	2071	198618	1042.71	1051.83
	"2007"	"2007"	"Jefferson County, AL"	"01073"	6915	655163	1055.46	978.70
	"2007"	"2007"	"Duval County, FL"	"12031"	7210	851033	847.21	925.33
	"2007"	"2007"	"Marion County, IN"	"18097"	7073	883591	800.48	868.51
	"2007"	"2007"	"Jefferson County, KY"	"21111"	7000	723040	968.13	885.56
	"2007"	"2007"	"Kent County, MI"	"26081"	4051	598077	677.34	721.51
	"2007"	"2007"	"Jackson County, MO"	"29095"	5972	662995	900.76	873.94
	"2007"	"2007"	"St. Louis County, MO"	"29189"	9059	999389	906.45	748.05
	"2007"	"2007"	"St. Louis city, MO"	"29510"	3332	317959	1047.93	1041.26
	"2007"	"2007"	"Douglas County, NE"	"31055"	3601	498743	722.02	784.93
	"2007"	"2007"	"Guilford County, NC"	"37081"	3653	468466	779.78	786.71
	"2007"	"2007"	"Mecklenburg County, NC"	"37119"	5012	862177	581.32	765.04
	"2007"	"2007"	"Wake County, NC"	"37183"	4034	821607	490.99	691.18
	"2007"	"2007"	"Franklin County, OH"	"39049"	8287	1127174	735.20	862.47
	"2007"	"2007"	"Hamilton County, OH"	"39061"	7815	801815	974.66	875.67
	"2007"	"2007"	"Montgomery County, OH"	"39113"	5389	540667	996.73	854.33
	"2007"	"2007"	"Oklahoma County, OK"	"40109"	6367	695706	915.19	919.88
	"2007"	"2007"	"Tulsa County, OK"	"40143"	5467	582094	939.20	939.96
	"2007"	"2007"	"Greenville County, SC"	"45045"	3572	427970	834.64	834.30
	"2007"	"2007"	"Davidson County, TN"	"47037"	4984	605031	823.76	906.23
	"2007"	"2007"	"Knox County, TN"	"47093"	3706	419096	884.28	854.85
	"2007"	"2007"	"Shelby County, TN"	"47157"	7626	921119	827.91	954.37
	"2007"	"2007"	"Richmond city, VA"	"51760"	2067	200201	1032.46	1044.35
	"2008"	"2008"	"Jefferson County, AL"	"01073"	7175	656510	1092.90	1003.20
	"2008"	"2008"	"Duval County, FL"	"12031"	7263	855437	849.04	913.06
	"2008"	"2008"	"Marion County, IN"	"18097"	7419	889504	834.06	897.81
	"2008"	"2008"	"Jefferson County, KY"	"21111"	6924	730194	948.24	861.85
	"2008"	"2008"	"Kent County, MI"	"26081"	4277	599234	713.74	744.85
	"2008"	"2008"	"Jackson County, MO"	"29095"	6186	665427	929.63	893.68
	"2008"	"2008"	"St. Louis County, MO"	"29189"	9593	998331	960.90	779.85
	"2008"	"2008"	"St. Louis city, MO"	"29510"	3331	317955	1047.63	1048.13
	"2008"	"2008"	"Douglas County, NE"	"31055"	3728	504547	738.88	802.23
	"2008"	"2008"	"Guilford County, NC"	"37081"	3705	477809	775.41	773.42
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	5050	887991	568.70	747.60
	"2008"	"2008"	"Wake County, NC"	"37183"	4114	856492	480.33	672.98
	"2008"	"2008"	"Franklin County, OH"	"39049"	8577	1141183	751.59	872.40
	"2008"	"2008"	"Hamilton County, OH"	"39061"	7888	799840	986.20	881.32
	"2008"	"2008"	"Montgomery County, OH"	"39113"	5818	537664	1082.09	906.72
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	6528	701484	930.60	930.30
	"2008"	"2008"	"Tulsa County, OK"	"40143"	5649	588510	959.88	956.52
	"2008"	"2008"	"Greenville County, SC"	"45045"	3640	438742	829.64	828.55
	"2008"	"2008"	"Davidson County, TN"	"47037"	5099	612649	832.29	917.97
	"2008"	"2008"	"Knox County, TN"	"47093"	3897	425276	916.35	880.07
	"2008"	"2008"	"Shelby County, TN"	"47157"	7547	920685	819.72	930.53
	"2008"	"2008"	"Richmond city, VA"	"51760"	1948	202254	963.15	984.10
	"2009"	"2009"	"Jefferson County, AL"	"01073"	6818	658441	1035.48	943.66
	"2009"	"2009"	"Duval County, FL"	"12031"	7187	859795	835.90	884.97
	"2009"	"2009"	"Marion County, IN"	"18097"	7317	898394	814.45	874.35
	"2009"	"2009"	"Jefferson County, KY"	"21111"	6766	736705	918.41	828.16
	"2009"	"2009"	"Kent County, MI"	"26081"	4153	601437	690.51	705.51
	"2009"	"2009"	"Jackson County, MO"	"29095"	5970	670763	890.03	853.23
	"2009"	"2009"	"St. Louis County, MO"	"29189"	9156	998618	916.87	736.94
	"2009"	"2009"	"St. Louis city, MO"	"29510"	3108	318842	974.78	989.75
	"2009"	"2009"	"Douglas County, NE"	"31055"	3440	511902	672.00	722.02
	"2009"	"2009"	"Guilford County, NC"	"37081"	3831	484180	791.23	777.76
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	5091	908704	560.25	725.88
	"2009"	"2009"	"Wake County, NC"	"37183"	4175	883624	472.49	652.95
	"2009"	"2009"	"Franklin County, OH"	"39049"	8511	1155408	736.62	851.26
	"2009"	"2009"	"Hamilton County, OH"	"39061"	7570	802149	943.71	839.11
	"2009"	"2009"	"Montgomery County, OH"	"39113"	5440	535294	1016.26	843.21
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	6301	711595	885.48	880.17
	"2009"	"2009"	"Tulsa County, OK"	"40143"	5268	597748	881.31	874.16
	"2009"	"2009"	"Greenville County, SC"	"45045"	3551	446655	795.02	787.51
	"2009"	"2009"	"Davidson County, TN"	"47037"	4951	621008	797.25	875.33
	"2009"	"2009"	"Knox County, TN"	"47093"	3839	429475	893.88	849.47
	"2009"	"2009"	"Shelby County, TN"	"47157"	7511	922541	814.16	910.83
	"2009"	"2009"	"Richmond city, VA"	"51760"	1898	203678	931.86	951.41
	"2010"	"2010"	"Jefferson County, AL"	"01073"	6851	658466	1040.45	943.52
	"2010"	"2010"	"Duval County, FL"	"12031"	7149	864263	827.18	870.98
	"2010"	"2010"	"Marion County, IN"	"18097"	7374	903393	816.26	873.85
	"2010"	"2010"	"Jefferson County, KY"	"21111"	7103	741096	958.45	858.80
	"2010"	"2010"	"Kent County, MI"	"26081"	4212	602622	698.95	705.56
	"2010"	"2010"	"Jackson County, MO"	"29095"	5928	674158	879.32	838.52
	"2010"	"2010"	"St. Louis County, MO"	"29189"	9332	998954	934.18	743.00
	"2010"	"2010"	"St. Louis city, MO"	"29510"	3080	319294	964.63	984.06
	"2010"	"2010"	"Douglas County, NE"	"31055"	3642	517110	704.30	756.82
	"2010"	"2010"	"Guilford County, NC"	"37081"	3722	488406	762.07	747.09
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	5091	919628	553.59	711.55
	"2010"	"2010"	"Wake County, NC"	"37183"	4298	900993	477.03	648.40
	"2010"	"2010"	"Franklin County, OH"	"39049"	8552	1163414	735.08	844.56
	"2010"	"2010"	"Hamilton County, OH"	"39061"	7585	802374	945.32	834.76
	"2010"	"2010"	"Montgomery County, OH"	"39113"	5675	535153	1060.44	862.00
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	6634	718633	923.14	918.97
	"2010"	"2010"	"Tulsa County, OK"	"40143"	5368	603403	889.62	874.28
	"2010"	"2010"	"Greenville County, SC"	"45045"	3699	451225	819.77	801.50
	"2010"	"2010"	"Davidson County, TN"	"47037"	4988	626681	795.94	875.63
	"2010"	"2010"	"Knox County, TN"	"47093"	3971	432226	918.73	864.69
	"2010"	"2010"	"Shelby County, TN"	"47157"	7566	927644	815.61	910.50
	"2010"	"2010"	"Richmond city, VA"	"51760"	1892	204214	926.48	945.07
	"2011"	"2011"	"Jefferson County, AL"	"01073"	6866	658931	1041.99	934.82
	"2011"	"2011"	"Duval County, FL"	"12031"	7447	870709	855.28	873.53
	"2011"	"2011"	"Marion County, IN"	"18097"	7470	911296	819.71	868.90
	"2011"	"2011"	"Jefferson County, KY"	"21111"	7229	746906	967.86	856.32
	"2011"	"2011"	"Kent County, MI"	"26081"	4388	608453	721.17	717.60
	"2011"	"2011"	"Jackson County, MO"	"29095"	6038	676360	892.72	836.17
	"2011"	"2011"	"St. Louis County, MO"	"29189"	9263	998692	927.51	728.50
	"2011"	"2011"	"St. Louis city, MO"	"29510"	3004	318069	944.45	969.72
	"2011"	"2011"	"Douglas County, NE"	"31055"	3797	524861	723.43	769.39
	"2011"	"2011"	"Guilford County, NC"	"37081"	3920	495279	791.47	763.50
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	5169	944373	547.35	686.53
	"2011"	"2011"	"Wake County, NC"	"37183"	4437	929780	477.21	627.93
	"2011"	"2011"	"Franklin County, OH"	"39049"	8687	1178799	736.94	837.09
	"2011"	"2011"	"Hamilton County, OH"	"39061"	7795	800362	973.93	854.32
	"2011"	"2011"	"Montgomery County, OH"	"39113"	5717	537602	1063.43	837.27
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	6784	732371	926.31	914.79
	"2011"	"2011"	"Tulsa County, OK"	"40143"	5471	610599	896.01	864.23
	"2011"	"2011"	"Greenville County, SC"	"45045"	3834	461299	831.13	802.22
	"2011"	"2011"	"Davidson County, TN"	"47037"	4865	635475	765.57	832.37
	"2011"	"2011"	"Knox County, TN"	"47093"	4009	436929	917.54	850.78
	"2011"	"2011"	"Shelby County, TN"	"47157"	7474	935088	799.28	868.72
	"2011"	"2011"	"Richmond city, VA"	"51760"	1833	205533	891.83	901.85
	"2012"	"2012"	"Jefferson County, AL"	"01073"	6870	660009	1040.89	926.21
	"2012"	"2012"	"Duval County, FL"	"12031"	7401	879602	841.40	842.53
	"2012"	"2012"	"Marion County, IN"	"18097"	7740	918977	842.24	890.97
	"2012"	"2012"	"Jefferson County, KY"	"21111"	7412	750828	987.18	869.09
	"2012"	"2012"	"Kent County, MI"	"26081"	4272	614462	695.24	681.66
	"2012"	"2012"	"Jackson County, MO"	"29095"	6092	677377	899.35	832.68
	"2012"	"2012"	"St. Louis County, MO"	"29189"	9436	1000438	943.19	728.29
	"2012"	"2012"	"St. Louis city, MO"	"29510"	2950	318172	927.17	933.99
	"2012"	"2012"	"Douglas County, NE"	"31055"	3841	531265	722.99	761.98
	"2012"	"2012"	"Guilford County, NC"	"37081"	3957	500879	790.01	745.92
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	5393	969031	556.54	688.15
	"2012"	"2012"	"Wake County, NC"	"37183"	4729	952151	496.66	647.66
	"2012"	"2012"	"Franklin County, OH"	"39049"	8863	1195537	741.34	834.79
	"2012"	"2012"	"Hamilton County, OH"	"39061"	7525	802038	938.23	818.11
	"2012"	"2012"	"Montgomery County, OH"	"39113"	5709	534325	1068.45	847.01
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	6654	741781	897.03	891.36
	"2012"	"2012"	"Tulsa County, OK"	"40143"	5510	613816	897.66	865.84
	"2012"	"2012"	"Greenville County, SC"	"45045"	3868	467605	827.19	784.35
	"2012"	"2012"	"Davidson County, TN"	"47037"	4993	648295	770.17	837.77
	"2012"	"2012"	"Knox County, TN"	"47093"	4130	441311	935.85	857.87
	"2012"	"2012"	"Shelby County, TN"	"47157"	7731	940764	821.78	880.92
	"2012"	"2012"	"Richmond city, VA"	"51760"	1858	210309	883.46	883.65
	"2013"	"2013"	"Jefferson County, AL"	"01073"	7027	659479	1065.54	938.78
	"2013"	"2013"	"Duval County, FL"	"12031"	7785	885855	878.81	867.90
	"2013"	"2013"	"Marion County, IN"	"18097"	7687	928281	828.09	866.73
	"2013"	"2013"	"Jefferson County, KY"	"21111"	7328	756832	968.25	841.84
	"2013"	"2013"	"Kent County, MI"	"26081"	4440	621700	714.17	696.83
	"2013"	"2013"	"Jackson County, MO"	"29095"	6218	679996	914.42	837.76
	"2013"	"2013"	"St. Louis County, MO"	"29189"	9606	1001444	959.21	727.72
	"2013"	"2013"	"St. Louis city, MO"	"29510"	2912	318416	914.53	917.80
	"2013"	"2013"	"Douglas County, NE"	"31055"	3899	537256	725.72	765.39
	"2013"	"2013"	"Guilford County, NC"	"37081"	4000	506610	789.56	734.48
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	5495	990977	554.50	672.29
	"2013"	"2013"	"Wake County, NC"	"37183"	4850	974289	497.80	627.26
	"2013"	"2013"	"Franklin County, OH"	"39049"	8920	1212263	735.81	817.10
	"2013"	"2013"	"Hamilton County, OH"	"39061"	7672	804520	953.61	821.42
	"2013"	"2013"	"Montgomery County, OH"	"39113"	5921	535846	1104.98	872.29
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	7064	755245	935.33	923.56
	"2013"	"2013"	"Tulsa County, OK"	"40143"	5733	622409	921.10	884.35
	"2013"	"2013"	"Greenville County, SC"	"45045"	3941	474266	830.97	781.27
	"2013"	"2013"	"Davidson County, TN"	"47037"	5097	658602	773.91	833.04
	"2013"	"2013"	"Knox County, TN"	"47093"	4014	444622	902.79	817.55
	"2013"	"2013"	"Shelby County, TN"	"47157"	7952	939465	846.44	890.87
	"2013"	"2013"	"Richmond city, VA"	"51760"	1874	214114	875.23	878.46
	"2014"	"2014"	"Jefferson County, AL"	"01073"	6968	660793	1054.49	916.45
	"2014"	"2014"	"Duval County, FL"	"12031"	7587	897698	845.16	822.27
	"2014"	"2014"	"Marion County, IN"	"18097"	7932	934243	849.03	883.89
