"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"1999"	"1999"	"Greenville County, SC"	"45045"	"White"	"2106-3"	694	287093	241.7	229.2
	"1999"	"1999"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	357	148594	240.3	388.0
	"1999"	"1999"	"Davidson County, TN"	"47037"	"White"	"2106-3"	922	380226	242.5	226.8
	"1999"	"1999"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	74	33572	220.4	297.1
	"1999"	"1999"	"Knox County, TN"	"47093"	"White"	"2106-3"	785	335736	233.8	223.4
	"1999"	"1999"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	952	433218	219.8	348.8
	"1999"	"1999"	"Shelby County, TN"	"47157"	"White"	"2106-3"	945	422850	223.5	207.9
	"2000"	"2000"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	633	261304	242.2	299.7
	"2000"	"2000"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	1107	382469	289.4	229.7
	"2000"	"2000"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	464	211815	219.1	323.0
	"2000"	"2000"	"Marion County, IN"	"18097"	"White"	"2106-3"	1478	599103	246.7	245.3
	"2000"	"2000"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	84	35999	233.3	344.6
	"2000"	"2000"	"Fayette County, KY"	"21067"	"White"	"2106-3"	407	208601	195.1	216.9
	"2000"	"2000"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	341	133117	256.2	351.6
	"2000"	"2000"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1560	535942	291.1	251.5
	"2000"	"2000"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	92	53230	172.8	339.9
	"2000"	"2000"	"Kent County, MI"	"26081"	"White"	"2106-3"	890	466355	190.8	200.7
	"2000"	"2000"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	353	155464	227.1	324.7
	"2000"	"2000"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1155	449931	256.7	225.4
	"2000"	"2000"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	334	196206	170.2	279.9
	"2000"	"2000"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1992	778630	255.8	202.6
	"2000"	"2000"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	510	180069	283.2	327.9
	"2000"	"2000"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	474	152304	311.2	247.3
	"2000"	"2000"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	105	55358	189.7	317.2
	"2000"	"2000"	"Douglas County, NE"	"31055"	"White"	"2106-3"	775	365763	211.9	212.8
	"2000"	"2000"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	228	124501	183.1	292.3
	"2000"	"2000"	"Guilford County, NC"	"37081"	"White"	"2106-3"	630	267410	235.6	203.2
	"2000"	"2000"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	310	195133	158.9	296.4
	"2000"	"2000"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	794	429625	184.8	205.4
	"2000"	"2000"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	409	199141	205.4	344.3
	"2000"	"2000"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1725	806481	213.9	242.3
	"2000"	"2000"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	546	201565	270.9	362.4
	"2000"	"2000"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1731	617524	280.3	241.4
	"2000"	"2000"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	187	103133	181.3	305.7
	"2000"	"2000"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1198	455735	262.9	225.6
	"2000"	"2000"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	139	64528	215.4	372.3
	"2000"	"2000"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	1092	422387	258.5	236.7
	"2000"	"2000"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	173	69950	247.3	355.0
	"2000"	"2000"	"Greenville County, SC"	"45045"	"White"	"2106-3"	663	289056	229.4	216.3
	"2000"	"2000"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	355	149939	236.8	379.4
	"2000"	"2000"	"Davidson County, TN"	"47037"	"White"	"2106-3"	907	377327	240.4	223.1
	"2000"	"2000"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	93	33728	275.7	369.7
	"2000"	"2000"	"Knox County, TN"	"47093"	"White"	"2106-3"	844	337059	250.4	238.3
	"2000"	"2000"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	994	437348	227.3	364.4
	"2000"	"2000"	"Shelby County, TN"	"47157"	"White"	"2106-3"	976	419152	232.9	214.1
	"2001"	"2001"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	656	263244	249.2	307.9
	"2001"	"2001"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	1077	377031	285.7	224.8
	"2001"	"2001"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	499	216298	230.7	338.7
	"2001"	"2001"	"Marion County, IN"	"18097"	"White"	"2106-3"	1496	593862	251.9	248.7
	"2001"	"2001"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	87	36840	236.2	355.3
	"2001"	"2001"	"Fayette County, KY"	"21067"	"White"	"2106-3"	443	210104	210.8	231.3
	"2001"	"2001"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	293	135452	216.3	302.7
	"2001"	"2001"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1602	534828	299.5	257.0
	"2001"	"2001"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	69	54721	126.1	253.4
	"2001"	"2001"	"Kent County, MI"	"26081"	"White"	"2106-3"	888	467706	189.9	197.3
	"2001"	"2001"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	358	156908	228.2	320.9
	"2001"	"2001"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1138	448558	253.7	222.6
	"2001"	"2001"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	400	202181	197.8	313.7
	"2001"	"2001"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	2059	769914	267.4	209.9
	"2001"	"2001"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	506	177791	284.6	328.3
	"2001"	"2001"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	472	148708	317.4	254.6
	"2001"	"2001"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	111	56094	197.9	319.6
	"2001"	"2001"	"Douglas County, NE"	"31055"	"White"	"2106-3"	855	365674	233.8	233.7
	"2001"	"2001"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	227	128675	176.4	270.0
	"2001"	"2001"	"Guilford County, NC"	"37081"	"White"	"2106-3"	642	267667	239.9	203.9
	"2001"	"2001"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	313	204371	153.2	276.0
	"2001"	"2001"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	799	436414	183.1	199.9
	"2001"	"2001"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	401	207218	193.5	322.5
	"2001"	"2001"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1775	807111	219.9	246.9
	"2001"	"2001"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	524	203139	258.0	346.8
	"2001"	"2001"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1671	609382	274.2	234.0
	"2001"	"2001"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	201	104309	192.7	314.4
	"2001"	"2001"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1252	453215	276.2	235.1
	"2001"	"2001"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	119	64773	183.7	310.9
	"2001"	"2001"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	1123	420731	266.9	243.3
	"2001"	"2001"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	159	71122	223.6	318.2
	"2001"	"2001"	"Greenville County, SC"	"45045"	"White"	"2106-3"	659	291668	225.9	211.2
	"2001"	"2001"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	352	152672	230.6	370.7
	"2001"	"2001"	"Davidson County, TN"	"47037"	"White"	"2106-3"	942	375263	251.0	230.6
	"2001"	"2001"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	77	33963	226.7	312.7
	"2001"	"2001"	"Knox County, TN"	"47093"	"White"	"2106-3"	798	339423	235.1	222.7
	"2001"	"2001"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	978	444586	220.0	349.5
	"2001"	"2001"	"Shelby County, TN"	"47157"	"White"	"2106-3"	977	410489	238.0	214.9
	"2002"	"2002"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	645	263881	244.4	304.2
	"2002"	"2002"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	1025	371901	275.6	214.5
	"2002"	"2002"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	506	219768	230.2	339.7
	"2002"	"2002"	"Marion County, IN"	"18097"	"White"	"2106-3"	1400	585905	238.9	232.2
	"2002"	"2002"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	86	37411	229.9	338.1
	"2002"	"2002"	"Fayette County, KY"	"21067"	"White"	"2106-3"	480	210129	228.4	249.2
	"2002"	"2002"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	345	137739	250.5	346.1
	"2002"	"2002"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1611	532782	302.4	256.5
	"2002"	"2002"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	106	55591	190.7	378.4
	"2002"	"2002"	"Kent County, MI"	"26081"	"White"	"2106-3"	929	467883	198.6	203.9
	"2002"	"2002"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	329	157686	208.6	288.8
	"2002"	"2002"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1065	446918	238.3	207.9
	"2002"	"2002"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	430	207218	207.5	326.4
	"2002"	"2002"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	2078	760353	273.3	211.0
	"2002"	"2002"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	492	175483	280.4	320.4
	"2002"	"2002"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	466	145555	320.2	260.4
	"2002"	"2002"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	103	56618	181.9	293.5
	"2002"	"2002"	"Douglas County, NE"	"31055"	"White"	"2106-3"	810	365252	221.8	221.0
	"2002"	"2002"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	245	131045	187.0	302.9
	"2002"	"2002"	"Guilford County, NC"	"37081"	"White"	"2106-3"	642	266379	241.0	201.4
	"2002"	"2002"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	341	212106	160.8	293.9
	"2002"	"2002"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	769	437983	175.6	188.2
	"2002"	"2002"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	454	213826	212.3	352.9
	"2002"	"2002"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1813	802098	226.0	249.5
	"2002"	"2002"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	509	204124	249.4	330.5
	"2002"	"2002"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1712	598953	285.8	241.3
	"2002"	"2002"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	205	105879	193.6	320.0
	"2002"	"2002"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1262	451843	279.3	236.1
	"2002"	"2002"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	127	65098	195.1	348.2
	"2002"	"2002"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	1049	419311	250.2	225.1
	"2002"	"2002"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	160	71654	223.3	321.9
	"2002"	"2002"	"Greenville County, SC"	"45045"	"White"	"2106-3"	649	293223	221.3	204.4
	"2002"	"2002"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	341	154359	220.9	360.3
	"2002"	"2002"	"Davidson County, TN"	"47037"	"White"	"2106-3"	935	370070	252.7	229.9
	"2002"	"2002"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	89	34410	258.6	353.8
	"2002"	"2002"	"Knox County, TN"	"47093"	"White"	"2106-3"	821	341432	240.5	225.5
	"2002"	"2002"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	908	450806	201.4	321.6
	"2002"	"2002"	"Shelby County, TN"	"47157"	"White"	"2106-3"	944	404060	233.6	207.7
	"2003"	"2003"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	665	265681	250.3	311.2
	"2003"	"2003"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	1074	368393	291.5	226.3
	"2003"	"2003"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	478	223078	214.3	314.9
	"2003"	"2003"	"Marion County, IN"	"18097"	"White"	"2106-3"	1440	579772	248.4	237.3
	"2003"	"2003"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	85	38180	222.6	324.2
	"2003"	"2003"	"Fayette County, KY"	"21067"	"White"	"2106-3"	421	211942	198.6	214.8
	"2003"	"2003"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	337	139850	241.0	329.6
	"2003"	"2003"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1561	532009	293.4	246.9
	"2003"	"2003"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	78	56566	137.9	272.0
	"2003"	"2003"	"Kent County, MI"	"26081"	"White"	"2106-3"	871	467584	186.3	188.6
	"2003"	"2003"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	366	158604	230.8	313.2
	"2003"	"2003"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1087	443727	245.0	210.2
	"2003"	"2003"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	432	211472	204.3	312.5
	"2003"	"2003"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1988	750865	264.8	201.1
	"2003"	"2003"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	508	173789	292.3	333.1
	"2003"	"2003"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	445	143231	310.7	254.7
	"2003"	"2003"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	124	57379	216.1	351.4
	"2003"	"2003"	"Douglas County, NE"	"31055"	"White"	"2106-3"	812	365830	222.0	218.3
	"2003"	"2003"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	217	133681	162.3	258.4
	"2003"	"2003"	"Guilford County, NC"	"37081"	"White"	"2106-3"	611	265890	229.8	188.4
	"2003"	"2003"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	349	219010	159.4	280.0
	"2003"	"2003"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	810	441165	183.6	195.1
	"2003"	"2003"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	431	219835	196.1	320.6
	"2003"	"2003"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1762	797947	220.8	239.2
	"2003"	"2003"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	516	204713	252.1	329.9
	"2003"	"2003"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1640	589940	278.0	231.3
	"2003"	"2003"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	205	107042	191.5	312.4
	"2003"	"2003"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1146	449026	255.2	213.3
	"2003"	"2003"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	127	65247	194.6	342.3
	"2003"	"2003"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	1062	415029	255.9	226.1
	"2003"	"2003"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	173	72313	239.2	338.2
	"2003"	"2003"	"Greenville County, SC"	"45045"	"White"	"2106-3"	685	294349	232.7	210.9
	"2003"	"2003"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	334	156598	213.3	344.1
	"2003"	"2003"	"Davidson County, TN"	"47037"	"White"	"2106-3"	926	367093	252.3	227.1
	"2003"	"2003"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	83	34977	237.3	323.6
	"2003"	"2003"	"Knox County, TN"	"47093"	"White"	"2106-3"	841	344371	244.2	228.4
	"2003"	"2003"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	971	457071	212.4	339.0
	"2003"	"2003"	"Shelby County, TN"	"47157"	"White"	"2106-3"	917	398476	230.1	201.2
	"2004"	"2004"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	662	267085	247.9	307.3
	"2004"	"2004"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	1008	363467	277.3	214.3
	"2004"	"2004"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	456	226602	201.2	296.9
	"2004"	"2004"	"Marion County, IN"	"18097"	"White"	"2106-3"	1417	572539	247.5	234.4
	"2004"	"2004"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	80	38868	205.8	316.1
	"2004"	"2004"	"Fayette County, KY"	"21067"	"White"	"2106-3"	420	212167	198.0	210.0
	"2004"	"2004"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	329	142868	230.3	319.0
	"2004"	"2004"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1504	529279	284.2	236.4
	"2004"	"2004"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	101	57512	175.6	315.8
	"2004"	"2004"	"Kent County, MI"	"26081"	"White"	"2106-3"	915	466148	196.3	195.3
	"2004"	"2004"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	341	159763	213.4	284.3
	"2004"	"2004"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1116	439622	253.9	217.2
	"2004"	"2004"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	426	215906	197.3	301.8
	"2004"	"2004"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	2013	740063	272.0	203.7
	"2004"	"2004"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	511	171835	297.4	337.4
	"2004"	"2004"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	435	140584	309.4	264.3
	"2004"	"2004"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	126	58399	215.8	350.6
	"2004"	"2004"	"Douglas County, NE"	"31055"	"White"	"2106-3"	778	367138	211.9	206.5
	"2004"	"2004"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	212	136628	155.2	245.3
	"2004"	"2004"	"Guilford County, NC"	"37081"	"White"	"2106-3"	618	264669	233.5	187.9
	"2004"	"2004"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	359	226998	158.2	278.6
	"2004"	"2004"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	776	443944	174.8	181.6
	"2004"	"2004"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	459	225325	203.7	330.0
	"2004"	"2004"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1712	792855	215.9	231.6
	"2004"	"2004"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	574	205222	279.7	367.4
	"2004"	"2004"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1563	580389	269.3	221.8
	"2004"	"2004"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	198	108369	182.7	293.0
	"2004"	"2004"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1175	445868	263.5	218.6
	"2004"	"2004"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	130	65215	199.3	348.0
	"2004"	"2004"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	984	410150	239.9	207.2
	"2004"	"2004"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	157	73382	213.9	302.7
	"2004"	"2004"	"Greenville County, SC"	"45045"	"White"	"2106-3"	628	295943	212.2	189.1
	"2004"	"2004"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	293	159446	183.8	288.5
	"2004"	"2004"	"Davidson County, TN"	"47037"	"White"	"2106-3"	933	365514	255.3	227.8
	"2004"	"2004"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	74	35486	208.5	286.9
	"2004"	"2004"	"Knox County, TN"	"47093"	"White"	"2106-3"	845	346533	243.8	225.8
	"2004"	"2004"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	960	462554	207.5	321.1
	"2004"	"2004"	"Shelby County, TN"	"47157"	"White"	"2106-3"	877	391894	223.8	191.8
	"2005"	"2005"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	695	268781	258.6	316.4
	"2005"	"2005"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	990	358626	276.1	208.8
	"2005"	"2005"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	530	229847	230.6	334.3
	"2005"	"2005"	"Marion County, IN"	"18097"	"White"	"2106-3"	1456	565988	257.2	239.4
	"2005"	"2005"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	71	39723	178.7	258.6
	"2005"	"2005"	"Fayette County, KY"	"21067"	"White"	"2106-3"	422	212744	198.4	206.0
	"2005"	"2005"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	341	145070	235.1	324.1
	"2005"	"2005"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1564	527587	296.4	243.1
	"2005"	"2005"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	86	58193	147.8	278.0
	"2005"	"2005"	"Kent County, MI"	"26081"	"White"	"2106-3"	895	465891	192.1	188.9
	"2005"	"2005"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	363	160404	226.3	303.1
	"2005"	"2005"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1149	436848	263.0	222.7
	"2005"	"2005"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	425	220576	192.7	277.3
	"2005"	"2005"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1889	729344	259.0	191.3
	"2005"	"2005"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	476	168378	282.7	316.7
	"2005"	"2005"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	389	137404	283.1	236.0
	"2005"	"2005"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	116	59040	196.5	321.9
	"2005"	"2005"	"Douglas County, NE"	"31055"	"White"	"2106-3"	781	369328	211.5	204.3
	"2005"	"2005"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	247	140849	175.4	273.0
	"2005"	"2005"	"Guilford County, NC"	"37081"	"White"	"2106-3"	597	265047	225.2	176.6
	"2005"	"2005"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	350	237152	147.6	268.6
	"2005"	"2005"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	789	450612	175.1	180.5
	"2005"	"2005"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	444	230352	192.7	306.9
	"2005"	"2005"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1679	789109	212.8	224.6
	"2005"	"2005"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	522	205866	253.6	329.7
	"2005"	"2005"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1441	571611	252.1	205.4
	"2005"	"2005"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	223	109803	203.1	316.5
	"2005"	"2005"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1225	444394	275.7	224.8
	"2005"	"2005"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	125	65379	191.2	314.5
	"2005"	"2005"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	1085	408037	265.9	226.9
