2010 Based Geography -- PUMA to POWPUMA/MIGPUMA Relationship,,,
,,,
State of Residence (ST),PUMA,Place of Work State (PWSTATE2) or Migration State (MIGPLAC1),PWPUMA00 or MIGPUMA1
36,3705,36,3700
36,3706,36,3700
36,3707,36,3700
36,3708,36,3700
36,3709,36,3700
36,3710,36,3700
36,3801,36,3800
36,3802,36,3800
36,3803,36,3800
36,3804,36,3800
36,3805,36,3800
36,3806,36,3800
36,3807,36,3800
36,3808,36,3800
36,3809,36,3800
36,3810,36,3800
36,3901,36,3900
36,3902,36,3900
36,3903,36,3900
36,4001,36,4000
36,4002,36,4000
36,4003,36,4000
36,4004,36,4000
36,4005,36,4000
36,4006,36,4000
36,4007,36,4000
36,4008,36,4000
36,4009,36,4000
36,4010,36,4000
36,4011,36,4000
36,4012,36,4000
36,4013,36,4000
36,4014,36,4000
36,4015,36,4000
36,4016,36,4000
36,4017,36,4000
36,4018,36,4000
36,4101,36,4100
36,4102,36,4100
36,4103,36,4100
36,4104,36,4100
36,4105,36,4100
36,4106,36,4100
36,4107,36,4100
36,4108,36,4100
36,4109,36,4100
36,4110,36,4100
36,4111,36,4100
36,4112,36,4100
36,4113,36,4100
36,4114,36,4100
37,100,37,100
37,200,37,200
37,300,37,300
37,400,37,400
37,500,37,590
37,600,37,590
37,700,37,700
37,800,37,800
37,900,37,900
37,1000,37,1000
37,1100,37,1100
37,1201,37,1200
37,1202,37,1200
37,1203,37,1200
37,1204,37,1200
37,1205,37,1200
37,1206,37,1200
37,1207,37,1200
37,1208,37,1200
37,1301,37,1300
37,1302,37,1300
37,1400,37,1400
37,1500,37,1500
37,1600,37,1600
37,1701,37,1700
37,1702,37,1700
37,1703,37,1700
37,1704,37,1700
37,1801,37,1800
37,1802,37,1800
37,1803,37,1800
37,1900,37,1990
37,2000,37,2000
37,2100,37,2100
37,2201,37,2200
37,2202,37,2200
37,2300,37,2390
37,2400,37,2390
37,2500,37,2500
37,2600,37,2690
37,2700,37,2690
37,2800,37,2800
37,2900,37,1990
37,3001,37,3000
37,3002,37,3000
37,3101,37,3100
37,3102,37,3100
37,3103,37,3100
37,3104,37,3100
37,3105,37,3100
37,3106,37,3100
37,3107,37,3100
37,3108,37,3100
37,3200,37,3290
37,3300,37,3290
37,3400,37,3400
37,3500,37,3500
37,3600,37,3600
37,3700,37,3700
37,3800,37,3800
37,3900,37,3900
37,4000,37,4000
37,4100,37,4190
37,4200,37,4200
37,4300,37,4300
37,4400,37,4400
37,4500,37,4190
37,4600,37,4690
37,4700,37,4690
37,4800,37,4800
37,4900,37,4990
37,5001,37,5000
37,5002,37,5000
37,5003,37,5000
37,5100,37,4990
37,5200,37,5200
37,5300,37,5390
37,5400,37,5390
38,100,38,100
38,200,38,200
38,300,38,300
38,400,38,400
38,500,38,500
39,100,39,100
39,200,39,290
39,300,39,290
39,400,39,290
39,500,39,290
39,600,39,290
39,700,39,700
39,801,39,800
39,802,39,800
39,901,39,900
39,902,39,900
39,903,39,900
39,904,39,900
39,905,39,900
39,906,39,900
39,907,39,900
39,908,39,900
39,909,39,900
39,910,39,900
39,1000,39,1090
39,1100,39,1090
39,1200,39,1090
39,1300,39,1300
39,1400,39,1490
39,1500,39,1490
39,1600,39,1490
39,1700,39,1700
39,1801,39,1800
39,1802,39,1800
39,1803,39,1800
39,1804,39,1800
39,1805,39,1800
39,1900,39,1900
39,2000,39,2000
39,2100,39,2100
39,2200,39,2200
39,2300,39,2300
39,2400,39,2400
39,2500,39,2500
39,2600,39,2600
39,2700,39,2700
39,2800,39,2800
39,2900,39,2900
39,3000,39,3000
39,3100,39,3190
39,3200,39,3190
39,3300,39,3190
39,3400,39,3400
39,3500,39,3500
39,3600,39,3600
39,3700,39,3700
39,3800,39,3800
39,3900,39,3900
39,4000,39,4000
39,4101,39,4100
39,4102,39,4100
39,4103,39,4100
39,4104,39,4100
39,4105,39,4100
39,4106,39,4100
39,4107,39,4100
39,4108,39,4100
39,4109,39,4100
39,4110,39,4100
39,4111,39,4100
39,4200,39,4200
39,4300,39,4300
39,4400,39,4400
39,4500,39,4500
39,4601,39,4600
39,4602,39,4600
39,4603,39,4600
39,4604,39,4600
39,4700,39,4700
39,4800,39,4800
39,4900,39,4900
39,5000,39,5000
39,5100,39,5100
39,5200,39,5200
39,5301,39,5300
39,5302,39,5300
39,5401,39,5400
39,5402,39,5400
39,5403,39,5400
39,5501,39,5500
39,5502,39,5500
39,5503,39,5500
39,5504,39,5500
39,5505,39,5500
39,5506,39,5500
39,5507,39,5500
39,5600,39,5690
39,5700,39,5690
40,100,40,190
40,200,40,200
40,300,40,300
40,400,40,400
40,500,40,500
40,601,40,600
40,602,40,600
40,701,40,700
40,702,40,700
40,800,40,800
40,900,40,900
40,1001,40,1000
40,1002,40,1000
40,1003,40,1000
40,1004,40,1000
40,1005,40,1000
40,1006,40,1000
40,1101,40,1100
40,1102,40,1100
40,1201,40,1290
40,1202,40,1290
40,1203,40,1290
40,1204,40,1290
40,1301,40,190
40,1302,40,190
40,1400,40,1400
40,1501,40,1290
40,1601,40,1290
41,100,41,100
41,200,41,200
41,300,41,300
41,400,41,400
41,500,41,500
41,600,41,600
41,703,41,700
41,704,41,700
41,705,41,700
41,800,41,800
41,901,41,900
41,902,41,900
41,1000,41,1000
41,1103,41,1100
41,1104,41,1100
41,1105,41,1100
41,1200,41,1200
41,1301,41,1325
41,1302,41,1325
41,1303,41,1325
41,1305,41,1325
41,1314,41,1325
41,1316,41,1325
41,1317,41,1326
41,1318,41,1326
41,1319,41,1326
41,1320,41,1327
41,1321,41,1327
41,1322,41,1327
41,1323,41,1327
41,1324,41,1327
42,101,42,100
42,102,42,100
42,200,42,200
42,300,42,300
42,400,42,400
42,500,42,500
42,600,42,600
42,701,42,700
42,702,42,700
42,801,42,800
42,802,42,800
42,803,42,800
42,900,42,900
42,1000,42,1000
42,1100,42,1100
42,1200,42,1200
42,1300,42,1300
42,1400,42,1400
42,1501,42,1500
42,1502,42,1500
42,1600,42,1600
42,1701,42,1700
42,1702,42,1700
42,1801,42,1700
42,1802,42,1700
42,1803,42,1700
42,1804,42,1700
42,1805,42,1700
42,1806,42,1700
42,1807,42,1700
42,1900,42,1900
42,2001,42,2000
42,2002,42,2000
42,2003,42,2000
42,2100,42,2100
42,2200,42,2200
42,2301,42,2300
42,2302,42,2300
42,2401,42,2400
42,2402,42,2400
42,2500,42,2500
42,2600,42,2600
42,2701,42,2700
42,2702,42,2700
42,2703,42,2700
42,2801,42,2890
42,2802,42,2890
42,2803,42,2890
42,2901,42,2890
42,2902,42,2890
42,3001,42,3000
42,3002,42,3000
42,3003,42,3000
42,3004,42,3000
42,3101,42,3100
42,3102,42,3100
42,3103,42,3100
42,3104,42,3100
42,3105,42,3100
42,3106,42,3100
42,3201,42,3200
42,3202,42,3200
42,3203,42,3200
42,3204,42,3200
42,3205,42,3200
42,3206,42,3200
42,3207,42,3200
42,3208,42,3200
42,3209,42,3200
42,3210,42,3200
42,3211,42,3200
42,3301,42,3300
42,3302,42,3300
42,3303,42,3300
42,3304,42,3300
42,3401,42,3400
42,3402,42,3400
42,3403,42,3400
42,3404,42,3400
42,3501,42,3500
42,3502,42,3500
42,3503,42,3500
42,3504,42,3500
42,3601,42,3600
42,3602,42,3600
42,3603,42,3600
42,3701,42,3700
42,3702,42,3700
42,3800,42,3800
42,3900,42,3900
42,4001,42,4000
42,4002,42,4000
44,101,44,100
44,102,44,100
44,103,44,100
44,104,44,100
44,201,44,201
44,300,44,300
44,400,44,400
45,101,45,101
45,102,45,100
45,103,45,100
45,104,45,100
45,105,45,100
45,200,45,200
45,301,45,300
45,302,45,300
45,400,45,400
45,501,45,500
45,502,45,500
45,601,45,606
45,602,45,606
45,603,45,600
45,604,45,600
45,605,45,600
45,700,45,700
45,800,45,800
45,900,45,900
45,1000,45,1000
45,1101,45,1100
45,1102,45,1100
45,1201,45,1200
45,1202,45,1200
45,1203,45,1200
45,1204,45,1200
45,1300,45,1300
45,1400,45,1400
45,1500,45,1500
45,1600,45,1600
46,100,46,100
46,200,46,200
46,300,46,300
46,400,46,400
46,500,46,590
46,600,46,590
47,100,47,100
47,200,47,200
47,300,47,300
47,400,47,400
47,500,47,500
47,600,47,600
47,700,47,700
47,800,47,800
47,900,47,900
47,1000,47,1090
47,1100,47,1090
47,1200,47,1200
47,1300,47,1300
47,1400,47,1400
47,1500,47,1500
47,1601,47,1600
47,1602,47,1600
47,1603,47,1600
47,1604,47,1600
47,1700,47,1700
47,1800,47,1800
47,1900,47,1900
47,2001,47,2000
47,2002,47,2000
47,2003,47,2000
47,2100,47,2100
47,2200,47,2200
47,2300,47,2300
47,2401,47,2400
47,2402,47,2400
47,2501,47,2500
47,2502,47,2500
47,2503,47,2500
47,2504,47,2500
47,2505,47,2500
47,2600,47,2600
47,2700,47,2700
47,2800,47,2800
47,2900,47,2900
47,3000,47,3000
47,3100,47,3100
47,3201,47,3200
47,3202,47,3200
47,3203,47,3200
47,3204,47,3200
47,3205,47,3200
47,3206,47,3200
47,3207,47,3200
47,3208,47,3200
48,100,48,100
48,200,48,200
48,300,48,300
48,400,48,400
48,501,48,500
48,502,48,500
48,600,48,600
48,700,48,700
48,800,48,800
48,900,48,900
48,1000,48,1000
48,1100,48,1100
48,1200,48,1200
48,1300,48,1300
48,1400,48,1400
48,1501,48,1500
48,1502,48,1500
48,1600,48,1600
48,1700,48,1700
48,1800,48,1800
48,1901,48,1900
48,1902,48,1900
48,1903,48,1900
48,1904,48,1900
48,1905,48,1900
48,1906,48,1900
48,1907,48,1900
48,2001,48,2000
48,2002,48,2000
48,2003,48,2000
48,2004,48,2000
48,2005,48,2000
48,2006,48,2000
48,2101,48,2101
48,2102,48,2102
48,2200,48,2200
48,2301,48,2300
48,2302,48,2300
48,2303,48,2300
48,2304,48,2300
48,2305,48,2300
48,2306,48,2300
48,2307,48,2300
48,2308,48,2300
48,2309,48,2300
48,2310,48,2300
48,2311,48,2300
48,2312,48,2300
48,2313,48,2300
48,2314,48,2300
48,2315,48,2300
48,2316,48,2300
48,2317,48,2300
48,2318,48,2300
48,2319,48,2300
48,2320,48,2300
48,2321,48,2300
48,2322,48,2300
48,2400,48,2400
48,2501,48,2500
48,2502,48,2500
48,2503,48,2500
48,2504,48,2500
48,2505,48,2500
48,2506,48,2500
48,2507,48,2500
48,2508,48,2500
48,2509,48,2500
48,2510,48,2500
48,2511,48,2500
48,2512,48,2500
48,2513,48,2500
48,2514,48,2500
48,2515,48,2500
48,2516,48,2500
48,2600,48,2600
48,2700,48,2700
48,2800,48,2800
48,2900,48,2900
48,3000,48,3000
48,3100,48,3100
48,3200,48,3200
48,3301,48,3300
48,3302,48,3300
48,3303,48,3300
48,3304,48,3300
48,3305,48,3300
48,3306,48,3300
48,3400,48,3400
48,3501,48,3500
48,3502,48,3500
48,3601,48,3601
48,3602,48,3602
48,3700,48,3700
48,3801,48,3800
48,3802,48,3800
48,3900,48,3900
48,4000,48,4000
48,4100,48,4100
48,4200,48,4200
48,4301,48,4300
48,4302,48,4300
48,4400,48,4400
48,4501,48,4500
48,4502,48,4500
48,4503,48,4500
48,4504,48,4500
48,4601,48,4600
48,4602,48,4600
48,4603,48,4600
48,4604,48,4600
48,4605,48,4600
48,4606,48,4600
48,4607,48,4600
48,4608,48,4600
48,4609,48,4600
48,4610,48,4600
48,4611,48,4600
48,4612,48,4600
48,4613,48,4600
48,4614,48,4600
48,4615,48,4600
48,4616,48,4600
48,4617,48,4600
48,4618,48,4600
48,4619,48,4600
48,4620,48,4600
48,4621,48,4600
48,4622,48,4600
48,4623,48,4600
48,4624,48,4600
48,4625,48,4600
48,4626,48,4600
48,4627,48,4600
48,4628,48,4600
48,4629,48,4600
48,4630,48,4600
48,4631,48,4600
48,4632,48,4600
48,4633,48,4600
48,4634,48,4600
48,4635,48,4600
48,4636,48,4600
48,4637,48,4600
48,4638,48,4600
48,4701,48,4700
48,4702,48,4700
48,4801,48,4800
48,4802,48,4800
48,4803,48,4800
48,4901,48,4900
48,4902,48,4900
48,4903,48,4900
48,4904,48,4900
48,4905,48,4900
48,5000,48,5000
48,5100,48,5100
48,5201,48,5200
48,5202,48,5200
48,5203,48,5200
48,5204,48,5200
48,5301,48,5300
48,5302,48,5300
48,5303,48,5300
48,5304,48,5300
48,5305,48,5300
48,5306,48,5300
48,5307,48,5300
48,5308,48,5300
48,5309,48,5300
48,5400,48,5400
48,5500,48,5500
48,5600,48,5600
48,5700,48,5700
48,5800,48,5800
48,5901,48,5900
48,5902,48,5900
48,5903,48,5900
48,5904,48,5900
48,5905,48,5900
48,5906,48,5900
48,5907,48,5900
48,5908,48,5900
48,5909,48,5900
48,5910,48,5900
48,5911,48,5900
48,5912,48,5900
48,5913,48,5900
48,5914,48,5900
48,5915,48,5900
48,5916,48,5900
48,6000,48,6000
48,6100,48,6100
48,6200,48,6200
48,6301,48,6300
48,6302,48,6300
48,6400,48,6400
48,6500,48,6500
48,6601,48,6600
48,6602,48,6600
48,6603,48,6600
48,6701,48,6700
48,6702,48,6700
48,6703,48,6700
48,6801,48,6800
48,6802,48,6800
48,6803,48,6800
48,6804,48,6800
48,6805,48,6800
48,6806,48,6800
48,6807,48,6800
48,6900,48,6900
49,3001,49,3001
49,5001,49,5001
49,11001,49,11000
49,11002,49,11000
49,13001,49,13001
49,21001,49,21001
49,35001,49,35000
49,35002,49,35000
49,35003,49,35000
49,35004,49,35000
49,35005,49,35000
49,35006,49,35000
49,35007,49,35000
49,35008,49,35000
49,35009,49,35000
49,49001,49,49000
49,49002,49,49000
49,49003,49,49000
49,49004,49,49000
49,53001,49,53001
49,57001,49,57000
49,57002,49,57000
50,100,50,100
50,200,50,200
50,300,50,300
50,400,50,400
51,1301,51,1300
51,1302,51,1300
51,4101,51,4100
51,4102,51,4100
51,4103,51,4100
51,10701,51,10700
51,10702,51,10700
51,10703,51,10700
51,51010,51,51010
51,51020,51,51020
51,51040,51,51040
51,51044,51,51000
51,51045,51,51000
51,51080,51,51080
51,51084,51,51084
51,51085,51,51085
51,51087,51,51087
51,51089,51,51001
51,51090,51,51001
51,51095,51,51095
51,51096,51,51096
51,51097,51,51097
51,51105,51,51105
51,51110,51,51110
51,51115,51,51115
51,51120,51,51120
51,51125,51,51125
51,51135,51,51135
51,51145,51,51145
51,51154,51,51187
51,51155,51,51187
51,51164,51,51100
51,51165,51,51100
51,51167,51,51100
51,51175,51,51175
51,51186,51,51186
51,51206,51,51206
51,51215,51,51215
51,51224,51,51200
51,51225,51,51200
51,51235,51,51235
51,51244,51,51256
51,51245,51,51256
51,51246,51,51256
51,51255,51,51255
51,55001,51,55000
51,55002,51,55000
51,59301,51,59300
51,59302,51,59300
51,59303,51,59300
51,59304,51,59300
51,59305,51,59300
51,59306,51,59300
51,59307,51,59300
51,59308,51,59300
51,59309,51,59300
53,10100,53,10100
53,10200,53,10200
53,10300,53,10300
53,10400,53,10400
53,10501,53,10500
53,10502,53,10500
53,10503,53,10500
53,10504,53,10500
53,10600,53,10600
53,10701,53,10700
53,10702,53,10700
53,10703,53,10700
53,10800,53,10800
53,10901,53,10900
53,10902,53,10900
53,11000,53,11000
53,11101,53,11100
53,11102,53,11100
53,11103,53,11100
53,11104,53,11100
53,11200,53,11200
53,11300,53,11300
53,11401,53,11400
53,11402,53,11400
53,11501,53,11500
53,11502,53,11500
53,11503,53,11500
53,11504,53,11500
53,11505,53,11500
53,11506,53,11500
53,11507,53,11500
53,11601,53,11600
53,11602,53,11600
53,11603,53,11600
53,11604,53,11600
53,11605,53,11600
53,11606,53,11600
53,11607,53,11600
53,11608,53,11600
53,11609,53,11600
53,11610,53,11600
53,11611,53,11600
53,11612,53,11600
53,11613,53,11600
53,11614,53,11600
53,11615,53,11600
53,11616,53,11600
53,11701,53,11700
53,11702,53,11700
53,11703,53,11700
53,11704,53,11700
53,11705,53,11700
53,11706,53,11700
53,11801,53,11800
53,11802,53,11800
53,11900,53,11900
54,100,54,100
54,200,54,200
54,300,54,300
54,400,54,400
54,500,54,500
54,600,54,600
54,700,54,700
54,800,54,800
54,900,54,900
54,1000,54,1000
54,1100,54,1100
54,1200,54,1200
54,1300,54,1300
55,100,55,100
55,101,55,104
55,102,55,104
55,103,55,104
55,200,55,200
55,300,55,200
55,600,55,600
55,700,55,700
55,800,55,800
55,900,55,900
55,1000,55,1000
55,1001,55,1001
55,1300,55,1300
55,1301,55,1301
55,1400,55,1400
55,1401,55,1401
55,1500,55,1500
55,1501,55,1501
55,1600,55,1600
55,1601,55,1601
55,2400,55,2400
55,2500,55,2500
55,10000,55,10000
55,20000,55,20000
55,30000,55,30000
55,40101,55,40100
55,40301,55,40100
55,40701,55,40100
55,41001,55,40100
55,41002,55,40100
55,41003,55,40100
55,41004,55,40100
55,41005,55,40100
55,50000,55,50000
55,55101,55,55100
55,55102,55,55102
55,55103,55,55100
55,70101,55,70100
55,70201,55,70100
55,70301,55,70100
56,100,56,100
56,200,56,200
56,300,56,300
56,400,56,400
56,500,56,500
72,101,72,101
72,102,72,102
72,201,72,201
72,202,72,202
72,301,72,301
72,302,72,302
72,401,72,401
72,402,72,402
72,403,72,403
72,501,72,501
72,502,72,502
72,503,72,503
72,601,72,601
72,602,72,602
72,701,72,701
72,801,72,807
72,802,72,807
72,803,72,803
72,804,72,808
72,805,72,808
72,806,72,808
72,901,72,900
72,902,72,900
72,1001,72,1001
72,1002,72,1002
72,1101,72,1101
72,1102,72,1102
,,,
* The 2012 place of work and migration public use microdata areas,,,
(POWPUMA and MIGPUMA) that are county-based and PUMA-based,,,
and use the same codes.   POWPUMA and MIGPUMA in previous ACS,,,
datasets did not use the same codes.,,,
