year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_denominator,analysis_value
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1031,Coffee County,ALABAMA,Rural,All,"1,000-4,999",4421
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1033,Colbert County,ALABAMA,Urban,All,"5,000-9,999",6506
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1035,Conecuh County,ALABAMA,Rural,All,"1,000-4,999",8219
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1037,Coosa County,ALABAMA,Rural,All,"1,000-4,999",3580
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1039,Covington County,ALABAMA,Rural,All,"1,000-4,999",8236
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1041,Crenshaw County,ALABAMA,Rural,All,"1,000-4,999",5760
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1043,Cullman County,ALABAMA,Rural,All,"5,000-9,999",4876
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1045,Dale County,ALABAMA,Rural,All,"1,000-4,999",4690
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1047,Dallas County,ALABAMA,Rural,All,"1,000-4,999",6413
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1049,DeKalb County,ALABAMA,Rural,All,"5,000-9,999",5156
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1051,Elmore County,ALABAMA,Urban,All,"5,000-9,999",4594
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1053,Escambia County,ALABAMA,Rural,All,"1,000-4,999",7780
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1055,Etowah County,ALABAMA,Urban,All,"5,000-9,999",6356
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1057,Fayette County,ALABAMA,Rural,All,"1,000-4,999",6529
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1059,Franklin County,ALABAMA,Rural,All,"1,000-4,999",7975
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1061,Geneva County,ALABAMA,Urban,All,"1,000-4,999",6279
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1063,Greene County,ALABAMA,Urban,All,"500-999",11263
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1065,Hale County,ALABAMA,Urban,All,"1,000-4,999",6267
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1067,Henry County,ALABAMA,Urban,All,"1,000-4,999",4145
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1069,Houston County,ALABAMA,Urban,All,"5,000-9,999",4953
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1071,Jackson County,ALABAMA,Rural,All,"5,000-9,999",5761
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1073,Jefferson County,ALABAMA,Urban,All,"10,000+",3266
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1075,Lamar County,ALABAMA,Rural,All,"1,000-4,999",7175
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1077,Lauderdale County,ALABAMA,Urban,All,"5,000-9,999",5682
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1079,Lawrence County,ALABAMA,Urban,All,"1,000-4,999",5431
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1081,Lee County,ALABAMA,Urban,All,"5,000-9,999",4559
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1083,Limestone County,ALABAMA,Urban,All,"5,000-9,999",5947
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1085,Lowndes County,ALABAMA,Urban,All,"500-999",7044
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1087,Macon County,ALABAMA,Rural,All,"1,000-4,999",4545
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1089,Madison County,ALABAMA,Urban,All,"10,000+",4345
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1091,Marengo County,ALABAMA,Rural,All,"1,000-4,999",6412
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1093,Marion County,ALABAMA,Rural,All,"1,000-4,999",6722
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1095,Marshall County,ALABAMA,Rural,All,"5,000-9,999",5053
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1097,Mobile County,ALABAMA,Urban,All,"10,000+",5802
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1099,Monroe County,ALABAMA,Rural,All,"1,000-4,999",5152
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1101,Montgomery County,ALABAMA,Urban,All,"10,000+",4641
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1103,Morgan County,ALABAMA,Urban,All,"10,000+",5852
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1105,Perry County,ALABAMA,Rural,All,"500-999",7949
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1107,Pickens County,ALABAMA,Rural,All,"1,000-4,999",5983
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1109,Pike County,ALABAMA,Rural,All,"1,000-4,999",4621
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1111,Randolph County,ALABAMA,Rural,All,"1,000-4,999",3774
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1113,Russell County,ALABAMA,Urban,All,"1,000-4,999",4195
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1115,St. Clair County,ALABAMA,Urban,All,"1,000-4,999",6257
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1117,Shelby County,ALABAMA,Urban,All,"5,000-9,999",2183
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1119,Sumter County,ALABAMA,Rural,All,"1,000-4,999",9084
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1121,Talladega County,ALABAMA,Rural,All,"5,000-9,999",4446
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1123,Tallapoosa County,ALABAMA,Rural,All,"1,000-4,999",4526
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1125,Tuscaloosa County,ALABAMA,Urban,All,"10,000+",6403
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1127,Walker County,ALABAMA,Urban,All,"5,000-9,999",1884
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1129,Washington County,ALABAMA,Rural,All,"1,000-4,999",6702
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1131,Wilcox County,ALABAMA,Rural,All,"1,000-4,999",5732
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,1133,Winston County,ALABAMA,Rural,All,"1,000-4,999",10477
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,All,"10,000+",2411
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2050,Bethel Census Area,ALASKA,Rural,All,"11-499",3650
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2060,Bristol Bay Borough,ALASKA,Rural,All,"11-499",0
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2070,Dillingham Census Area,ALASKA,Rural,All,"11-499",5736
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,All,"1,000-4,999",1908
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2100,Haines Borough,ALASKA,Rural,All,"11-499",0
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,All,"1,000-4,999",3370
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,All,"1,000-4,999",3166
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,All,"11-499",2277
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,All,"5,000-9,999",3221
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2180,Nome Census Area,ALASKA,Rural,All,"11-499",6003
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,All,"500-999",2061
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2230,Skagway Municipality,ALASKA,Rural,All,"11-499",0
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2240,Southeast Fairbanks Census Area,ALASKA,Rural,All,"11-499",0
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2270,Wade Hampton Census Area,ALASKA,Rural,All,"11-499",3970
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,2290,Yukon-Koyukuk Census Area,ALASKA,Rural,All,"11-499",1941
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4001,Apache County,ARIZONA,Rural,All,"1,000-4,999",5986
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,All,"10,000+",3787
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,All,"5,000-9,999",2334
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,All,"5,000-9,999",3480
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,All,"1,000-4,999",3511
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4011,Greenlee County,ARIZONA,Rural,All,"500-999",1801
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,All,"1,000-4,999",4498
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,All,"10,000+",3110
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,All,"10,000+",4840
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,All,"5,000-9,999",3581
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,All,"10,000+",2882
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,All,"10,000+",3548
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,All,"1,000-4,999",2148
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,All,"10,000+",2400
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,All,"10,000+",4516
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5001,Arkansas County,ARKANSAS,Rural,All,"1,000-4,999",6579
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5003,Ashley County,ARKANSAS,Rural,All,"1,000-4,999",7420
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,All,"5,000-9,999",4539
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,All,"10,000+",3284
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,All,"1,000-4,999",4124
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5011,Bradley County,ARKANSAS,Rural,All,"1,000-4,999",5690
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5013,Calhoun County,ARKANSAS,Rural,All,"11-499",4515
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,All,"1,000-4,999",3723
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5017,Chicot County,ARKANSAS,Rural,All,"1,000-4,999",8070
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5019,Clark County,ARKANSAS,Rural,All,"1,000-4,999",5011
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5021,Clay County,ARKANSAS,Rural,All,"1,000-4,999",6448
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5023,Cleburne County,ARKANSAS,Rural,All,"1,000-4,999",4271
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5025,Cleveland County,ARKANSAS,Urban,All,"500-999",4061
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5027,Columbia County,ARKANSAS,Rural,All,"1,000-4,999",6308
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5029,Conway County,ARKANSAS,Rural,All,"1,000-4,999",4496
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,All,"5,000-9,999",5125
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,All,"1,000-4,999",3615
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,All,"1,000-4,999",3585
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5037,Cross County,ARKANSAS,Rural,All,"1,000-4,999",6875
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5039,Dallas County,ARKANSAS,Rural,All,"500-999",6126
2014,County,Prevention quality indicator (PQI),Unsmoothed age standardized,Base measure,Primary chronic conditions,"Prevention Quality Overall Composite (PQI #90)",Male,All,Dual & non-dual,5041,Desha County,ARKANSAS,Rural,All,"1,000-4,999",7631
